Competition ID,Competition Name,Location,Start Date,Weapon,Gender,Season
241,Championnats du Monde (Catania),Catania,10-10-2011,Epee,Women,2011
244,Championnats du Monde (Catania),Catania,10-10-2011,Foil,Men,2011
245,Championnats du Monde (Catania),Catania,10-10-2011,Sabre,Women,2011
242,Championnats du Monde (Catania),Catania,09-10-2011,Epee,Men,2011
243,Championnats du Monde (Catania),Catania,09-10-2011,Foil,Women,2011
246,Championnats du Monde (Catania),Catania,09-10-2011,Sabre,Men,2011
1027,26th Summer Universiade (Shenzhen),Shenzhen,15-08-2011,Foil,Men,2011
1028,26th Summer Universiade (Shenzhen),Shenzhen,15-08-2011,Sabre,Women,2011
1023,26th Summer Universiade (Shenzhen),Shenzhen,13-08-2011,Epee,Women,2011
1024,26th Summer Universiade (Shenzhen),Shenzhen,13-08-2011,Sabre,Men,2011
1025,26th Summer Universiade (Shenzhen),Shenzhen,14-08-2011,Epee,Men,2011
1026,26th Summer Universiade (Shenzhen),Shenzhen,14-08-2011,Foil,Women,2011
584,Championnats d'Afrique (Le Caire),Le Caire,21-07-2011,Epee,Women,2011
585,Championnats d'Afrique (Le Caire),Le Caire,21-07-2011,Epee,Men,2011
586,Championnats d'Afrique (Le Caire),Le Caire,21-07-2011,Foil,Women,2011
587,Championnats d'Afrique (Le Caire),Le Caire,21-07-2011,Foil,Men,2011
588,Championnats d'Afrique (Le Caire),Le Caire,21-07-2011,Sabre,Women,2011
589,Championnats d'Afrique (Le Caire),Le Caire,21-07-2011,Sabre,Men,2011
738,Championnats d'Europe (Sheffield),Sheffield,14-07-2011,Epee,Women,2011
739,Championnats d'Europe (Sheffield),Sheffield,14-07-2011,Epee,Men,2011
740,Championnats d'Europe (Sheffield),Sheffield,14-07-2011,Foil,Women,2011
741,Championnats d'Europe (Sheffield),Sheffield,14-07-2011,Foil,Men,2011
742,Championnats d'Europe (Sheffield),Sheffield,14-07-2011,Sabre,Women,2011
743,Championnats d'Europe (Sheffield),Sheffield,14-07-2011,Sabre,Men,2011
797,Championnats Panaméricains (Reno - Nevada),Reno - Nevada,04-07-2011,Epee,Women,2011
798,Championnats Panaméricains (Reno - Nevada),Reno - Nevada,04-07-2011,Foil,Men,2011
799,Championnats Panaméricains (Reno - Nevada),Reno - Nevada,04-07-2011,Epee,Men,2011
800,Championnats Panaméricains (Reno - Nevada),Reno - Nevada,04-07-2011,Foil,Women,2011
801,Championnats Panaméricains (Reno - Nevada),Reno - Nevada,04-07-2011,Sabre,Women,2011
802,Championnats Panaméricains (Reno - Nevada),Reno - Nevada,04-07-2011,Sabre,Men,2011
1010,Championnats asiatiques (Séoul),Séoul,10-07-2011,Epee,Men,2011
1011,Championnats asiatiques (Séoul),Séoul,10-07-2011,Sabre,Women,2011
1012,Championnats asiatiques (Séoul),Séoul,09-07-2011,Foil,Men,2011
1013,Championnats asiatiques (Séoul),Séoul,09-07-2011,Epee,Women,2011
1014,Championnats asiatiques (Séoul),Séoul,08-07-2011,Foil,Women,2011
1015,Championnats asiatiques (Séoul),Séoul,08-07-2011,Sabre,Men,2011
471,Coupe du Monde (New York),New York,24-06-2011,Sabre,Women,2011
474,Coupe du Monde (New York),New York,24-06-2011,Sabre,Men,2011
97,Challenge Australia (Sydney),Sydney,24-06-2011,Epee,Women,2011
111,Jockey Club Argentino (Buenos Aires),Buenos Aires,17-06-2011,Epee,Men,2011
147,Copa Villa La Habana (La Havane),La Havane,17-06-2011,Foil,Men,2011
186,Cole Cup (Newcastle),Newcastle,18-06-2011,Sabre,Men,2011
485,Cole Cup (Newcastle),Newcastle,18-06-2011,Sabre,Women,2011
486,Cole Cup (Newcastle),Newcastle,18-06-2011,Epee,Women,2011
470,Challenge Yves Brasseur (Gand),Gand,10-06-2011,Sabre,Women,2011
449,Tournoi international (Nankin),Nankin,11-06-2011,Epee,Women,2011
113,Grand Prix de Berne (Berne),Berne,04-06-2011,Epee,Men,2011
185,Tournoi satellite sabre masculin (Reykjavik),Reykjavik,04-06-2011,Sabre,Men,2011
484,Tournoi satellite sabre féminin (Reykjavik),Reykjavik,04-06-2011,Sabre,Women,2011
118,Fleuret de St-Petersbourg (St-Petersbourg),St-Petersbourg,05-06-2011,Foil,Women,2011
134,Fleuret de St-Petersbourg (St-Petersbourg),St-Petersbourg,03-06-2011,Foil,Men,2011
165,Sabre de Wolodyjowski (Varsovie),Varsovie,04-06-2011,Sabre,Men,2011
960,Aphrodite Cup 2009 (Limassol),Limassol,28-05-2011,Epee,Men,2011
95,Grand Prix (La Havane),La Havane,21-05-2011,Epee,Women,2011
121,SK Trophée Séoul (Séoul),Séoul,21-05-2011,Foil,Women,2011
138,SK Trophée Séoul (Séoul),Séoul,20-05-2011,Foil,Men,2011
520,St Duje's Cup (Split),Split,21-05-2011,Epee,Women,2011
793,St Duje's Cup (Split),Split,21-05-2011,Epee,Men,2011
676,Coupe du Monde (Tianjin),Tianjin,21-05-2011,Sabre,Women,2011
164,Villa de Madrid (Madrid),Madrid,13-05-2011,Sabre,Men,2011
145,Grand Prix (Shanghai),Shanghai,09-05-2011,Foil,Men,2011
112,Challenge Bernadotte Stockholm (Stockholm),Stockholm,14-05-2011,Epee,Men,2011
469,Coupe du Monde (Bologne),Bologne,06-05-2011,Sabre,Women,2011
655,Tournoi satellite (Istanbul),Istanbul,07-05-2011,Epee,Women,2011
656,Tournoi satellite (Istanbul),Istanbul,07-05-2011,Epee,Men,2011
451,Epée internationale (Rio de Janeiro),Rio de Janeiro,06-05-2011,Epee,Women,2011
122,Coupe du Monde (Shanghai),Shanghai,06-05-2011,Foil,Women,2011
160,Coupe Akropolis (Athènes),Athènes,28-04-2011,Sabre,Men,2011
108,Heidenheimer Pokal (Heidenheim),Heidenheim,29-04-2011,Epee,Men,2011
125,Cup Eximbank (Budapest),Budapest,25-03-2011,Foil,Women,2011
397,Tournoi satellite fleuret féminin (Copenhague),Copenhague,27-03-2011,Foil,Women,2011
398,Tournoi satellite fleuret masculin (Copenhague),Copenhague,26-03-2011,Foil,Men,2011
85,Coupe du Monde (Leipzig),Leipzig,25-03-2011,Epee,Women,2011
468,Coupe du Monde (Moscow),Moscow,26-03-2011,Sabre,Women,2011
142,Löwe von Bonn (Bonn),Bonn,18-03-2011,Foil,Men,2011
184,Tournoi satellite sabre masculin (Helsinki),Helsinki,19-03-2011,Sabre,Men,2011
156,Sabre de Moscou (Moscow),Moscow,18-03-2011,Sabre,Men,2011
104,Challenge Monal (Paris),Paris,18-03-2011,Epee,Men,2011
92,Ciudad de Barcelona (Barcelone),Barcelone,11-03-2011,Epee,Women,2011
