Competition ID,Competition Name,Location,Start Date,Weapon,Gender,Season
244,Jeux Olympiques (Tokyo),Tokyo,26-07-2021,Foil,Men,2021
245,Jeux Olympiques (Tokyo),Tokyo,26-07-2021,Sabre,Women,2021
241,Jeux Olympiques (Tokyo),Tokyo,24-07-2021,Epee,Women,2021
242,Jeux Olympiques (Tokyo),Tokyo,25-07-2021,Epee,Men,2021
243,Jeux Olympiques (Tokyo),Tokyo,25-07-2021,Foil,Women,2021
246,Jeux Olympiques (Tokyo),Tokyo,24-07-2021,Sabre,Men,2021
1071,Championnats de qualification panaméricains (San-Jose),San-Jose,02-05-2021,Epee,Women,2021
1072,Championnats de qualification panaméricains (San-Jose),San-Jose,01-05-2021,Epee,Men,2021
1073,Championnats de qualification panaméricains (San-Jose),San-Jose,01-05-2021,Foil,Women,2021
1074,Championnats de qualification panaméricains (San-Jose),San-Jose,02-05-2021,Foil,Men,2021
1075,Championnats de qualification panaméricains (San-Jose),San-Jose,02-05-2021,Sabre,Women,2021
1076,Championnats de qualification panaméricains (San-Jose),San-Jose,01-05-2021,Sabre,Men,2021
1065,Championnats de qualification Asie-Oceanie (Tashkent),Tashkent,26-04-2021,Epee,Women,2021
1068,Championnats de qualification Asie-Océanie (Tashkent),Tashkent,26-04-2021,Foil,Men,2021
1069,Championnats de qualification Asie-Océanie (Tashkent),Tashkent,26-04-2021,Sabre,Women,2021
1059,Championnats de qualification - Afrique (Le Caire),Le Caire,23-04-2021,Epee,Women,2021
1060,Championnats de qualification - Afrique (Le Caire),Le Caire,23-04-2021,Epee,Men,2021
1061,Championnats de qualification - Afrique (Le Caire),Le Caire,23-04-2021,Foil,Women,2021
1062,Championnats de qualification - Afrique (Le Caire),Le Caire,23-04-2021,Foil,Men,2021
1063,Championnats de qualification - Afrique (Le Caire),Le Caire,23-04-2021,Sabre,Women,2021
1064,Championnats de qualification - Afrique (Le Caire),Le Caire,23-04-2021,Sabre,Men,2021
1077,Championnats de qualification européens (Madrid),Madrid,24-04-2021,Epee,Women,2021
1078,Championnats de qualification européens (Madrid),Madrid,25-04-2021,Epee,Men,2021
1079,Championnats de qualification européens (Madrid),Madrid,25-04-2021,Foil,Women,2021
1080,Championnats de qualification européens (Madrid),Madrid,24-04-2021,Foil,Men,2021
1081,Championnats de qualification européens (Madrid),Madrid,25-04-2021,Sabre,Women,2021
1082,Championnats de qualification européens (Madrid),Madrid,24-04-2021,Sabre,Men,2021
1066,Championnats de qualification Asie-Oceanie (Tashkent),Tashkent,25-04-2021,Epee,Men,2021
