Gender,Weapon,Season,Competition,Date of Duel,Athlete Name,Athlete Year End World Ranking,Athlete Hand,Opponent Name,Opponent Year End World Ranking,Opponent Hand,Result,Hit,Counter-Hit
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,ITZKOWITZ Aliya,187.0,R,BENITEZ ROMERO Alejandra Jhonay,54.0,R,Loss,5,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,PEREZ MAURICE Maria Belen,,L,LEE Jolie Kar Yi,138.0,R,Won,15,5
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,KINDLER Ann-Sophie,123.0,L,GRENCH Eileen,61.0,R,Loss,9,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,EGORIAN Yana,19.0,L,FUKUSHIMA Shihomi,38.0,R,Won,15,12
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,HERNANDEZ Elena,221.0,R,SZUCS Luca,243.0,L,Loss,7,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,ZHOVNIR Olga,,R,SHEN Chen,153.0,R,Loss,9,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,MOSEYKO Alina,298.0,L,ERBIL Nisanur,107.0,R,Loss,8,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,WATOR Angelika,69.0,R,LASZLO Luca,191.0,R,Loss,13,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,HONG Haeun,140.0,R,VARHELYI Kata,134.0,R,Won,15,9
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,PEKELMAN Luana,147.0,R,VELASQUEZ Jornellys,184.0,R,Loss,8,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,TROIS Karina,139.0,R,NOUTCHA Sarah,72.0,R,Won,15,10
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,TAKASHIMA Risa,179.0,R,LUCARINI Lucia,101.0,R,Loss,6,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,LAM Hin Wai,75.0,R,URANO Kana,183.0,R,Loss,12,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,KEHLI Zohra Nora,68.0,L,BEN CHAABANE Amira,25.0,R,Loss,14,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,BANEZCA Luismar,304.0,R,VONGSAVADY Malina,74.0,R,Loss,12,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,KHABIBULLINA Aibike,128.0,R,BESBES Azza,57.0,R,Loss,5,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,BASHTA Anna,28.0,L,THOMPSON Kamali,103.0,R,Won,15,7
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,VORONINA Olena,79.0,R,SARYBAY Aigerim,66.0,R,Won,15,5
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,YANG Hengyu,27.0,R,FUNKE Julika,105.0,R,Loss,11,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,HWANG Seona,44.0,R,LUPU Andreea,181.0,L,Won,15,13
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,LIMBACH Anna,,R,TRIANTAFYLLI Eleftheria Ilianna,284.0,R,Won,15,4
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,KATONA Renata,50.0,R,RUSSO Francesca,78.0,R,Won,15,6
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,BAKASTOVA Yuliia,158.0,L,SHCHUKLA Iryna,100.0,R,Loss,13,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,RODRIGUEZ Shia,96.0,R,TSYMBOTA Mariya,250.0,R,Loss,6,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,CHIERIGHINI Pietra,294.0,R,POCHEKUTOVA Tamara,76.0,R,Loss,11,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,DOSPAY Karina,271.0,R,GIMALAC Margaux,120.0,L,Loss,8,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,MIKULIK Julia,91.0,R,CIARAGLIA Sofia,52.0,R,Won,15,14
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,PONICH Marissa,85.0,R,CHADALAVADA ANANDHA SUNDHARARAMAN Bhavani Devi,53.0,R,Loss,11,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,KOZACZUK Malgorzata,60.0,L,JOHNSON Honor,255.0,R,Won,15,14
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,NEIKOVA Emma,257.0,R,NAVARRO Araceli,36.0,R,Loss,8,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,PASTRAN Milagros,130.0,R,TAILLANDIER Charleine,124.0,R,Loss,10,15
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,CIESLAR Zuzanna,210.0,R,IVANISHCHANKA Hanna,197.0,R,Won,15,14
Women,Sabre,2020/2021,Coupe du Monde (Athènes),06-03-2020,MONTASER Nour,41.0,R,VALENTIN Heyddys,64.0,R,Loss,14,15
