Gender,Weapon,Season,Competition,Date of Duel,Athlete Name,Athlete Year End World Ranking,Athlete Hand,Opponent Name,Opponent Year End World Ranking,Opponent Hand,Result,Hit,Counter-Hit
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,RIZZI Giulia,40.0,R,SANTUCCIO Alberta,24.0,R,Won,15,11
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,KOMATA Shiori,246.0,R,EPEE Laurence,49.0,R,Loss,12,15
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,MASALO Olivija,314.0,R,BUDAI Dorina,38.0,R,Loss,5,15
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,EHAB Nardin,64.0,R,KRYVYTSKA Olena,28.0,R,Loss,8,15
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,NAVARRIA Mara,10.0,R,MALLO Auriane,15.0,L,Won,15,11
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,HOLMES Katharine,33.0,R,LEE Hyein,26.0,R,Won,15,8
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,KOLOBOVA Violetta,6.0,R,LEHIS Katrina,22.0,L,Loss,6,15
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,RUTZ Barbara,78.0,L,KANG Young Mi,,,Won,15,13
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,SUN Yiwen,2.0,L,STAEHLI Laura,120.0,R,Loss,8,15
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,POCHKALOVA Anfisa,100.0,R,KHAKIMOVA Malika,84.0,R,Won,15,14
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,HURLEY Kelley,11.0,L,UDREA Maria,,L,Loss,12,13
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,CANDASSAMY Marie-Florence,16.0,R,SZASZ-KOVACS Emese,,L,Loss,10,15
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,ZAMACHOWSKA Aleksandra,27.0,R,HURLEY Courtney,,,Loss,14,15
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,ANDRYUSHINA Tatyana,58.0,R,ZHU Mingye,5.0,R,Won,15,13
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,CHOI Injeong,3.0,R,HECHT Dar,135.0,R,Won,15,10
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,BRUNNER Pauline,25.0,L,VITALIS Coraline,9.0,R,Loss,12,15
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,EMBRICH Irina,61.0,L,BEZHURA Dzhoan Feybi,56.0,R,Loss,7,10
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,FIAMINGO Rossella,21.0,L,POPESCU Ana Maria,7.0,L,Loss,8,15
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,RIZZI Giulia,40.0,R,EPEE Laurence,49.0,R,Loss,14,15
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,BUDAI Dorina,38.0,R,KRYVYTSKA Olena,28.0,R,Loss,6,15
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,NAVARRIA Mara,10.0,R,HOLMES Katharine,33.0,R,Won,15,9
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,LEHIS Katrina,22.0,L,RUTZ Barbara,78.0,L,Won,15,13
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,STAEHLI Laura,120.0,R,POCHKALOVA Anfisa,100.0,R,Won,15,14
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,UDREA Maria,,L,SZASZ-KOVACS Emese,,L,Loss,10,11
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,HURLEY Courtney,,,ANDRYUSHINA Tatyana,58.0,R,Won,9,8
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,CHOI Injeong,3.0,R,VITALIS Coraline,9.0,R,Loss,14,15
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,BEZHURA Dzhoan Feybi,56.0,R,POPESCU Ana Maria,7.0,L,Loss,9,15
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,EPEE Laurence,49.0,R,KRYVYTSKA Olena,28.0,R,Loss,10,15
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,NAVARRIA Mara,10.0,R,LEHIS Katrina,22.0,L,Won,15,9
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,STAEHLI Laura,120.0,R,SZASZ-KOVACS Emese,,L,Won,14,13
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,HURLEY Courtney,,,VITALIS Coraline,9.0,R,Won,15,10
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,POPESCU Ana Maria,7.0,L,KRYVYTSKA Olena,28.0,R,Won,15,11
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,NAVARRIA Mara,10.0,R,STAEHLI Laura,120.0,R,Won,15,8
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,HURLEY Courtney,,,POPESCU Ana Maria,7.0,L,Loss,13,14
Women,Epee,2018/2019,Championnats du Monde (Wuxi),19-07-2018,NAVARRIA Mara,10.0,R,POPESCU Ana Maria,7.0,L,Won,13,9
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,NGUYEN Phuoc Den,149.0,R,ONOFRE Rafael,593.0,R,Won,15,9
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,RODRIGUEZ John Edison,39.0,L,PETERDI Andras,203.0,R,Won,15,12
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,GONZALEZ Rodrigo,183.0,R,AL-DOORI Alaa,391.0,R,Won,15,14
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,NICHOLS Harrison,412.0,R,ANOKHIN Vadim,128.0,R,Loss,11,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,XUE Yangdong,218.0,L,LAI Clarence Ka Tsun,156.0,L,Won,15,5
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,AL-CHAABAWI Zaid,,L,LIM Wei Wen,,R,Loss,13,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,FONG Hoi Sun,73.0,R,MARINOV Kiril,547.0,R,Won,15,4
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,BUHDEIMA Khaled,179.0,R,JOSHUA KOH I-Jie,175.0,L,Loss,6,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,UYAMA Satoru,26.0,R,HOYLE Jacob,5.0,L,Loss,8,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,SOKOLOV Oleg,154.0,R,JURKA Jakub,55.0,L,Loss,13,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,JOHNSTON LEYER Bradley,252.0,R,MORALES Gerber,357.0,R,Loss,9,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,ISLAS FLYGARE Linus,164.0,R,BAYARD Alexis,134.0,L,Loss,7,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,GALLY Aymerick,93.0,R,BIELEC Maciej,231.0,L,Won,15,8
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,STYMNE Jakob,1016.0,R,SEEVE Teemu,668.0,R,Loss,7,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,NUNEZ Pablo,74.0,L,FREILICH Yuval Shalom,16.0,L,Loss,7,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,LIMARDO Francisco,62.0,R,DOMINGUEZ Jose Felix,57.0,R,Loss,12,13
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,TAN Weixuan,276.0,R,ELSOKKARY Ahmad,389.0,L,Loss,12,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,YAMADA Masaru,14.0,R,NG Ho Tin,215.0,L,Won,15,8
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,ALIMZHANOV Elmir,79.0,R,ROBL Troels Christian,125.0,R,Won,15,10
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,LIS Daniel,205.0,R,BRINCK-CROTEAU Maxime,106.0,R,Won,15,11
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,MCDOWALD Curtis,22.0,R,SHELLEY Jeremy,,R,Won,15,13
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,FAVA Alex,41.0,R,PRYOR Jason,485.0,R,Won,15,13
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,BARGUES Manuel,92.0,R,MOWAFY Mohab,,R,Won,15,12
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,ALEKSANDROV Roman,110.0,R,PITRA Pavel,162.0,R,Loss,13,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,DIABATE Keletigui Julien,108.0,L,COQUECO Gustavo,433.0,R,Loss,8,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,AREDE Pedro,135.0,R,CHANTHARAPIDOK Tanwa,283.0,R,Won,15,10
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,IBANEZ Alvaro,96.0,R,VAN NUNEN David,314.0,R,Won,15,3
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,MAISONET Hector,122.0,R,TULEN Rafael,224.0,R,Loss,12,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,CANDEIAS Ricardo,329.0,R,HO Wai Hang,64.0,R,Won,15,13
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,AL HAMMADI Abdullah,546.0,R,ALSHATTI Abdulaziz,104.0,R,Loss,13,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,TAURIAINEN Topias,265.0,R,BELLMANN Lukas,53.0,R,Loss,4,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,WANG Zijie,30.0,L,ALIMOV Fayzulla,82.0,R,Loss,9,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,SHARLAIMOV Vadim,216.0,R,MANCEWICZ Bartlomiej,311.0,R,Loss,14,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,BURGUN Alexandre,,R,BERTA Daniel,145.0,L,Loss,12,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,KWEON Youngjun,44.0,R,BISHOP William,814.0,L,Won,15,6
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,ALIYEV Kanan,308.0,L,LEE Samson Mun Hou,291.0,L,Loss,6,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,PAAVOLAINEN Jaakko,209.0,R,MOHSEN Mahmoud,58.0,L,Won,12,11
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,NGUYEN Tien Nhat,60.0,R,REIN Stephan,59.0,L,Won,15,14
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,GAROZZO Enrico,21.0,R,JORGENSEN Patrick,35.0,R,Won,15,9
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,VUORINEN Niko,51.0,L,MOHSIN Abbas Abdulwahid,932.0,R,Won,15,7
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,STALMAKOV Javgenij,871.0,R,BANYAI Zsombor,99.0,L,Loss,7,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,KNUDSEN Kenneth,302.0,R,TYCHLER Pavel,,R,Loss,12,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,ELKORD Houssam,25.0,L,NGUYEN Phuoc Den,149.0,R,Loss,12,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,RODRIGUEZ John Edison,39.0,L,GONZALEZ Rodrigo,183.0,R,Won,15,9
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,NYCZ Mateusz,136.0,R,ANOKHIN Vadim,128.0,R,Won,15,12
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,XUE Yangdong,218.0,L,VERWIJLEN Bas,10.0,R,Won,15,14
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,STEFFEN Benjamin,109.0,L,LIM Wei Wen,,R,Won,15,13
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,FONG Hoi Sun,73.0,R,JOSHUA KOH I-Jie,175.0,L,Won,10,9
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,HOYLE Jacob,5.0,L,JURKA Jakub,55.0,L,Won,15,9
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,MORALES Gerber,357.0,R,PEREIRA Yulen,4.0,R,Loss,6,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,CAPEK Martin,72.0,R,BAYARD Alexis,134.0,L,Loss,13,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,GALLY Aymerick,93.0,R,SEEVE Teemu,668.0,R,Won,15,13
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,NURMATOV Javokhirbek,118.0,R,FREILICH Yuval Shalom,16.0,L,Loss,7,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,DOMINGUEZ Jose Felix,57.0,R,HERPE Ido,24.0,R,Loss,10,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,VORONIN Vyacheslav,232.0,R,ELSOKKARY Ahmad,389.0,L,Loss,9,11
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,YAMADA Masaru,14.0,R,SVICHKAR Roman,32.0,L,Loss,13,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,ALIMZHANOV Elmir,79.0,R,LIS Daniel,205.0,R,Won,15,8
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,MCDOWALD Curtis,22.0,R,TACCANI Alessandro,159.0,R,Won,13,12
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,CAMARGO Alexandre,102.0,L,FAVA Alex,41.0,R,Loss,9,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,BARGUES Manuel,92.0,R,PITRA Pavel,162.0,R,Won,15,14
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,BESKIN Grigori,,,COQUECO Gustavo,433.0,R,Won,15,6
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,AREDE Pedro,135.0,R,GLAZKOV Nikita,28.0,L,Loss,8,9
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,SHI Gaofeng,81.0,R,IBANEZ Alvaro,96.0,R,Loss,7,8
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,TULEN Rafael,224.0,R,BRINKMANN Marco,163.0,L,Loss,8,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,CANDEIAS Ricardo,329.0,R,ALSHATTI Abdulaziz,104.0,R,Won,15,12
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,BELLMANN Lukas,53.0,R,LAN Minghao,34.0,R,Won,15,14
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,FABREGAT Angel,130.0,R,ALIMOV Fayzulla,82.0,R,Loss,14,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,MANCEWICZ Bartlomiej,311.0,R,BERTA Daniel,145.0,L,Loss,9,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,KWEON Youngjun,44.0,R,LEE Samson Mun Hou,291.0,L,Won,15,8
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,PAAVOLAINEN Jaakko,209.0,R,REIZLIN Igor,49.0,R,Won,15,7
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,BERAN Jiri,33.0,R,NGUYEN Tien Nhat,60.0,R,Loss,14,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,GAROZZO Enrico,21.0,R,PITTET Alexandre,147.0,L,Won,15,7
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,VUORINEN Niko,51.0,L,BANYAI Zsombor,99.0,L,Loss,14,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,TYCHLER Pavel,,R,STANKEVYCH Volodymyr,65.0,R,Won,15,13
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,NIKISHIN Bogdan,3.0,R,HOYLE Jacob,5.0,L,Won,10,8
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,PEREIRA Yulen,4.0,R,LUGO Grabiel,87.0,R,Won,15,12
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,BLAIS-BELANGER Marc-Antoine,141.0,L,GALLY Aymerick,93.0,R,Won,15,8
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,FONG Hoi Sun,73.0,R,PARK Kyoungdoo,,R,Loss,7,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,REDLI Andras,20.0,R,BAYARD Alexis,134.0,L,Loss,12,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,KWEON Youngjun,44.0,R,KRAFT Dennis,309.0,R,Won,15,10
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,ELSAYED Ahmed,42.0,R,BRINKMANN Marco,163.0,L,Loss,10,15
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,MCDOWALD Curtis,22.0,R,SCHMIDT Richard,68.0,L,Won,15,8
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,HEINZER Max,12.0,R,FAVA Alex,41.0,R,Loss,11,12
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,NYCZ Mateusz,136.0,R,PRIINITS Sten,95.0,R,Won,15,14
Men,Epee,2018/2019,Championnats du Monde (Wuxi),20-07-2018,BIDA Sergey,15.0,L,ALIMZHANOV Elmir,79.0,R,Loss,9,10
