Competition ID,Competition Name,Location,Start Date,Weapon,Gender,Season
241,Championnats du Monde (Wuxi),Wuxi,19-07-2018,Epee,Women,2018
242,Championnats du Monde (Wuxi),Wuxi,20-07-2018,Epee,Men,2018
243,Championnats du Monde (Wuxi),Wuxi,20-07-2018,Foil,Women,2018
244,Championnats du Monde (Wuxi),Wuxi,21-07-2018,Foil,Men,2018
245,Championnats du Monde (Wuxi),Wuxi,21-07-2018,Sabre,Women,2018
246,Championnats du Monde (Wuxi),Wuxi,19-07-2018,Sabre,Men,2018
1010,Championnats Asiatiques (Bangkok),Bangkok,18-06-2018,Epee,Men,2018
1013,Championnats Asiatiques (Bangkok),Bangkok,19-06-2018,Epee,Women,2018
1014,Championnats Asiatiques (Bangkok),Bangkok,18-06-2018,Foil,Women,2018
1015,Championnats Asiatiques (Bangkok),Bangkok,19-06-2018,Sabre,Men,2018
738,Championnats d'Europe (Novi Sad),Novi Sad,18-06-2018,Epee,Women,2018
743,Championnats d'Europe (Novi Sad),Novi Sad,18-06-2018,Sabre,Men,2018
1139,Jeux méditerranéens (Tarragona),Tarragona,24-06-2018,Epee,Men,2018
1140,Jeux méditerranéens (Tarragona),Tarragona,24-06-2018,Foil,Women,2018
1141,Jeux méditerranéens (Tarragona),Tarragona,24-06-2018,Sabre,Women,2018
1142,Jeux méditerranéens (Tarragona),Tarragona,24-06-2018,Epee,Women,2018
1011,Championnats Asiatiques (Bangkok),Bangkok,17-06-2018,Sabre,Women,2018
1012,Championnats Asiatiques (Bangkok),Bangkok,17-06-2018,Foil,Men,2018
797,Championnats Panaméricains (La Havane),La Havane,16-06-2018,Epee,Women,2018
798,Championnats Panaméricains (La Havane),La Havane,16-06-2018,Foil,Men,2018
799,Championnats Panaméricains (La Havane),La Havane,15-06-2018,Epee,Men,2018
800,Championnats Panaméricains (La Havane),La Havane,17-06-2018,Foil,Women,2018
801,Championnats Panaméricains (La Havane),La Havane,15-06-2018,Sabre,Women,2018
802,Championnats Panaméricains (La Havane),La Havane,17-06-2018,Sabre,Men,2018
739,Championnats d'Europe (Novi Sad),Novi Sad,17-06-2018,Epee,Men,2018
740,Championnats d'Europe (Novi Sad),Novi Sad,17-06-2018,Foil,Women,2018
741,Championnats d'Europe (Novi Sad),Novi Sad,16-06-2018,Foil,Men,2018
742,Championnats d'Europe (Novi Sad),Novi Sad,16-06-2018,Sabre,Women,2018
584,Championnats d'Afrique (Tunis),Tunis,05-06-2018,Epee,Women,2018
585,Championnats d'Afrique (Tunis),Tunis,06-06-2018,Epee,Men,2018
586,Championnats d'Afrique (Tunis),Tunis,07-06-2018,Foil,Women,2018
587,Championnats d'Afrique (Tunis),Tunis,05-06-2018,Foil,Men,2018
588,Championnats d'Afrique (Tunis),Tunis,06-06-2018,Sabre,Women,2018
589,Championnats d'Afrique (Tunis),Tunis,07-06-2018,Sabre,Men,2018
