Gender,Weapon,Season,Competition,Date of Duel,Athlete Name,Athlete Year End World Ranking,Athlete Hand,Opponent Name,Opponent Year End World Ranking,Opponent Hand,Result,Hit,Counter-Hit
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,GKOUNTOURA Theodora,9.0,R,,,,Loss,0,0
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,TARTAKOVSKY Elizabeth,18.0,R,,,,Loss,0,0
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,HAFEZ Nada,26.0,R,,,,Loss,0,0
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,KOMASHCHUK Alina,27.0,R,,,,Loss,0,0
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,JEON Hayoung,2.0,L,,,,Loss,0,0
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,NAZLYMOV Tatiana,28.0,R,,,,Loss,0,0
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,CHOI Sebin,13.0,L,,,,Loss,0,0
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,BOUDIAF Saoussen,127.0,R,KRAVATSKA Olena,66.0,R,Loss,8,15
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,EMURA Misaki,1.0,R,,,,Loss,0,0
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,BALZER Sara,5.0,L,DAGHFOUS Yasmine,44.0,R,Won,15,9
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,SKARBONKIEWICZ Magda,29.0,L,ERBIL Nisanur,16.0,R,Loss,11,15
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,CRISCIO Martina,32.0,L,SZUCS Luca Virag,14.0,L,Loss,10,15
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,TAKASHIMA Risa,61.0,R,ILIEVA Yoana,3.0,L,Loss,10,15
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,KHARLAN Olga,11.0,R,FUKUSHIMA Shihomi,58.0,R,Won,15,9
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,BASHTA Anna,46.0,L,YANG Hengyu,39.0,R,Won,15,9
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,PUSZTAI Liza,15.0,R,BATTISTON Michela,12.0,R,Won,15,12
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,MARTON Anna,25.0,R,MARTIN-PORTUGUES Lucia,8.0,R,Won,15,8
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,APITHY-BRUNET Manon,4.0,R,SARYBAY Aigerim,45.0,R,Won,15,12
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,DAYIBEKOVA Zaynab,19.0,R,YOON Jisu,20.0,R,Loss,11,15
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,BERDER Cecilia,24.0,R,MORMILE Chiara,23.0,L,Won,15,10
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,BRIND'AMOUR Pamela,34.0,R,GKOUNTOURA Theodora,9.0,R,Loss,3,15
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,TARTAKOVSKY Elizabeth,18.0,R,HAFEZ Nada,26.0,R,Loss,13,15
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,KOMASHCHUK Alina,27.0,R,JEON Hayoung,2.0,L,Loss,8,15
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,NAZLYMOV Tatiana,28.0,R,CHOI Sebin,13.0,L,Loss,14,15
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,KRAVATSKA Olena,66.0,R,EMURA Misaki,1.0,R,Loss,14,15
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,BALZER Sara,5.0,L,ERBIL Nisanur,16.0,R,Won,15,5
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,SZUCS Luca Virag,14.0,L,ILIEVA Yoana,3.0,L,Won,15,10
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,KHARLAN Olga,11.0,R,BASHTA Anna,46.0,L,Won,15,6
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,PUSZTAI Liza,15.0,R,MARTON Anna,25.0,R,Loss,7,15
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,APITHY-BRUNET Manon,4.0,R,YOON Jisu,20.0,R,Won,15,9
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,BERDER Cecilia,24.0,R,GKOUNTOURA Theodora,9.0,R,Loss,7,15
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,HAFEZ Nada,26.0,R,JEON Hayoung,2.0,L,Loss,7,15
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,CHOI Sebin,13.0,L,EMURA Misaki,1.0,R,Won,15,7
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,BALZER Sara,5.0,L,SZUCS Luca Virag,14.0,L,Won,15,12
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,KHARLAN Olga,11.0,R,MARTON Anna,25.0,R,Won,15,7
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,APITHY-BRUNET Manon,4.0,R,GKOUNTOURA Theodora,9.0,R,Won,15,13
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,JEON Hayoung,2.0,L,CHOI Sebin,13.0,L,Loss,14,15
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,BALZER Sara,5.0,L,KHARLAN Olga,11.0,R,Won,15,7
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,APITHY-BRUNET Manon,4.0,R,CHOI Sebin,13.0,L,Won,15,12
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,BALZER Sara,5.0,L,APITHY-BRUNET Manon,4.0,R,Loss,12,15
Women,Sabre,2024/2025,Jeux Olympiques (Paris),29-07-2024,KHARLAN Olga,11.0,R,CHOI Sebin,13.0,L,Won,15,14
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,KONG Man Wai Vivian,5.0,L,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,DIONGUE Ndeye Bineta,61.0,R,HUSSEIN Aya,40.0,R,Loss,14,15
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,BRUNNER Pauline,20.0,L,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,HUSISIAN Hadley,9.0,R,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,NDOLO Alexandra,14.0,L,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,KRYVYTSKA Olena,13.0,R,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,XIAO Ruien,31.0,L,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,MOELLHAUSEN Nathalie,38.0,L,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,RIZZI Giulia,4.0,R,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,KLASIK Alicja,35.0,L,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,KANG Young Mi,34.0,L,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,DIFFERT Nelli,6.0,R,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,VITALIS Coraline,32.0,R,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,KNAPIK-MIAZGA Renata,60.0,L,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,DOIG CALDERON Maria Luisa,70.0,L,ABDUL RAHMAN Kiria Tikanah,79.0,R,Loss,14,15
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,SANTUCCIO Alberta,7.0,R,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,SUN Yiwen,27.0,L,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,UWIHOREYE Tufaha,196.0,R,YOSHIMURA Miho,42.0,L,Loss,7,15
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,KHARKOVA Vlada,11.0,R,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,GUZZI VINCENTI Margherita,15.0,R,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,FIAMINGO Rossella,16.0,L,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,CEBULA Anne,26.0,R,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,BEZHURA Dzhoan Feybi,17.0,R,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,MALLO-BRETON Auriane,1.0,L,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,SONG Sera,2.0,L,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,SWATOWSKA-WENGLARCZYK Martyna,50.0,L,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,TANG Junyao,37.0,R,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,MUHARI Eszter,3.0,L,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,LEE Hyein,23.0,R,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,YU Sihan,10.0,R,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,GABER Shirwit,44.0,R,EHAB Nardin,47.0,R,Loss,9,15
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,CANDASSAMY Marie-Florence,22.0,R,,,,Loss,0,0
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,KONG Man Wai Vivian,5.0,L,HUSSEIN Aya,40.0,R,Won,15,11
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,BRUNNER Pauline,20.0,L,HUSISIAN Hadley,9.0,R,Loss,11,12
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,NDOLO Alexandra,14.0,L,KRYVYTSKA Olena,13.0,R,Loss,12,13
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,XIAO Ruien,31.0,L,MOELLHAUSEN Nathalie,38.0,L,Won,15,11
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,RIZZI Giulia,4.0,R,KLASIK Alicja,35.0,L,Loss,11,12
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,KANG Young Mi,34.0,L,DIFFERT Nelli,6.0,R,Loss,13,14
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,VITALIS Coraline,32.0,R,KNAPIK-MIAZGA Renata,60.0,L,Won,15,9
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,ABDUL RAHMAN Kiria Tikanah,79.0,R,SANTUCCIO Alberta,7.0,R,Loss,10,15
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,SUN Yiwen,27.0,L,YOSHIMURA Miho,42.0,L,Loss,13,14
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,KHARKOVA Vlada,11.0,R,GUZZI VINCENTI Margherita,15.0,R,Won,15,6
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,FIAMINGO Rossella,16.0,L,CEBULA Anne,26.0,R,Loss,14,15
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,BEZHURA Dzhoan Feybi,17.0,R,MALLO-BRETON Auriane,1.0,L,Loss,13,14
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,SONG Sera,2.0,L,SWATOWSKA-WENGLARCZYK Martyna,50.0,L,Won,15,11
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,TANG Junyao,37.0,R,MUHARI Eszter,3.0,L,Loss,10,15
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,LEE Hyein,23.0,R,YU Sihan,10.0,R,Loss,13,15
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,EHAB Nardin,47.0,R,CANDASSAMY Marie-Florence,22.0,R,Loss,10,15
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,KONG Man Wai Vivian,5.0,L,HUSISIAN Hadley,9.0,R,Won,15,12
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,KRYVYTSKA Olena,13.0,R,XIAO Ruien,31.0,L,Won,15,14
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,KLASIK Alicja,35.0,L,DIFFERT Nelli,6.0,R,Loss,10,11
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,VITALIS Coraline,32.0,R,SANTUCCIO Alberta,7.0,R,Loss,12,15
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,YOSHIMURA Miho,42.0,L,KHARKOVA Vlada,11.0,R,Loss,10,15
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,CEBULA Anne,26.0,R,MALLO-BRETON Auriane,1.0,L,Loss,13,15
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,SONG Sera,2.0,L,MUHARI Eszter,3.0,L,Loss,6,15
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,YU Sihan,10.0,R,CANDASSAMY Marie-Florence,22.0,R,Won,15,10
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,KONG Man Wai Vivian,5.0,L,KRYVYTSKA Olena,13.0,R,Won,15,7
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,DIFFERT Nelli,6.0,R,SANTUCCIO Alberta,7.0,R,Won,10,9
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,KHARKOVA Vlada,11.0,R,MALLO-BRETON Auriane,1.0,L,Loss,10,15
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,MUHARI Eszter,3.0,L,YU Sihan,10.0,R,Won,15,10
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,KONG Man Wai Vivian,5.0,L,DIFFERT Nelli,6.0,R,Won,15,11
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,MALLO-BRETON Auriane,1.0,L,MUHARI Eszter,3.0,L,Won,15,9
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,KONG Man Wai Vivian,5.0,L,MALLO-BRETON Auriane,1.0,L,Won,13,12
Women,Epee,2024/2025,Jeux Olympiques (Paris),27-07-2024,DIFFERT Nelli,6.0,R,MUHARI Eszter,3.0,L,Loss,14,15
Men,Epee,2024/2025,Jeux Olympiques (Paris),28-07-2024,KOCH Mate Tamas,9.0,R,,,,Loss,0,0
Men,Epee,2024/2025,Jeux Olympiques (Paris),28-07-2024,ZHANG Nicholas,54.0,R,LUGO Grabiel,28.0,R,Loss,11,15
Men,Epee,2024/2025,Jeux Olympiques (Paris),28-07-2024,LIMARDO GASCON Ruben,11.0,L,,,,Loss,0,0
