Competition ID,Competition Name,Location,Start Date,Weapon,Gender,Season
1305,Jeux africains (Brazaville),Brazaville,02-09-2015,Epee,Women,2015
1306,Jeux africains (Brazaville),Brazaville,02-09-2015,Epee,Men,2015
1307,Jeux africains (Brazaville),Brazaville,02-09-2015,Foil,Women,2015
1308,Jeux africains (Brazaville),Brazaville,02-09-2015,Foil,Men,2015
1309,Jeux africains (Brazaville),Brazaville,02-09-2015,Sabre,Women,2015
1310,Jeux africains (Brazaville),Brazaville,02-09-2015,Sabre,Men,2015
1255,Jeux Panaméricains (Toronto),Toronto,20-07-2015,Epee,Women,2015
1256,Jeux Panaméricains (Toronto),Toronto,20-07-2015,Epee,Men,2015
1257,Jeux Panaméricains (Toronto),Toronto,20-07-2015,Foil,Women,2015
1258,Jeux Panaméricains (Toronto),Toronto,20-07-2015,Foil,Men,2015
1259,Jeux Panaméricains (Toronto),Toronto,20-07-2015,Sabre,Women,2015
1260,Jeux Panaméricains (Toronto),Toronto,20-07-2015,Sabre,Men,2015
241,Championnats du Monde (Moscow),Moscow,14-07-2015,Epee,Women,2015
242,Championnats du Monde (Moscow),Moscow,14-07-2015,Epee,Men,2015
243,Championnats du Monde (Moscow),Moscow,15-07-2015,Foil,Women,2015
244,Championnats du Monde (Moscow),Moscow,15-07-2015,Foil,Men,2015
245,Championnats du Monde (Moscow),Moscow,13-07-2015,Sabre,Women,2015
246,Championnats du Monde (Moscow),Moscow,13-07-2015,Sabre,Men,2015
1094,2015 Summer Universiade (Gwangju),Gwangju,06-07-2015,Foil,Men,2015
1095,2015 Summer Universiade (Gwangju),Gwangju,06-07-2015,Sabre,Women,2015
1091,2015 Summer Universiade (Gwangju),Gwangju,04-07-2015,Epee,Women,2015
1092,2015 Summer Universiade (Gwangju),Gwangju,05-07-2015,Epee,Men,2015
1093,2015 Summer Universiade (Gwangju),Gwangju,05-07-2015,Foil,Women,2015
1096,2015 Summer Universiade (Gwangju),Gwangju,04-07-2015,Sabre,Men,2015
1243,Jeux Européens (Baku),Baku,23-06-2015,Epee,Women,2015
1244,Jeux Européens (Baku),Baku,24-06-2015,Epee,Men,2015
1245,Jeux Européens (Baku),Baku,24-06-2015,Foil,Women,2015
1246,Jeux Européens (Baku),Baku,25-06-2015,Foil,Men,2015
1247,Jeux Européens (Baku),Baku,25-06-2015,Sabre,Women,2015
1248,Jeux Européens (Baku),Baku,23-06-2015,Sabre,Men,2015
1010,Championnats asiatiques (Singapore),Singapore,25-06-2015,Epee,Men,2015
1011,Championnats asiatiques (Singapore),Singapore,25-06-2015,Sabre,Women,2015
1012,Championnats asiatiques (Singapore),Singapore,25-06-2015,Foil,Men,2015
1013,Championnats asiatiques (Singapore),Singapore,25-06-2015,Epee,Women,2015
1014,Championnats asiatiques (Singapore),Singapore,25-06-2015,Foil,Women,2015
1015,Championnats asiatiques (Singapore),Singapore,25-06-2015,Sabre,Men,2015
584,Championnats d'Afrique (Le Caire),Le Caire,12-06-2015,Epee,Women,2015
585,Championnats d'Afrique (Le Caire),Le Caire,13-06-2015,Epee,Men,2015
586,Championnats d'Afrique (Le Caire),Le Caire,14-06-2015,Foil,Women,2015
587,Championnats d'Afrique (Le Caire),Le Caire,12-06-2015,Foil,Men,2015
588,Championnats d'Afrique (Le Caire),Le Caire,13-06-2015,Sabre,Women,2015
589,Championnats d'Afrique (Le Caire),Le Caire,14-06-2015,Sabre,Men,2015
740,Championnats d'Europe (Montreux),Montreux,08-06-2015,Foil,Women,2015
743,Championnats d'Europe (Montreux),Montreux,08-06-2015,Sabre,Men,2015
738,Championnats d'Europe (Montreux),Montreux,06-06-2015,Epee,Women,2015
739,Championnats d'Europe (Montreux),Montreux,07-06-2015,Epee,Men,2015
741,Championnats d'Europe (Montreux),Montreux,05-06-2015,Foil,Men,2015
742,Championnats d'Europe (Montreux),Montreux,07-06-2015,Sabre,Women,2015
1041,South East Asian Games (Singapore),Singapore,03-06-2015,Epee,Women,2015
1042,South East Asian Games (Singapore),Singapore,03-06-2015,Epee,Men,2015
1043,South East Asian Games (Singapore),Singapore,03-06-2015,Foil,Women,2015
1044,South East Asian Games (Singapore),Singapore,03-06-2015,Foil,Men,2015
1045,South East Asian Games (Singapore),Singapore,03-06-2015,Sabre,Women,2015
1046,South East Asian Games (Singapore),Singapore,03-06-2015,Sabre,Men,2015
162,Moscow saber Grand Prix (Moscow),Moscow,29-05-2015,Sabre,Men,2015
676,Moscow saber Grand Prix (Moscow),Moscow,29-05-2015,Sabre,Women,2015
185,Tournoi satellite sabre masculin (Reykjavik),Reykjavik,24-05-2015,Sabre,Men,2015
1279,Tournoi satellite sabre féminin (Reykjavik),Reykjavik,23-05-2015,Sabre,Women,2015
95,Grand Prix (Rio de Janeiro),Rio de Janeiro,23-05-2015,Epee,Women,2015
113,Grand Prix (Rio de Janeiro),Rio de Janeiro,22-05-2015,Epee,Men,2015
145,Grand Prix (Shanghai),Shanghai,15-05-2015,Foil,Men,2015
457,Grand Prix (Shanghai),Shanghai,15-05-2015,Foil,Women,2015
1277,Tournoi satellite (Split),Split,16-05-2015,Epee,Men,2015
1278,Tournoi satellite epee feminine (Split),Split,16-05-2015,Epee,Women,2015
1280,Tournoi satellite fleuret masculin (Copenhague),Copenhague,09-05-2015,Foil,Men,2015
1281,Tournoi satellite fleuret féminin (Copenhague),Copenhague,10-05-2015,Foil,Women,2015
1221,Tournoi satellite (Maalot),Maalot,09-05-2015,Epee,Women,2015
471,Coupe du Monde (Beijing),Beijing,01-05-2015,Sabre,Women,2015
451,Coupe du Monde (Johannesbourg),Johannesbourg,01-05-2015,Epee,Women,2015
474,Villa de Madrid (Madrid),Madrid,01-05-2015,Sabre,Men,2015
111,Challenge SNCF Réseau (Paris),Paris,01-05-2015,Epee,Men,2015
147,Fleuret de St-Petersbour (St-Petersbourg),St-Petersbourg,01-05-2015,Foil,Men,2015
122,Reinhold-Würth-Cup (Tauberbischofsheim),Tauberbischofsheim,01-05-2015,Foil,Women,2015
186,Cole Cup (Londres),Londres,25-04-2015,Sabre,Men,2015
520,Cole Cup (Londres),Londres,26-04-2015,Epee,Women,2015
1227,Tournoi satellite (Londres),Londres,25-04-2015,Sabre,Women,2015
797,Championnats Panaméricains (Santiago),Santiago,17-04-2015,Epee,Women,2015
798,Championnats Panaméricains (Santiago),Santiago,17-04-2015,Foil,Men,2015
799,Championnats Panaméricains (Santiago),Santiago,17-04-2015,Epee,Men,2015
800,Championnats Panaméricains (Santiago),Santiago,17-04-2015,Foil,Women,2015
801,Championnats Panaméricains (Santiago),Santiago,17-04-2015,Sabre,Women,2015
802,Championnats Panaméricains (Santiago),Santiago,17-04-2015,Sabre,Men,2015
165,Grand Prix (Séoul),Séoul,28-03-2015,Sabre,Men,2015
468,Grand Prix (Séoul),Séoul,28-03-2015,Sabre,Women,2015
112,"Westend Grand Prix ""in Memoriam Vass Imre"" (Budapest)",Budapest,20-03-2015,Epee,Men,2015
449,"Westend Grand Prix ""in Memoriam Sakovics Jozsef"" (Budapest)",Budapest,20-03-2015,Epee,Women,2015
1226,Tournoi satellite (Rome),Rome,22-03-2015,Sabre,Women,2015
184,Tournoi satellite sabre masculin (Helsinki),Helsinki,14-03-2015,Sabre,Men,2015
121,Grand Prix (La Havane),La Havane,13-03-2015,Foil,Women,2015
140,Grand Prix (La Havane),La Havane,13-03-2015,Foil,Men,2015
486,Tournoi satellite (Sofia),Sofia,14-03-2015,Epee,Women,2015
793,Tournoi Satellite (Sofia),Sofia,14-03-2015,Epee,Men,2015
1219,Tournoi satellite (Cancun),Cancun,07-03-2015,Foil,Men,2015
151,Challenge Yves Brasseur (Gand),Gand,20-02-2015,Sabre,Women,2015
160,Sabre de Wolodyjowski (Varsovie),Varsovie,20-02-2015,Sabre,Men,2015
92,Coupe du Monde (Buenos Aires),Buenos Aires,13-02-2015,Epee,Women,2015
104,Coupe du Monde (Vancouver),Vancouver,13-02-2015,Epee,Men,2015
129,Coupe du Monde (Alger),Alger,06-02-2015,Foil,Women,2015
138,Löwe von Bonn (Bonn),Bonn,06-02-2015,Foil,Men,2015
469,Coupe du Monde (Athènes),Athènes,30-01-2015,Sabre,Women,2015
1181,Tournoi satellite (Busto Arsizio),Busto Arsizio,31-01-2015,Epee,Men,2015
156,Trophée Luxardo (Padoue),Padoue,30-01-2015,Sabre,Men,2015
85,Ciudad de Barcelona (Barcelone),Barcelone,23-01-2015,Epee,Women,2015
98,Heidenheimer Pokal (Heidenheim),Heidenheim,22-01-2015,Epee,Men,2015
127,The Artus Court PKO BP (Gdansk),Gdansk,16-01-2015,Foil,Women,2015
142,Challenge International de Paris (Paris),Paris,16-01-2015,Foil,Men,2015
172,Tournoi satellite (Istanbul),Istanbul,10-01-2015,Sabre,Men,2015
1224,Tournoi satellite (Istanbul),Istanbul,10-01-2015,Sabre,Women,2015
398,Leon Paul satellite fleuret masculin (Londres),Londres,11-01-2015,Foil,Men,2015
393,SAF Pokalen (Stockholm),Stockholm,11-01-2015,Epee,Women,2015
1022,SAF Pokalen (Stockholm),Stockholm,10-01-2015,Epee,Men,2015
484,Tournoi satellite (Cancun),Cancun,16-12-2014,Sabre,Women,2015
391,Tournoi satellite (Kocaeli),Kocaeli,13-12-2014,Foil,Men,2015
394,Tournoi satellite (Kocaeli),Kocaeli,13-12-2014,Epee,Men,2015
553,Tournoi satellite (Kocaeli),Kocaeli,13-12-2014,Epee,Women,2015
1230,Tournoi satellite (Kocaeli),Kocaeli,13-12-2014,Foil,Women,2015
152,Absolute Fencing Gear New York Sabre Grand Prix (New York),New York,13-12-2014,Sabre,Women,2015
158,Absolute Fencing Gear New York Sabre Grand Prix (New York),New York,13-12-2014,Sabre,Men,2015
79,Grand Prix du Qatar 2015 (Doha),Doha,06-12-2014,Epee,Women,2015
387,Grand Prix du Qatar 2015 (Doha),Doha,05-12-2014,Epee,Men,2015
796,Tournoi satellite (Dublin),Dublin,29-11-2014,Epee,Men,2015
134,Grand Prix (Turin),Turin,28-11-2014,Foil,Men,2015
458,Grand Prix (Turin),Turin,28-11-2014,Foil,Women,2015
163,Coupe du Monde (Budapest),Budapest,21-11-2014,Sabre,Men,2015
470,Trophée BNP-Paribas (Orléans),Orléans,21-11-2014,Sabre,Women,2015
175,Tournoi satellite épée féminine (Oslo),Oslo,23-11-2014,Epee,Women,2015
554,Tournoi satellite épée masculine (Oslo),Oslo,22-11-2014,Epee,Men,2015
392,Tournoi satellite fleuret masculin (Antalya),Antalya,15-11-2014,Foil,Men,2015
1218,Tournoi satellite (Antalya),Antalya,15-11-2014,Foil,Women,2015
108,Glaive de Tallin (Tallin),Tallin,14-11-2014,Epee,Men,2015
1231,Jeux centraméricains et caribéens (Veracruz),Veracruz,14-11-2014,Epee,Women,2015
1232,Jeux centraméricains et caribéens (Veracruz),Veracruz,14-11-2014,Epee,Men,2015
1233,Jeux centraméricains et caribéens (Veracruz),Veracruz,14-11-2014,Foil,Women,2015
1234,Jeux centraméricains et caribéens (Veracruz),Veracruz,14-11-2014,Foil,Men,2015
1235,Jeux centraméricains et caribéens (Veracruz),Veracruz,14-11-2014,Sabre,Women,2015
1236,Jeux centraméricains et caribéens (Veracruz),Veracruz,14-11-2014,Sabre,Men,2015
97,Tournoi International (Xuzhou),Xuzhou,14-11-2014,Epee,Women,2015
176,Tournoi satellite épée masculine (Copenhague),Copenhague,08-11-2014,Epee,Men,2015
655,Tournoi satellite épée féminine (Copenhague),Copenhague,09-11-2014,Epee,Women,2015
118,Coupe du Monde (St-Maur),St-Maur,07-11-2014,Foil,Women,2015
137,Prince Takamodo WC (Tokyo),Tokyo,07-11-2014,Foil,Men,2015
170,Tournoi satellite épée féminine (Arhus),Arhus,01-11-2014,Epee,Women,2015
656,Tournoi satellite épée masculine (Arhus),Arhus,01-11-2014,Epee,Men,2015
467,Coupe du monde (Margarita Island),Margarita Island,01-11-2014,Sabre,Women,2015
385,Coupe du Monde (Berne),Berne,24-10-2014,Epee,Men,2015
80,Coupe du Monde (Legnano),Legnano,24-10-2014,Epee,Women,2015
125,Coupe du Monde (Cancun),Cancun,17-10-2014,Foil,Women,2015
397,Tournoi satellite (Cancun),Cancun,15-10-2014,Foil,Women,2015
135,Coupe du Monde (San Francisco),San Francisco,17-10-2014,Foil,Men,2015
171,"Kupittaa tournament, épée masculine (Turku)",Turku,18-10-2014,Epee,Men,2015
177,"Kupittaa tournament, épée féminine (Turku)",Turku,19-10-2014,Epee,Women,2015
173,Belgrade Trophy (Belgrade),Belgrade,11-10-2014,Epee,Women,2015
178,Belgrade Trophy (Belgrade),Belgrade,11-10-2014,Epee,Men,2015
182,Tournoi satellite sabre masculin (Bursa),Bursa,11-10-2014,Sabre,Men,2015
485,Tournoi satellite (Bursa),Bursa,12-10-2014,Sabre,Women,2015
174,Tournoi Satellite (Genève),Genève,04-10-2014,Epee,Men,2015
1305,Jeux africains (Brazaville),Brazaville,02-09-2015,Epee,Women,2015
1306,Jeux africains (Brazaville),Brazaville,02-09-2015,Epee,Men,2015
1307,Jeux africains (Brazaville),Brazaville,02-09-2015,Foil,Women,2015
1308,Jeux africains (Brazaville),Brazaville,02-09-2015,Foil,Men,2015
1309,Jeux africains (Brazaville),Brazaville,02-09-2015,Sabre,Women,2015
1310,Jeux africains (Brazaville),Brazaville,02-09-2015,Sabre,Men,2015
1255,Jeux Panaméricains (Toronto),Toronto,20-07-2015,Epee,Women,2015
1256,Jeux Panaméricains (Toronto),Toronto,20-07-2015,Epee,Men,2015
1257,Jeux Panaméricains (Toronto),Toronto,20-07-2015,Foil,Women,2015
1258,Jeux Panaméricains (Toronto),Toronto,20-07-2015,Foil,Men,2015
1259,Jeux Panaméricains (Toronto),Toronto,20-07-2015,Sabre,Women,2015
1260,Jeux Panaméricains (Toronto),Toronto,20-07-2015,Sabre,Men,2015
241,Championnats du Monde (Moscow),Moscow,14-07-2015,Epee,Women,2015
242,Championnats du Monde (Moscow),Moscow,14-07-2015,Epee,Men,2015
243,Championnats du Monde (Moscow),Moscow,15-07-2015,Foil,Women,2015
244,Championnats du Monde (Moscow),Moscow,15-07-2015,Foil,Men,2015
245,Championnats du Monde (Moscow),Moscow,13-07-2015,Sabre,Women,2015
246,Championnats du Monde (Moscow),Moscow,13-07-2015,Sabre,Men,2015
1094,2015 Summer Universiade (Gwangju),Gwangju,06-07-2015,Foil,Men,2015
1095,2015 Summer Universiade (Gwangju),Gwangju,06-07-2015,Sabre,Women,2015
1091,2015 Summer Universiade (Gwangju),Gwangju,04-07-2015,Epee,Women,2015
1092,2015 Summer Universiade (Gwangju),Gwangju,05-07-2015,Epee,Men,2015
1093,2015 Summer Universiade (Gwangju),Gwangju,05-07-2015,Foil,Women,2015
