athleteId,hand,rank
148,L,
1455,L,75.0
1613,L,489.0
1803,L,
1976,R,
2076,R,
2224,R,22.0
2361,R,
2586,L,210.0
2620,R,3.0
2649,R,
2657,R,
2693,R,5.0
2853,L,
2924,L,11.0
3039,R,193.0
3204,R,344.0
3473,L,
3544,L,
3643,L,28.0
3903,R,29.0
3967,R,
4081,R,14.0
4119,R,64.0
4204,R,
4244,R,
4293,R,
4364,L,64.0
4405,,
4464,R,
4533,R,177.0
4603,R,43.0
4704,L,62.0
4900,R,464.0
4963,R,
5112,R,193.0
5269,L,317.0
5346,R,
5386,L,
5443,L,48.0
5474,R,
5505,R,141.0
5621,R,
5671,R,
5753,L,
5796,R,207.0
5819,L,
5854,L,306.0
5948,R,
6023,R,337.0
6134,R,
6203,R,
6368,R,
6424,R,10.0
6783,L,40.0
7219,R,
7292,R,324.0
7718,R,83.0
7828,R,915.0
8025,R,
8195,R,221.0
8292,R,293.0
8481,R,365.0
8613,R,85.0
8746,R,45.0
8950,R,
9119,R,
9182,L,36.0
9283,R,13.0
9377,L,2.0
9554,R,447.0
9641,R,390.0
9691,R,662.0
9746,L,10.0
9786,,
9846,L,292.0
9959,L,368.0
10050,R,
10139,R,
10213,R,69.0
10335,L,157.0
10379,R,31.0
10403,R,41.0
10529,R,304.0
10714,L,136.0
10782,L,209.0
10810,R,
10916,R,499.0
11037,R,
11122,R,584.0
11494,R,93.0
11652,R,23.0
11924,R,117.0
12072,R,665.0
12187,R,307.0
12246,R,59.0
12306,R,
12425,R,62.0
12507,R,7.0
12532,L,259.0
12603,L,177.0
12634,L,165.0
12710,R,730.0
12785,R,
13072,R,
13191,R,119.0
13253,R,
13368,R,
13416,R,
13436,R,23.0
13470,R,
13503,L,33.0
13682,R,
13715,R,6.0
13811,R,
13888,R,21.0
13998,R,234.0
14045,L,
14397,R,19.0
14473,R,159.0
14560,L,120.0
14714,R,90.0
14815,R,
14920,R,261.0
14957,L,46.0
14997,R,9.0
15094,R,171.0
15141,R,
15200,R,53.0
15307,R,
15351,R,41.0
15368,L,68.0
15393,R,275.0
15423,L,
15536,R,2.0
15592,R,394.0
15686,R,
15780,R,193.0
15796,R,95.0
15807,R,699.0
15925,R,175.0
16054,R,
16207,R,196.0
16371,R,88.0
16385,R,47.0
16396,L,7.0
16436,R,21.0
16465,R,
16744,R,105.0
16790,R,153.0
17046,L,639.0
17097,L,357.0
17168,R,159.0
17240,R,
17378,R,439.0
17413,R,
17452,L,302.0
17481,R,20.0
17524,L,
17576,L,123.0
17622,L,103.0
17706,L,46.0
17748,,
17759,R,161.0
17841,R,
17893,R,
17948,R,192.0
18009,R,292.0
18026,R,270.0
18074,R,
18115,L,374.0
18311,R,540.0
18365,R,
18410,R,144.0
18515,L,8.0
18589,R,194.0
18626,R,
18720,R,173.0
18739,R,
18796,R,
18861,L,10.0
18901,R,289.0
18967,L,
19021,L,
19188,R,895.0
19238,L,122.0
19358,R,
19425,R,
19520,R,
19574,L,92.0
19604,L,15.0
19647,L,426.0
19724,R,110.0
19830,L,180.0
19871,L,497.0
19933,R,78.0
19949,L,92.0
20065,R,
20123,R,79.0
20154,R,887.0
20268,R,
20398,L,72.0
20482,R,120.0
20514,R,5.0
20571,R,221.0
20599,R,111.0
20626,R,331.0
20652,R,59.0
20708,R,277.0
20769,R,90.0
20809,,
20879,R,99.0
20938,R,59.0
21001,R,
21049,R,40.0
21093,R,193.0
21123,L,373.0
21197,R,
21261,R,117.0
21434,R,192.0
21487,L,
21516,L,
21560,R,143.0
21600,L,321.0
21621,L,43.0
21667,R,240.0
21710,R,204.0
21745,L,190.0
21767,R,96.0
21848,R,744.0
21926,R,60.0
21966,L,36.0
22013,R,98.0
22043,R,71.0
22078,R,113.0
22137,R,
22178,L,250.0
22214,R,88.0
22256,L,38.0
22284,R,
22330,R,
22353,R,241.0
22362,L,102.0
22401,R,52.0
22449,R,3.0
22488,R,33.0
22527,R,
22557,R,7.0
22599,L,206.0
22659,R,328.0
22732,R,707.0
22805,R,174.0
22832,R,165.0
22887,R,222.0
22963,L,33.0
23021,R,21.0
23070,L,46.0
23126,L,
23224,R,
23255,L,160.0
23332,R,
23375,R,222.0
23394,L,713.0
23447,L,43.0
23506,L,
23553,R,128.0
23590,L,
23663,R,109.0
23684,R,110.0
23728,R,195.0
23771,R,112.0
23807,R,473.0
23909,R,394.0
23986,R,405.0
24053,R,112.0
24084,R,40.0
24117,L,30.0
24193,R,
24259,R,13.0
24293,R,
24377,R,331.0
24404,R,49.0
24424,R,280.0
24460,L,2.0
24486,L,52.0
24505,R,145.0
24551,R,582.0
24601,R,86.0
24663,R,400.0
24724,R,
24760,R,658.0
24788,R,210.0
24865,R,
24893,R,483.0
24928,L,130.0
24986,R,495.0
24995,R,1026.0
25046,R,
25081,R,
25126,R,
25142,R,75.0
25159,L,
25183,R,47.0
25192,L,95.0
25208,L,5.0
25241,R,101.0
25367,R,
25418,R,218.0
25455,R,
25513,R,89.0
25537,R,158.0
25554,R,
25671,R,
25800,R,445.0
25835,R,455.0
25879,R,999.0
25909,L,167.0
25934,L,216.0
25949,R,88.0
25986,L,279.0
26009,R,369.0
26068,R,268.0
26094,L,215.0
26116,R,137.0
26136,R,79.0
26147,R,214.0
26187,R,620.0
26244,L,57.0
26293,R,325.0
26331,R,395.0
26369,R,284.0
26425,R,82.0
26501,R,277.0
26534,R,243.0
26558,R,40.0
26595,R,64.0
26657,R,
26680,R,453.0
26706,R,111.0
26733,R,
26775,R,453.0
26839,R,413.0
26859,R,45.0
26872,R,48.0
26906,R,
26927,R,
26948,R,81.0
26965,R,
27015,R,102.0
27080,L,134.0
27119,R,
27157,R,130.0
27197,R,47.0
27233,R,185.0
27245,R,272.0
27262,R,430.0
27289,L,
27309,R,121.0
27336,R,233.0
27360,R,179.0
27407,R,200.0
27461,R,
27502,R,83.0
27545,R,224.0
27584,R,114.0
27635,R,
27745,R,390.0
27940,R,
27993,L,102.0
28021,L,
28067,R,501.0
28091,R,935.0
28111,L,259.0
28139,R,315.0
28145,R,354.0
28189,L,185.0
28211,R,94.0
28249,L,
28284,R,
28297,R,186.0
28317,R,250.0
28340,R,412.0
28356,R,354.0
28398,R,424.0
28439,L,
28455,R,
28478,R,
28526,L,
28551,R,532.0
28611,R,
28626,R,81.0
28638,R,94.0
28646,R,34.0
28678,R,
28695,R,
28712,R,13.0
28752,R,560.0
28767,R,1012.0
28792,R,
28814,R,
28827,R,197.0
28844,R,153.0
28857,R,642.0
28878,R,
28906,R,
28940,R,
28960,R,95.0
29031,L,37.0
29041,R,293.0
29095,R,158.0
29114,R,
29177,R,715.0
29192,R,245.0
29203,L,187.0
29223,R,59.0
29233,R,108.0
29250,R,156.0
29296,R,130.0
29326,R,
29391,R,158.0
29464,L,169.0
29596,R,456.0
29622,R,
29660,R,
29726,R,751.0
29770,R,
29791,R,278.0
29832,R,415.0
29873,L,465.0
29918,R,28.0
29961,,
29991,R,
30038,R,299.0
30044,R,452.0
30081,R,114.0
30104,L,85.0
30121,R,183.0
30140,R,93.0
30155,R,523.0
30199,,
30237,R,1027.0
30268,R,
30314,R,84.0
30348,R,408.0
30389,R,75.0
30416,R,
30466,R,
30499,L,375.0
30517,R,
30549,L,113.0
30570,R,
30607,R,175.0
30627,R,34.0
30639,R,
30658,R,
30682,R,
30706,R,158.0
30758,R,
30765,L,351.0
30796,R,277.0
30820,R,253.0
30840,R,
30878,L,13.0
30904,R,463.0
30915,L,
30935,R,537.0
30948,R,83.0
30969,R,
30989,L,
31016,R,308.0
31032,R,212.0
31053,R,318.0
31060,R,121.0
31089,R,47.0
31102,R,15.0
31111,R,
31122,R,322.0
31152,R,58.0
31159,R,244.0
31170,R,
31188,R,385.0
31226,L,85.0
31279,R,229.0
31295,R,228.0
31313,R,573.0
31332,R,335.0
31348,R,34.0
31444,R,613.0
31494,R,379.0
31597,R,295.0
31623,R,156.0
31645,R,237.0
31684,R,496.0
31709,R,404.0
31722,R,398.0
31759,R,331.0
31796,R,683.0
31831,R,245.0
31852,R,401.0
31871,R,397.0
31893,R,679.0
31918,R,118.0
31940,L,41.0
31952,R,
31961,R,115.0
31985,R,202.0
32025,R,179.0
32051,R,
32063,R,455.0
32080,R,210.0
32123,L,
32178,R,230.0
32232,L,70.0
32248,R,184.0
32275,R,77.0
32296,L,355.0
32343,R,177.0
32378,R,
32420,L,573.0
32433,R,
32451,R,108.0
32483,L,106.0
32501,R,278.0
32518,R,
32566,R,458.0
32585,R,385.0
32595,R,
32636,R,120.0
32682,R,236.0
32711,L,175.0
32734,R,995.0
32821,R,544.0
32865,R,
32892,R,212.0
32915,R,286.0
32932,L,234.0
32980,R,
32998,R,586.0
33021,R,
33052,L,
33103,R,
33139,R,388.0
33174,R,130.0
33183,L,139.0
33198,R,158.0
33275,R,131.0
33442,R,
33543,R,
33552,R,656.0
33614,L,83.0
33646,R,
33661,R,746.0
33697,L,
33771,R,44.0
33792,R,
33848,R,195.0
33874,R,49.0
33921,R,285.0
33975,R,
34025,R,
34067,R,188.0
34121,R,361.0
34205,R,
34226,R,
34271,R,
34298,R,
34330,R,416.0
34357,R,109.0
34417,R,
34458,R,
34532,R,138.0
34564,R,18.0
34582,R,1049.0
34604,R,
34636,R,180.0
34646,R,
34681,R,401.0
34701,R,155.0
34719,R,94.0
34743,L,57.0
34784,L,211.0
34828,L,719.0
34878,R,97.0
34893,L,300.0
34904,R,66.0
34932,R,283.0
34987,R,466.0
35030,R,
35073,L,184.0
35094,R,429.0
35128,L,347.0
35194,R,417.0
35231,R,
35325,R,
35365,R,445.0
35383,R,299.0
35401,R,618.0
35483,R,172.0
35508,L,347.0
35642,R,
35679,R,
35852,L,554.0
35881,R,23.0
35926,R,775.0
