athleteId,hand,rank
18432,L,
0,,
38915,R,
8196,R,
34821,R,
40966,R,
16392,R,
43022,R,
30737,R,
26648,R,
4121,R,
6171,R,
22557,R,
43040,R,
43044,R,
16420,R,
14373,R,
30759,R,
6189,R,
30765,L,
20531,L,
34875,R,
36927,R,
41028,L,
45125,R,
45127,R,
34891,R,
6219,R,
36940,R,
38994,R,
45139,R,
24660,R,
4181,R,
12376,R,
43099,R,
24669,R,
14432,L,
39017,R,
45163,R,
45164,L,
34925,R,
45165,L,
28784,R,
34932,R,
32887,R,
20599,R,
43129,R,
30842,R,
45179,L,
4220,L,
45177,R,
10362,R,
32896,R,
14464,R,
34944,R,
12419,R,
43140,R,
32900,R,
12425,R,
45194,R,
45196,R,
22670,R,
4243,R,
24724,R,
28822,R,
18582,R,
28826,R,
30874,R,
14490,L,
28830,R,
37024,R,
14496,R,
39074,R,
24736,R,
47268,R,
20645,R,
30886,R,
37029,R,
26786,R,
28841,R,
20648,R,
43180,L,
41133,R,
39086,R,
32942,L,
39088,R,
22701,R,
20659,R,
28857,R,
45244,R,
43198,R,
37056,R,
28864,R,
4288,L,
26819,R,
2245,R,
47302,R,
39111,R,
45256,R,
45257,R,
47306,R,
22732,R,
22733,R,
45270,L,
26839,R,
26844,R,
20706,L,
28902,R,
30956,R,
43244,R,
45296,L,
45297,R,
35058,R,
33012,R,
26868,R,
22777,L,
39163,R,
43262,R,
24831,R,
24833,R,
43266,R,
33027,L,
26885,L,
24838,L,
45317,R,
43274,R,
33035,R,
30991,R,
28946,R,
39188,R,
39190,R,
37143,L,
35095,R,
31001,R,
4380,R,
20765,R,
37150,R,
4383,L,
20769,R,
24865,R,
24867,R,
45348,R,
24868,R,
8485,R,
16681,R,
24874,R,
45355,R,
31020,R,
47405,R,
12590,R,
24879,R,
47409,R,
18739,R,
39219,R,
20789,R,
47413,R,
24887,R,
35128,L,
10556,R,
45377,R,
31042,R,
31043,R,
28996,R,
16709,R,
31047,R,
45385,L,
29002,L,
45390,R,
45391,R,
29010,R,
4437,L,
22872,L,
31066,R,
47454,R,
45408,R,
31074,R,
45412,R,
47465,R,
33130,R,
45419,R,
45417,L,
29038,L,
33136,R,
31089,R,
35185,R,
37236,R,
39285,R,
31094,R,
2427,R,
31099,R,
45435,R,
43388,R,
35196,R,
39295,R,
14721,R,
39297,R,
39294,R,
43395,L,
31107,R,
27015,R,
37257,L,
37258,R,
47503,R,
37268,R,
37269,R,
29084,R,
20893,R,
47518,R,
27040,R,
29089,R,
45473,R,
47527,R,
33191,R,
31149,L,
33198,R,
45487,L,
29104,R,
20916,R,
25014,R,
31160,R,
35257,R,
25019,L,
47552,R,
39364,R,
27080,L,
39369,R,
29129,L,
45513,R,
27085,L,
39374,L,
20944,L,
43472,R,
47568,R,
33232,L,
47575,R,
33242,L,
47581,R,
18910,L,
47590,R,
29161,R,
39406,L,
47599,R,
10737,R,
25075,R,
37365,L,
41463,R,
39416,R,
39417,R,
35322,R,
45576,R,
43530,R,
12812,R,
14862,R,
37392,R,
31250,R,
29203,L,
10773,R,
27158,L,
29206,R,
23061,R,
43546,R,
37404,R,
18972,,
23070,L,
37407,R,
27169,R,
10786,R,
35363,R,
43556,R,
37413,R,
25126,R,
45607,R,
29224,R,
29219,R,
29226,R,
43565,R,
37422,R,
35374,R,
31278,L,
29232,L,
39478,R,
45627,R,
39485,R,
41533,L,
25152,L,
37440,R,
37442,R,
31299,R,
29253,R,
43589,R,
37447,R,
29256,L,
37448,R,
35402,R,
45641,R,
29261,L,
21070,R,
39504,R,
45651,R,
45652,R,
45653,R,
31318,R,
14935,R,
45654,L,
45655,R,
39513,R,
39509,L,
14940,R,
2653,R,
29277,R,
27228,L,
4704,L,
41570,L,
31332,R,
41573,R,
37478,R,
41575,R,
43624,R,
21097,R,
29289,R,
21099,R,
31340,R,
14958,R,
