athleteId,hand,rank
50951,R,
14862,R,
45328,R,
45330,R,
45332,R,
10773,R,
12054,R,
23320,,
40478,R,
46622,R,
47390,R,
12590,R,
38705,R,
40506,R,
1595,R,
10556,R,
48954,L,
7748,R,
13138,R,
44115,R,
4181,R,
14935,R,
8025,R,
46426,R,
34653,L,
14958,R,
11119,R,
12156,L,
48255,R,
27267,R,
14212,R,
42629,R,
43147,R,
48284,R,
26786,R,
51106,R,
33198,R,
9904,R,
1458,L,
40114,R,
45747,R,
30645,R,
16054,R,
45755,R,
50889,R,
40395,R,
50892,L,
20685,R,
13262,R,
50895,R,
48350,R,
50916,R,
50918,R,
34540,R,
36595,R,
50936,R,
47871,R,
