athleteId,hand,rank
0,,
38914,L,
30722,R,
4103,L,
38928,R,
43024,L,
34839,R,
30744,L,
2073,R,
43037,R,
43038,R,
10278,R,
30761,R,
30766,R,
36910,R,
28722,R,
16439,R,
26680,R,
30776,R,
43066,R,
12351,R,
32838,R,
24647,R,
16461,R,
34893,L,
28751,R,
34897,R,
34899,R,
34903,R,
32859,L,
30813,L,
20574,R,
26717,R,
6240,R,
20577,R,
34915,R,
8292,R,
8296,R,
32874,R,
30831,R,
24690,R,
30836,R,
32885,R,
36987,R,
18557,L,
10372,L,
28806,R,
8326,L,
32904,R,
37005,R,
26767,R,
20626,R,
148,L,
22678,R,
26775,R,
4249,R,
28827,R,
12443,R,
18589,R,
10398,R,
37025,R,
37027,R,
39078,R,
6312,R,
30889,R,
18605,R,
43187,R,
6326,L,
37047,R,
34998,R,
35001,R,
6330,R,
24763,L,
14523,R,
43195,R,
18617,R,
37055,R,
26816,R,
4289,R,
22721,R,
20685,R,
39118,R,
39119,R,
2255,R,
26839,R,
16601,R,
32987,R,
32988,L,
32999,R,
30966,R,
33016,R,
35064,R,
33018,R,
39161,R,
28923,R,
18684,R,
22782,R,
10494,R,
26884,R,
43272,R,
4364,L,
6414,R,
26902,R,
26905,R,
31003,R,
37147,R,
28959,L,
37151,R,
8481,R,
10529,R,
16679,R,
18733,L,
12590,R,
35123,L,
43319,R,
12603,L,
28990,R,
24895,R,
39238,R,
39242,R,
31059,R,
31060,R,
37206,R,
20823,L,
12634,L,
37212,L,
37215,R,
37216,R,
14691,R,
39272,L,
26985,R,
20841,R,
29033,R,
42672,R,
31085,R,
8558,L,
31086,R,
29040,L,
4461,R,
16753,L,
31092,R,
33145,R,
18814,R,
31103,R,
33152,L,
14721,R,
35199,L,
39295,R,
39304,R,
35209,L,
8586,R,
10634,R,
34678,R,
18830,L,
20879,R,
24974,R,
31122,R,
20885,L,
33174,R,
41369,R,
39322,R,
24986,R,
39323,L,
24989,R,
18846,R,
31136,R,
35233,R,
33188,R,
35242,R,
35243,R,
33198,R,
35248,R,
35249,R,
4533,R,
31158,R,
33211,R,
8640,R,
8641,R,
35267,R,
20932,R,
4550,R,
27088,R,
18900,R,
27097,R,
10714,L,
33244,R,
25054,R,
37343,R,
31204,L,
39397,R,
37351,R,
43505,R,
12785,R,
37362,R,
8697,L,
31226,L,
23033,L,
33275,R,
20990,R,
41472,L,
23040,R,
27140,R,
10760,R,
37389,L,
14862,R,
29199,L,
14861,R,
29201,R,
27153,R,
10773,R,
43543,R,
27159,R,
35354,R,
35355,R,
2586,L,
39451,L,
18973,L,
10782,L,
31267,R,
35365,R,
23079,L,
35368,R,
35372,R,
29229,L,
27182,R,
25132,R,
31280,R,
35376,R,
25138,R,
29236,R,
35381,R,
41524,R,
25146,R,
35389,R,
41537,R,
29258,R,
29259,L,
29262,R,
4687,R,
27219,L,
25172,R,
31317,R,
14935,R,
41561,R,
41562,R,
14940,R,
41566,R,
41568,R,
43618,R,
21091,L,
21093,R,
16997,L,
25190,R,
25192,L,
25193,R,
27243,R,
2667,R,
10859,R,
14958,R,
27245,R,
41584,R,
43633,R,
27248,L,
31345,R,
2670,R,
43636,L,
19062,R,
25206,R,
41596,R,
19069,R,
21116,R,
23167,R,
25216,R,
25217,R,
33408,R,
27267,R,
29323,R,
29328,R,
35472,R,
37524,R,
17046,L,
25241,R,
33437,L,
25247,R,
41633,R,
37538,R,
10916,R,
29356,R,
37563,R,
41662,R,
39617,R,
39618,R,
27332,L,
25285,R,
33497,L,
21211,R,
15067,R,
37601,R,
39651,R,
29435,R,
37628,R,
11010,R,
25352,R,
29452,L,
43790,R,
27407,R,
29464,L,
35611,R,
27422,R,
4900,R,
19238,L,
41768,R,
41785,R,
31552,R,
41796,R,
27462,R,
35660,R,
9040,R,
13138,R,
31573,R,
27478,R,
25435,R,
21340,R,
23392,L,
41824,R,
23394,L,
33637,R,
37737,R,
27497,R,
33642,R,
2924,L,
27502,R,
11119,R,
13171,R,
35700,R,
29560,L,
9082,R,
33668,R,
27534,L,
41870,L,
33681,R,
27545,R,
41882,R,
27547,R,
13213,R,
27554,L,
33701,R,
41895,R,
35753,R,
37801,R,
37802,R,
37803,R,
2988,R,
23474,R,
21434,R,
25531,R,
21437,R,
15299,R,
35779,L,313.0
35780,R,
35781,R,
5065,R,
25545,L,
19403,R,
13262,R,
41937,R,
41938,R,
37843,R,
31699,R,
23511,R,
33756,R,
31708,R,
27614,R,
31711,L,
13279,R,
27617,R,
41959,R,
35817,R,
35819,R,
35820,L,
41963,R,
33779,R,
23543,R,
25594,R,
41980,R,
29694,R,
33790,L,
5120,R,
21510,R,
37901,R,
23567,R,
21522,L,
42005,R,
21526,R,
42006,L,
15393,R,
31779,R,
15397,R,
42023,R,
42024,R,
13354,R,
15405,R,
31791,R,
35893,L,
7222,L,
31798,R,
13368,R,
31801,R,
42038,R,
23612,L,
29762,L,
15434,R,
44107,R,
40012,R,
17482,L,
44108,R,
23631,R,
44112,R,
25679,R,
11346,R,
21586,R,
42068,R,
37964,R,
19535,R,
44115,R,
40024,R,
42069,L,
35926,R,
7259,R,
42076,R,
17501,R,
35933,R,
42077,L,
37987,R,
42090,R,
42091,R,
21613,R,
23663,R,
38000,R,
29809,L,
44147,R,
19573,R,
40054,R,
13432,R,
42110,R,
23684,R,
31876,R,
3204,R,
38024,R,
15500,R,
31886,R,
17554,R,
25746,R,
42134,R,
40088,R,
44187,R,
19612,R,
38045,R,
44188,L,
40091,R,
29856,R,
44195,R,
38051,R,
44197,R,
42150,R,
42151,R,
23726,R,
42160,R,
19633,R,
38065,R,
44210,R,
29873,L,
44215,L,
44216,L,
44221,R,
36030,R,
33984,L,
33989,R,
42182,R,
25800,R,
44236,R,
15567,R,
38096,L,
44240,R,
44246,R,
31962,R,
19675,L,
38108,R,
19681,R,
44259,R,
38116,R,
36068,R,
38118,R,
15590,L,
15592,R,
38121,R,
23786,R,
38123,R,
38124,R,
25835,R,
44270,R,
