athleteId,hand,rank
1455,L,134.0
1644,R,357.0
2228,R,386.0
3392,R,
4081,R,34.0
4324,R,199.0
4633,R,
5443,L,
6433,R,47.0
8195,R,513.0
8609,R,
9109,R,120.0
9370,L,21.0
9746,L,5.0
10207,L,190.0
10357,R,486.0
10997,L,
12056,R,630.0
12343,R,16.0
12529,R,38.0
12780,R,42.0
13391,R,584.0
13682,R,162.0
13741,R,3.0
13949,R,144.0
14473,R,224.0
14714,R,46.0
14958,R,
15297,R,
15363,R,
15536,R,47.0
15796,R,87.0
16021,R,252.0
16435,R,
16779,R,89.0
17449,R,46.0
17514,R,156.0
17622,L,546.0
17823,R,47.0
18021,L,4.0
18515,L,14.0
18673,R,70.0
18732,R,251.0
18876,R,15.0
18967,L,41.0
19403,R,131.0
19604,L,11.0
19821,R,11.0
19933,R,12.0
20181,R,60.0
20433,L,156.0
20514,R,5.0
20662,L,
20826,R,
20903,R,240.0
21004,R,159.0
21106,R,201.0
21261,R,126.0
21499,R,123.0
21621,L,45.0
21710,R,281.0
21745,L,342.0
21958,R,1.0
22036,R,
22252,R,10.0
22358,L,
22430,R,
22488,R,
22557,R,216.0
22668,R,
22913,R,
22961,R,
23126,L,89.0
23238,R,49.0
23398,L,8.0
23590,L,38.0
23747,R,520.0
24055,R,110.0
24120,L,320.0
24300,R,125.0
24511,R,
24829,R,177.0
24928,L,118.0
24994,R,164.0
25082,R,164.0
25200,R,19.0
25347,R,139.0
25454,R,31.0
25514,R,12.0
25909,L,
25941,R,
25967,R,
26064,R,46.0
26147,R,87.0
26319,R,385.0
26533,R,20.0
26550,L,626.0
26593,R,182.0
26677,L,19.0
26706,R,137.0
26800,R,257.0
26869,R,119.0
26961,R,101.0
27141,R,128.0
27218,R,52.0
27294,L,
27383,R,162.0
27914,L,2.0
28025,L,
28189,L,305.0
28285,R,122.0
28365,R,135.0
28461,R,189.0
28616,R,50.0
28640,R,
28656,R,44.0
28741,L,42.0
28816,R,58.0
28875,R,314.0
28898,R,95.0
28933,R,202.0
29039,R,186.0
29076,L,10.0
29118,L,427.0
29192,R,
29226,R,
29237,R,40.0
29297,R,
29442,R,328.0
29695,R,137.0
29830,R,
29914,R,198.0
29961,R,35.0
30080,L,181.0
30104,L,344.0
30168,R,
30255,R,
30326,R,
30382,R,
30485,L,18.0
30542,R,5.0
30607,R,
30696,R,68.0
30796,R,111.0
30829,L,239.0
30846,R,209.0
30924,R,44.0
30970,R,
31008,R,77.0
31051,R,136.0
31096,R,350.0
31131,R,216.0
31152,R,
31189,R,
31278,L,48.0
31339,L,
31494,R,69.0
31590,R,174.0
31632,R,324.0
31810,R,339.0
31866,R,111.0
31900,R,167.0
31919,R,29.0
31958,R,148.0
32009,R,65.0
32040,R,
32115,R,54.0
32230,R,215.0
32251,L,59.0
32285,R,37.0
32376,L,210.0
32390,L,51.0
32413,R,155.0
32433,R,116.0
32466,R,534.0
32473,L,66.0
32567,R,293.0
32606,R,120.0
32689,L,76.0
32730,R,35.0
32810,R,541.0
32826,L,443.0
32892,R,
32920,L,
32941,L,102.0
32977,R,101.0
32993,L,86.0
33025,R,
33069,R,
33179,R,167.0
33239,R,
33646,R,58.0
33658,R,166.0
33675,L,347.0
33771,R,74.0
33850,R,
33865,L,77.0
33898,R,188.0
33997,R,100.0
34121,R,166.0
34192,L,214.0
34224,L,97.0
34274,R,185.0
34282,R,194.0
34328,L,81.0
34357,R,169.0
