Competition ID,Competition Name,Location,Start Date,Weapon,Gender,Season
241,Championnat du monde (Le Caire),Le Caire,15-07-2022,Epee,Women,2022
242,Championnat du monde (Le Caire),Le Caire,16-07-2022,Epee,Men,2022
243,Championnat du monde (Le Caire),Le Caire,16-07-2022,Foil,Women,2022
244,Championnat du monde (Le Caire),Le Caire,17-07-2022,Foil,Men,2022
245,Championnat du monde (Le Caire),Le Caire,17-07-2022,Sabre,Women,2022
246,Championnat du monde (Le Caire),Le Caire,15-07-2022,Sabre,Men,2022
1139,Jeux méditerranéens (Oran),Oran,04-07-2022,Epee,Men,2022
1140,Jeux méditerranéens (Oran),Oran,05-07-2022,Foil,Women,2022
1142,Jeux méditerranéens (Oran),Oran,04-07-2022,Epee,Women,2022
1143,Jeux méditerranéens (Oran),Oran,05-07-2022,Foil,Men,2022
1141,Jeux méditerranéens (Oran),Oran,03-07-2022,Sabre,Women,2022
1144,Jeux méditerranéens (Oran),Oran,03-07-2022,Sabre,Men,2022
738,Championnats d'Europe (Antalya),Antalya,18-06-2022,Epee,Women,2022
739,Championnats d'Europe (Antalya),Antalya,19-06-2022,Epee,Men,2022
740,Championnats d'Europe (Antalya),Antalya,17-06-2022,Foil,Women,2022
741,Championnats d'Europe (Antalya),Antalya,18-06-2022,Foil,Men,2022
742,Championnats d'Europe (Antalya),Antalya,19-06-2022,Sabre,Women,2022
743,Championnats d'Europe (Antalya),Antalya,17-06-2022,Sabre,Men,2022
584,Championnats d'Afrique (Casablanca),Casablanca,16-06-2022,Epee,Women,2022
585,Championnats d'Afrique (Casablanca),Casablanca,15-06-2022,Epee,Men,2022
586,Championnats d'Afrique (Casablanca),Casablanca,15-06-2022,Foil,Women,2022
587,Championnats d'Afrique (Casablanca),Casablanca,17-06-2022,Foil,Men,2022
588,Championnats d'Afrique (Casablanca),Casablanca,17-06-2022,Sabre,Women,2022
589,Championnats d'Afrique (Casablanca),Casablanca,16-06-2022,Sabre,Men,2022
797,Championnats Panaméricains (Asunción),Asunción,07-06-2022,Epee,Women,2022
799,Championnats Panaméricains (Asunción),Asunción,07-06-2022,Epee,Men,2022
1010,Championnats Asiatiques (Seoul),Seoul,11-06-2022,Epee,Men,2022
1011,Championnats Asiatiques (Seoul),Seoul,12-06-2022,Sabre,Women,2022
1012,Championnats Asiatiques (Seoul),Seoul,12-06-2022,Foil,Men,2022
1013,Championnats Asiatiques (Seoul),Seoul,10-06-2022,Epee,Women,2022
1014,Championnats Asiatiques (Seoul),Seoul,11-06-2022,Foil,Women,2022
1015,Championnats Asiatiques (Seoul),Seoul,10-06-2022,Sabre,Men,2022
798,Championnats Panaméricains (Asunción),Asunción,05-06-2022,Foil,Men,2022
800,Championnats Panaméricains (Asunción),Asunción,05-06-2022,Foil,Women,2022
801,Championnats Panaméricains (Asunción),Asunción,03-06-2022,Sabre,Women,2022
802,Championnats Panaméricains (Asunción),Asunción,03-06-2022,Sabre,Men,2022
97,Coupe du Monde  (Katowice),Katowice,27-05-2022,Epee,Women,2022
104,Coupe du Monde (Tbilisi),Tbilisi,27-05-2022,Epee,Men,2022
162,Grand Prix (Padoue),Padoue,20-05-2022,Sabre,Men,2022
676,Grand Prix (Padoue),Padoue,20-05-2022,Sabre,Women,2022
451,Coupe du Monde  (Fujairah),Fujairah,13-05-2022,Epee,Women,2022
98,Coupe du Monde (Heidenheim),Heidenheim,12-05-2022,Epee,Men,2022
145,Grand Prix (Incheon),Incheon,13-05-2022,Foil,Men,2022
457,Grand Prix (Incheon),Incheon,14-05-2022,Foil,Women,2022
471,Coupe du Monde (Hammamet),Hammamet,06-05-2022,Sabre,Women,2022
474,Villa de Madrid (Madrid),Madrid,06-05-2022,Sabre,Men,2022
95,Epee Grand Prix (Le Caire),Le Caire,29-04-2022,Epee,Women,2022
113, Epee Grand Prix (Le Caire),Le Caire,29-04-2022,Epee,Men,2022
147,Coupe du Monde (Plovdiv),Plovdiv,29-04-2022,Foil,Men,2022
122,Reinhold-Würth-Cup (Tauberbischofsheim),Tauberbischofsheim,29-04-2022,Foil,Women,2022
125,Coupe du monde (Belgrade),Belgrade,15-04-2022,Foil,Women,2022
135,Coupe du Monde (Belgrade),Belgrade,16-04-2022,Foil,Men,2022
111,Challenge MONAL  (Paris),Paris,15-04-2022,Epee,Men,2022
160,Coupe du Monde (Budapest),Budapest,18-03-2022,Sabre,Men,2022
151,Coupe du Monde (Istanbul),Istanbul,18-03-2022,Sabre,Women,2022
469,Coupe du Monde (Athènes),Athènes,04-03-2022,Sabre,Women,2022
112,WESTEND Grand Prix (Budapest),Budapest,04-03-2022,Epee,Men,2022
449,WESTEND Grand Prix (Budapest),Budapest,05-03-2022,Epee,Women,2022
129,Coupe du Monde  (Guadalajara),Guadalajara,25-02-2022,Foil,Women,2022
138,Coupe du Monde (Le Caire),Le Caire,25-02-2022,Foil,Men,2022
85,Coupe du Monde (Barcelone),Barcelone,11-02-2022,Epee,Women,2022
108,Coupe du Monde (Sochi),Sochi,11-02-2022,Epee,Men,2022
79,Grand Prix du Qatar (Doha),Doha,28-01-2022,Epee,Women,2022
387,Grand Prix du Qatar (Doha),Doha,28-01-2022,Epee,Men,2022
470,Coupe du Monde (Plovdiv),Plovdiv,28-01-2022,Sabre,Women,2022
142,Coupe du Monde (Paris),Paris,14-01-2022,Foil,Men,2022
127,Coupe du Monde (Poznan),Poznan,14-01-2022,Foil,Women,2022
164, Coupe du monde (Tbilisi),Tbilisi,15-01-2022,Sabre,Men,2022
467,Coupe du Monde (Tbilisi),Tbilisi,14-01-2022,Sabre,Women,2022
118,Coupe du Monde (Saint-Maur),Saint-Maur,10-12-2021,Foil,Women,2022
385,Coupe du Monde (Berne),Berne,19-11-2021,Epee,Men,2022
80,Coupe du Monde (Tallin),Tallin,19-11-2021,Epee,Women,2022
152,GRAND PRIX NUOMA  (Orléans),Orléans,12-11-2021,Sabre,Women,2022
158,GRAND PRIX NUOMA  (Orléans),Orléans,11-11-2021,Sabre,Men,2022
392,Tournoi Satellite (Zagreb),Zagreb,23-10-2021,Foil,Men,2022
1330,"Tournoi Satellite, Trekanten International (Copenhague)",Copenhague,09-10-2021,Foil,Men,2022
1356,"Tournoi Satellite, Trekanten International (Copenhague)",Copenhague,10-10-2021,Foil,Women,2022
1280,Tournoi satellite (Guadalajara),Guadalajara,03-10-2021,Foil,Men,2022
1281,Tournoi Satellite (Guadalajara),Guadalajara,03-10-2021,Foil,Women,2022
172,Tournoi satellite (Plovdiv),Plovdiv,25-09-2021,Sabre,Men,2022
1319,Tournoi satellite (Plovdiv),Plovdiv,26-09-2021,Sabre,Women,2022
1331,Tournoi Satelite (Tashkent),Tashkent,25-09-2021,Foil,Men,2022
1377,Tournoi Satelite (Tashkent),Tashkent,26-09-2021,Foil,Women,2022
241,Championnat du monde (Le Caire),Le Caire,15-07-2022,Epee,Women,2022
242,Championnat du monde (Le Caire),Le Caire,16-07-2022,Epee,Men,2022
243,Championnat du monde (Le Caire),Le Caire,16-07-2022,Foil,Women,2022
244,Championnat du monde (Le Caire),Le Caire,17-07-2022,Foil,Men,2022
245,Championnat du monde (Le Caire),Le Caire,17-07-2022,Sabre,Women,2022
246,Championnat du monde (Le Caire),Le Caire,15-07-2022,Sabre,Men,2022
1139,Jeux méditerranéens (Oran),Oran,04-07-2022,Epee,Men,2022
1140,Jeux méditerranéens (Oran),Oran,05-07-2022,Foil,Women,2022
1142,Jeux méditerranéens (Oran),Oran,04-07-2022,Epee,Women,2022
1143,Jeux méditerranéens (Oran),Oran,05-07-2022,Foil,Men,2022
1141,Jeux méditerranéens (Oran),Oran,03-07-2022,Sabre,Women,2022
1144,Jeux méditerranéens (Oran),Oran,03-07-2022,Sabre,Men,2022
738,Championnats d'Europe (Antalya),Antalya,18-06-2022,Epee,Women,2022
739,Championnats d'Europe (Antalya),Antalya,19-06-2022,Epee,Men,2022
740,Championnats d'Europe (Antalya),Antalya,17-06-2022,Foil,Women,2022
741,Championnats d'Europe (Antalya),Antalya,18-06-2022,Foil,Men,2022
742,Championnats d'Europe (Antalya),Antalya,19-06-2022,Sabre,Women,2022
743,Championnats d'Europe (Antalya),Antalya,17-06-2022,Sabre,Men,2022
584,Championnats d'Afrique (Casablanca),Casablanca,16-06-2022,Epee,Women,2022
585,Championnats d'Afrique (Casablanca),Casablanca,15-06-2022,Epee,Men,2022
586,Championnats d'Afrique (Casablanca),Casablanca,15-06-2022,Foil,Women,2022
587,Championnats d'Afrique (Casablanca),Casablanca,17-06-2022,Foil,Men,2022
588,Championnats d'Afrique (Casablanca),Casablanca,17-06-2022,Sabre,Women,2022
589,Championnats d'Afrique (Casablanca),Casablanca,16-06-2022,Sabre,Men,2022
797,Championnats Panaméricains (Asunción),Asunción,07-06-2022,Epee,Women,2022
799,Championnats Panaméricains (Asunción),Asunción,07-06-2022,Epee,Men,2022
1010,Championnats Asiatiques (Seoul),Seoul,11-06-2022,Epee,Men,2022
1011,Championnats Asiatiques (Seoul),Seoul,12-06-2022,Sabre,Women,2022
1012,Championnats Asiatiques (Seoul),Seoul,12-06-2022,Foil,Men,2022
1013,Championnats Asiatiques (Seoul),Seoul,10-06-2022,Epee,Women,2022
1014,Championnats Asiatiques (Seoul),Seoul,11-06-2022,Foil,Women,2022
1015,Championnats Asiatiques (Seoul),Seoul,10-06-2022,Sabre,Men,2022
798,Championnats Panaméricains (Asunción),Asunción,05-06-2022,Foil,Men,2022
800,Championnats Panaméricains (Asunción),Asunción,05-06-2022,Foil,Women,2022
801,Championnats Panaméricains (Asunción),Asunción,03-06-2022,Sabre,Women,2022
802,Championnats Panaméricains (Asunción),Asunción,03-06-2022,Sabre,Men,2022
97,Coupe du Monde  (Katowice),Katowice,27-05-2022,Epee,Women,2022
104,Coupe du Monde (Tbilisi),Tbilisi,27-05-2022,Epee,Men,2022
162,Grand Prix (Padoue),Padoue,20-05-2022,Sabre,Men,2022
676,Grand Prix (Padoue),Padoue,20-05-2022,Sabre,Women,2022
451,Coupe du Monde  (Fujairah),Fujairah,13-05-2022,Epee,Women,2022
98,Coupe du Monde (Heidenheim),Heidenheim,12-05-2022,Epee,Men,2022
145,Grand Prix (Incheon),Incheon,13-05-2022,Foil,Men,2022
457,Grand Prix (Incheon),Incheon,14-05-2022,Foil,Women,2022
471,Coupe du Monde (Hammamet),Hammamet,06-05-2022,Sabre,Women,2022
474,Villa de Madrid (Madrid),Madrid,06-05-2022,Sabre,Men,2022
95,Epee Grand Prix (Le Caire),Le Caire,29-04-2022,Epee,Women,2022
113, Epee Grand Prix (Le Caire),Le Caire,29-04-2022,Epee,Men,2022
147,Coupe du Monde (Plovdiv),Plovdiv,29-04-2022,Foil,Men,2022
122,Reinhold-Würth-Cup (Tauberbischofsheim),Tauberbischofsheim,29-04-2022,Foil,Women,2022
125,Coupe du monde (Belgrade),Belgrade,15-04-2022,Foil,Women,2022
135,Coupe du Monde (Belgrade),Belgrade,16-04-2022,Foil,Men,2022
111,Challenge MONAL  (Paris),Paris,15-04-2022,Epee,Men,2022
160,Coupe du Monde (Budapest),Budapest,18-03-2022,Sabre,Men,2022
151,Coupe du Monde (Istanbul),Istanbul,18-03-2022,Sabre,Women,2022
469,Coupe du Monde (Athènes),Athènes,04-03-2022,Sabre,Women,2022
112,WESTEND Grand Prix (Budapest),Budapest,04-03-2022,Epee,Men,2022
449,WESTEND Grand Prix (Budapest),Budapest,05-03-2022,Epee,Women,2022
129,Coupe du Monde  (Guadalajara),Guadalajara,25-02-2022,Foil,Women,2022
138,Coupe du Monde (Le Caire),Le Caire,25-02-2022,Foil,Men,2022
85,Coupe du Monde (Barcelone),Barcelone,11-02-2022,Epee,Women,2022
108,Coupe du Monde (Sochi),Sochi,11-02-2022,Epee,Men,2022
79,Grand Prix du Qatar (Doha),Doha,28-01-2022,Epee,Women,2022
387,Grand Prix du Qatar (Doha),Doha,28-01-2022,Epee,Men,2022
470,Coupe du Monde (Plovdiv),Plovdiv,28-01-2022,Sabre,Women,2022
142,Coupe du Monde (Paris),Paris,14-01-2022,Foil,Men,2022
127,Coupe du Monde (Poznan),Poznan,14-01-2022,Foil,Women,2022
164, Coupe du monde (Tbilisi),Tbilisi,15-01-2022,Sabre,Men,2022
467,Coupe du Monde (Tbilisi),Tbilisi,14-01-2022,Sabre,Women,2022
118,Coupe du Monde (Saint-Maur),Saint-Maur,10-12-2021,Foil,Women,2022
385,Coupe du Monde (Berne),Berne,19-11-2021,Epee,Men,2022
80,Coupe du Monde (Tallin),Tallin,19-11-2021,Epee,Women,2022
152,GRAND PRIX NUOMA  (Orléans),Orléans,12-11-2021,Sabre,Women,2022
