athleteId,hand,rank
2076,R,107.0
2600,L,828.0
3013,R,32.0
3454,R,
4035,R,7.0
4444,R,
5192,L,
5430,L,111.0
5707,R,539.0
6022,R,17.0
6405,R,35.0
6845,R,664.0
7828,R,844.0
9119,R,292.0
9871,R,263.0
10139,R,42.0
10362,R,80.0
10810,R,798.0
11511,L,
12246,R,45.0
13004,L,
13869,R,99.0
15163,R,3.0
15686,R,104.0
16126,R,210.0
17293,L,309.0
17761,R,114.0
18019,R,294.0
18684,R,1006.0
19507,L,43.0
19856,R,14.0
20154,R,
20437,L,971.0
20782,L,160.0
20936,R,296.0
21510,R,141.0
21706,R,854.0
21943,R,138.0
22325,R,
22390,R,48.0
22704,R,597.0
23520,L,874.0
23744,L,332.0
24037,R,303.0
24097,R,29.0
24955,R,281.0
25878,R,
26098,R,391.0
26558,R,167.0
27360,R,157.0
28185,R,115.0
28934,R,1102.0
30421,R,128.0
32370,L,
34210,L,
