athleteId,hand,rank
2224,R,39.0
2620,R,11.0
3082,L,910.0
3533,L,47.0
4189,R,869.0
4633,R,16.0
5250,R,66.0
5511,L,33.0
5819,L,224.0
6086,L,13.0
6424,R,20.0
7219,R,
7910,R,151.0
9156,R,751.0
9989,R,140.0
10222,L,6.0
10367,R,
10813,R,34.0
12056,R,207.0
12425,R,21.0
13010,R,201.0
14443,R,276.0
15336,R,305.0
15735,R,84.0
16181,R,206.0
17746,R,112.0
17931,R,108.0
18356,L,
18907,R,19.0
19573,R,288.0
19926,L,95.0
20173,L,
20488,L,18.0
20823,L,412.0
21004,R,103.0
21540,R,189.0
21745,L,202.0
22053,R,917.0
22339,L,190.0
22540,R,1070.0
22961,R,113.0
23664,R,
23747,R,143.0
24055,R,30.0
24107,R,1105.0
25172,R,295.0
25944,R,454.0
26159,L,
26715,L,126.0
27862,R,304.0
28841,R,721.0
29256,L,205.0
30908,L,27.0
32874,R,105.0
34631,L,
