athleteId,hand,rank
1834,R,949.0
2380,R,98.0
2924,L,22.0
3441,R,
3999,R,909.0
4212,R,75.0
4958,R,15.0
5331,R,833.0
5623,R,215.0
6000,R,2.0
6398,R,76.0
6745,R,
7292,R,913.0
8793,R,148.0
9648,R,135.0
10109,L,87.0
10335,L,298.0
10786,R,10.0
11494,R,44.0
12094,R,58.0
12642,L,
13829,R,26.0
14523,R,132.0
15542,R,94.0
15780,R,220.0
16463,R,38.0
17758,R,96.0
17983,R,
18683,R,69.0
19093,R,62.0
19837,R,110.0
20043,R,221.0
20433,L,882.0
20599,R,24.0
20889,R,965.0
21253,R,237.0
21679,R,
21916,R,825.0
22229,R,
22378,R,490.0
22557,R,8.0
23320,,
23698,L,166.0
23941,R,71.0
24074,L,195.0
24944,L,78.0
25833,L,
26073,L,377.0
26536,R,
27080,L,942.0
28133,R,369.0
28896,R,
30117,R,1129.0
31102,R,37.0
33013,R,
