athleteId,hand,rank
1427,R,886.0
1510,L,
1754,R,
1903,R,368.0
2069,R,
2200,R,
2302,R,
2469,R,
2611,R,25.0
2636,R,92.0
2656,L,571.0
2676,R,
2839,R,
2908,L,14.0
3013,R,
3149,R,
3444,R,
3533,L,
3629,R,16.0
3672,R,
3925,R,
4057,R,25.0
4103,L,98.0
4202,R,19.0
4243,R,
4289,R,460.0
4331,R,
4388,R,56.0
4461,R,135.0
4485,L,114.0
4586,R,20.0
4701,R,66.0
4850,R,
4958,R,9.0
5065,R,178.0
5250,R,43.0
5331,R,
5379,R,69.0
5397,R,45.0
5472,R,50.0
5496,R,
5596,R,169.0
5648,R,
5722,L,
5774,L,
5815,R,69.0
5840,R,
5917,R,581.0
6022,R,201.0
6086,L,55.0
6194,R,614.0
6240,R,726.0
6414,R,233.0
6496,R,30.0
7209,R,
7259,R,122.0
7621,R,147.0
7767,L,
7959,R,
8190,R,1032.0
8284,L,17.0
8326,L,320.0
8609,R,236.0
8745,R,19.0
8793,R,51.0
9109,R,72.0
9180,R,958.0
9256,L,
9370,L,12.0
9467,R,258.0
9614,R,359.0
9675,R,
9744,R,136.0
9782,R,
9843,L,
9908,L,105.0
9993,,
10109,L,194.0
10207,L,
10286,L,25.0
10372,L,462.0
10402,L,15.0
10494,R,132.0
10688,R,135.0
10773,R,
10799,R,82.0
10861,R,116.0
11034,R,106.0
11119,R,
11491,R,262.0
11551,L,132.0
11805,R,
12056,R,206.0
12156,L,
12216,R,51.0
12287,L,73.0
12402,R,301.0
12479,R,
12531,R,70.0
12591,L,47.0
12626,R,77.0
12693,R,
12783,R,
13010,R,189.0
13182,R,
13213,R,289.0
13354,R,35.0
13415,R,119.0
13432,R,160.0
13459,L,14.0
13485,R,
13643,R,31.0
13709,R,22.0
13779,R,
13869,R,31.0
13949,R,
14005,L,
14373,R,
14464,R,156.0
14523,R,200.0
14691,R,223.0
14779,R,
14862,R,
14946,R,
14971,R,703.0
15087,L,37.0
15137,R,
15196,R,291.0
15299,R,
15345,R,
15363,R,
15391,R,
15411,R,66.0
15504,R,
15567,R,299.0
15654,R,104.0
15738,R,875.0
15789,L,471.0
15804,R,231.0
15860,R,4.0
16021,R,62.0
16181,R,
16332,L,308.0
16383,R,104.0
16393,L,95.0
16435,R,96.0
16463,R,6.0
16709,R,224.0
16785,R,262.0
17045,R,284.0
17057,R,31.0
17162,R,105.0
17227,R,138.0
17299,R,
17412,R,384.0
17449,R,42.0
17461,R,
17515,R,
17554,R,133.0
17610,R,45.0
17686,R,
17746,R,64.0
17758,R,96.0
17823,R,8.0
17890,R,162.0
17944,R,
17980,R,
18023,R,129.0
18071,R,166.0
18108,R,
18305,R,756.0
18346,,
18397,R,126.0
18498,R,
18582,R,415.0
18617,R,105.0
18683,R,46.0
18733,L,103.0
18774,R,54.0
18832,R,
18900,R,394.0
18949,R,1.0
19017,R,391.0
19090,R,69.0
19223,R,550.0
19348,R,
19403,R,161.0
19507,L,44.0
19573,R,279.0
19595,R,91.0
19633,R,211.0
19723,R,145.0
19824,R,
19869,R,299.0
19926,L,84.0
19943,R,271.0
20060,R,57.0
20094,R,198.0
20135,R,
20246,R,67.0
20382,R,170.0
20461,R,95.0
20488,L,16.0
20556,R,73.0
20593,R,132.0
20620,R,
20648,R,206.0
20699,R,
20756,R,
20808,R,388.0
20867,L,37.0
20910,R,285.0
20988,R,160.0
21020,R,306.0
21091,L,82.0
21110,R,
21172,R,
21253,R,175.0
21409,L,247.0
21484,R,16.0
21510,R,229.0
21554,R,234.0
21586,R,424.0
21620,R,393.0
21661,R,134.0
21709,R,
21729,R,22.0
21765,R,20.0
21839,R,
21916,R,776.0
21958,R,1.0
22011,R,
22036,R,27.0
22072,R,141.0
22119,R,267.0
22165,L,100.0
22209,R,
22252,R,15.0
22283,R,
22329,R,108.0
22346,R,70.0
22359,L,
22390,R,27.0
22439,L,7.0
22468,R,
22522,R,817.0
22556,R,
22574,R,543.0
22657,R,68.0
22704,R,1052.0
22798,R,
22831,R,52.0
22883,R,423.0
22961,R,348.0
23013,L,5.0
23061,R,
23114,R,
23218,R,423.0
23253,R,122.0
23320,,
23374,R,521.0
23392,L,648.0
23445,R,10.0
23495,R,90.0
23550,R,89.0
23580,R,629.0
23636,R,
23681,L,107.0
23726,R,131.0
23754,R,180.0
23787,R,352.0
23855,L,
23954,R,
24037,R,207.0
24074,L,26.0
24108,L,89.0
24155,R,577.0
24235,R,225.0
24278,R,102.0
24354,R,121.0
24399,L,168.0
24420,R,1022.0
24458,L,
24476,L,21.0
24495,R,178.0
24541,R,341.0
24580,R,892.0
24660,R,72.0
24678,R,54.0
24756,R,125.0
24785,L,
24833,R,114.0
24887,R,195.0
24920,R,11.0
24974,R,873.0
24994,R,159.0
25040,L,224.0
25080,R,
25112,R,
25138,R,
25157,R,20.0
25182,R,
25190,R,300.0
25207,L,9.0
25228,R,
25347,R,190.0
25408,R,202.0
25454,R,176.0
25508,R,145.0
25532,R,
25548,R,
25641,R,
25787,R,663.0
25834,L,51.0
25864,L,377.0
25906,R,188.0
25928,L,55.0
25947,L,113.0
25981,L,
26008,L,11.0
26064,R,86.0
26088,R,96.0
26115,R,
26130,R,810.0
26146,R,876.0
26179,L,314.0
26222,L,249.0
26292,R,463.0
26319,R,487.0
26367,R,
26424,R,
26487,R,91.0
26533,R,28.0
26553,R,
26593,R,115.0
26648,R,
26677,L,100.0
26700,R,76.0
26717,R,302.0
26767,R,292.0
26816,R,207.0
26857,R,35.0
26869,R,257.0
26905,R,428.0
26919,R,391.0
26946,R,
26964,R,682.0
27004,R,
27067,R,
27104,L,367.0
27145,R,
27182,R,27.0
27218,R,80.0
27243,R,269.0
27261,R,324.0
27286,L,147.0
27302,R,24.0
27325,R,26.0
27344,R,404.0
