Competition ID,Competition Name,Location,Start Date,Weapon,Gender,Season
241,JO (Londres),Londres,30-07-2012,Epee,Women,2012
242,JO (Londres),Londres,01-08-2012,Epee,Men,2012
244,JO (Londres),Londres,31-07-2012,Foil,Men,2012
245,JO (Londres),Londres,01-08-2012,Sabre,Women,2012
243,JO (Londres),Londres,28-07-2012,Foil,Women,2012
246,JO (Londres),Londres,29-07-2012,Sabre,Men,2012
111,Jockey Club Argentino (Buenos Aires),Buenos Aires,29-06-2012,Epee,Men,2012
147,Copa Villa La Habana (La Havane),La Havane,29-06-2012,Foil,Men,2012
97,Coupe du Monde (Leipzig),Leipzig,29-06-2012,Epee,Women,2012
471,Korfanty Cup (Chicago),Chicago,22-06-2012,Sabre,Women,2012
474,Korfanty Cup (Chicago),Chicago,22-06-2012,Sabre,Men,2012
797,Championnats Panaméricains (Cancun),Cancun,15-06-2012,Epee,Women,2012
798,Championnats Panaméricains (Cancun),Cancun,16-06-2012,Foil,Men,2012
799,Championnats Panaméricains (Cancun),Cancun,17-06-2012,Epee,Men,2012
800,Championnats Panaméricains (Cancun),Cancun,17-06-2012,Foil,Women,2012
801,Championnats Panaméricains (Cancun),Cancun,16-06-2012,Sabre,Women,2012
802,Championnats Panaméricains (Cancun),Cancun,15-06-2012,Sabre,Men,2012
738,Championnats d'Europe (Legnano),Legnano,15-06-2012,Epee,Women,2012
739,Championnats d'Europe (Legnano),Legnano,15-06-2012,Epee,Men,2012
740,Championnats d'Europe (Legnano),Legnano,15-06-2012,Foil,Women,2012
741,Championnats d'Europe (Legnano),Legnano,15-06-2012,Foil,Men,2012
742,Championnats d'Europe (Legnano),Legnano,15-06-2012,Sabre,Women,2012
743,Championnats d'Europe (Legnano),Legnano,15-06-2012,Sabre,Men,2012
186,Cole Cup (Newcastle),Newcastle,16-06-2012,Sabre,Men,2012
485,Cole Cup (Newcastle),Newcastle,16-06-2012,Sabre,Women,2012
486,Cole Cup (Newcastle),Newcastle,16-06-2012,Epee,Women,2012
470,Challenge Yves Brasseur (Gand),Gand,08-06-2012,Sabre,Women,2012
449,Tournoi international (Nankin),Nankin,09-06-2012,Epee,Women,2012
113,Grand Prix de Berne (Berne),Berne,02-06-2012,Epee,Men,2012
185,Tournoi satellite sabre masculin (Reykjavik),Reykjavik,02-06-2012,Sabre,Men,2012
484,Tournoi satellite sabre féminin (Reykjavik),Reykjavik,02-06-2012,Sabre,Women,2012
118,Fleuret de St-Petersbourg (St-Petersbourg),St-Petersbourg,03-06-2012,Foil,Women,2012
134,Fleuret de St-Petersbourg (St-Petersbourg),St-Petersbourg,01-06-2012,Foil,Men,2012
165,Sabre de Wolodyjowski (Varsovie),Varsovie,02-06-2012,Sabre,Men,2012
960,Aphrodite Cup (Limassol),Limassol,26-05-2012,Epee,Men,2012
95,Grand Prix (La Havane),La Havane,19-05-2012,Epee,Women,2012
121,SK Trophée Séoul (Séoul),Séoul,19-05-2012,Foil,Women,2012
138,SK Trophée Séoul (Séoul),Séoul,18-05-2012,Foil,Men,2012
520,St  Duje's Cup (Split),Split,19-05-2012,Epee,Women,2012
793,St  Duje's Cup (Split),Split,19-05-2012,Epee,Men,2012
676,Coupe du Monde (Tianjin),Tianjin,19-05-2012,Sabre,Women,2012
164,Villa de Madrid (Madrid),Madrid,11-05-2012,Sabre,Men,2012
112,Challenge Bernadotte Stockholm (Stockholm),Stockholm,12-05-2012,Epee,Men,2012
655,Tournoi satellite (Antalya),Antalya,05-05-2012,Epee,Women,2012
656,Tournoi satellite (Antalya),Antalya,05-05-2012,Epee,Men,2012
469,Coupe du Monde (Bologne),Bologne,04-05-2012,Sabre,Women,2012
451,Epée internationale (Rio de Janeiro),Rio de Janeiro,04-05-2012,Epee,Women,2012
122,Coupe du Monde (Shanghai),Shanghai,04-05-2012,Foil,Women,2012
160,Coupe Akropolis (Athènes),Athènes,27-04-2012,Sabre,Men,2012
108,Heidenheimer Pokal (Heidenheim),Heidenheim,27-04-2012,Epee,Men,2012
457,Grand Prix (Marseille),Marseille,28-04-2012,Foil,Women,2012
145,Prince Takamado WC (Wakayama),Wakayama,28-04-2012,Foil,Men,2012
1077,Champ. de qualification-Europe (Bratislava),Bratislava,21-04-2012,Epee,Women,2012
1078,Champ. de qualification-Europe (Bratislava),Bratislava,21-04-2012,Epee,Men,2012
1079,Champ. de qualification-Europe (Bratislava),Bratislava,21-04-2012,Foil,Women,2012
1080,Champ. de qualification-Europe (Bratislava),Bratislava,21-04-2012,Foil,Men,2012
1081,Champ. de qualification-Europe (Bratislava),Bratislava,21-04-2012,Sabre,Women,2012
1082,Champ. de qualification-Europe (Bratislava),Bratislava,21-04-2012,Sabre,Men,2012
584,Championnats d'Afrique (Casablanca),Casablanca,20-04-2012,Epee,Women,2012
585,Championnats d'Afrique (Casablanca),Casablanca,20-04-2012,Epee,Men,2012
586,Championnats d'Afrique (Casablanca),Casablanca,20-04-2012,Foil,Women,2012
587,Championnats d'Afrique (Casablanca),Casablanca,20-04-2012,Foil,Men,2012
588,Championnats d'Afrique (Casablanca),Casablanca,20-04-2012,Sabre,Women,2012
589,Championnats d'Afrique (Casablanca),Casablanca,20-04-2012,Sabre,Men,2012
1059,Champ. de qualification - Afrique (Casablanca),Casablanca,19-04-2012,Epee,Women,2012
1060,Champ. de qualification - Afrique (Casablanca),Casablanca,19-04-2012,Epee,Men,2012
1061,Champ. de qualification - Afrique (Casablanca),Casablanca,19-04-2012,Foil,Women,2012
1062,Champ. de qualification - Afrique (Casablanca),Casablanca,19-04-2012,Foil,Men,2012
1063,Champ. de qualification - Afrique (Casablanca),Casablanca,19-04-2012,Sabre,Women,2012
1064,Champ. de qualification - Afrique (Casablanca),Casablanca,19-04-2012,Sabre,Men,2012
1071,Champ. de qualification- Amérique (Santiago),Santiago,20-04-2012,Epee,Women,2012
1072,Champ. de qualification- Amérique (Santiago),Santiago,20-04-2012,Epee,Men,2012
1073,Champ. de qualification- Amérique (Santiago),Santiago,20-04-2012,Foil,Women,2012
1074,Champ. de qualification- Amérique (Santiago),Santiago,20-04-2012,Foil,Men,2012
1075,Champ. de qualification- Amérique (Santiago),Santiago,20-04-2012,Sabre,Women,2012
1076,Champ. de qualification- Amérique (Santiago),Santiago,20-04-2012,Sabre,Men,2012
1010,Championnats asiatiques (Wakayama),Wakayama,22-04-2012,Epee,Men,2012
1011,Championnats asiatiques (Wakayama),Wakayama,22-04-2012,Sabre,Women,2012
