season,competitionId,name,location,country,startDate,endDate,weapon,gender,hasResults
2023,1092,2023 Summer Universiade,Chengdu,china,03-08-2023,03-08-2023,epee,men,0
2023,1094,2023 Summer Universiade,Chengdu,china,04-08-2023,04-08-2023,foil,men,0
2023,1096,2023 Summer Universiade,Chengdu,china,02-08-2023,02-08-2023,sabre,men,0
2023,244,World Championships,Milan,italy,24-07-2023,27-07-2023,foil,men,1
2023,242,World Championships,Milan,italy,23-07-2023,26-07-2023,epee,men,1
2023,246,World Championships,Milan,italy,22-07-2023,25-07-2023,sabre,men,1
2023,739,European Games,Krakow,poland,27-06-2023,27-06-2023,epee,men,1
2023,741,European Games,Krakow,poland,26-06-2023,26-06-2023,foil,men,1
2023,585,Championnats d'Afrique,Cairo,egypt,19-06-2023,19-06-2023,epee,men,1
2023,587,Championnats d'Afrique,Cairo,egypt,21-06-2023,21-06-2023,foil,men,1
2023,589,Championnats d'Afrique,Cairo,egypt,20-06-2023,20-06-2023,sabre,men,1
2023,743,European Games,Krakow,poland,25-06-2023,25-06-2023,sabre,men,1
2023,1012,Championnats Asiatiques,Wuxi,china,19-06-2023,19-06-2023,foil,men,1
2023,798,Championnats Panaméricains,Lima,peru,15-06-2023,15-06-2023,foil,men,1
2023,799,Championnats Panaméricains,Lima,peru,16-06-2023,16-06-2023,epee,men,1
2023,802,Championnats Panaméricains,Lima,peru,17-06-2023,17-06-2023,sabre,men,1
2023,1449,Championnats d'Europe,Plovdiv,bulgaria,16-06-2023,16-06-2023,epee,men,1
2023,1451,Championnats d'Europe,Plovdiv,bulgaria,18-06-2023,18-06-2023,foil,men,1
2023,1453,Championnats d'Europe,Plovdiv,bulgaria,17-06-2023,17-06-2023,sabre,men,1
2023,1010,Championnats Asiatiques,Wuxi,china,18-06-2023,18-06-2023,epee,men,1
2023,1015,Championnats Asiatiques,Wuxi,china,17-06-2023,17-06-2023,sabre,men,1
2023,111,Coupe du Monde,Istanbul,türkiye,19-05-2023,20-05-2023,epee,men,1
2023,145,Grand Prix,Shanghai,china,20-05-2023,21-05-2023,foil,men,1
2023,474,Villa de Madrid,Madrid,spain,12-05-2023,13-05-2023,sabre,men,1
2023,147,Coupe du Monde,Acapulco,mexico,05-05-2023,06-05-2023,foil,men,1
2023,113, Epee Grand Prix,Cali,colombia,05-05-2023,07-05-2023,epee,men,1
2023,165,Grand Prix,Seoul,korea,27-04-2023,29-04-2023,sabre,men,1
2023,160,Coupe du Monde,Budapest,hungary,24-03-2023,25-03-2023,sabre,men,1
