season,competitionId,name,location,country,startDate,endDate,weapon,gender,hasResults
2018,393,Tournoi Satellite,Split,croatia,28-04-2018,28-04-2018,epee,women,1
2018,122,Reinhold-Würth-Cup,Tauberbischofsheim,germany,27-04-2018,28-04-2018,foil,women,1
2018,468,Grand Prix,Seoul,korea,30-03-2018,01-04-2018,sabre,women,1
2018,449,WESTEND Grand Prix,Budapest,hungary,23-03-2018,25-03-2018,epee,women,1
2018,1281,Tournoi Satellite,Zacatecas City,mexico,24-03-2018,25-03-2018,foil,women,1
2018,121,Absolute Fencing Gear® Grand Prix,"Anaheim, California",usa,17-03-2018,18-03-2018,foil,women,1
2018,151,Coupe du Monde,Athènes,greece,16-03-2018,17-03-2018,sabre,women,1
2018,553,Tournoi satellite,Turku,finland,18-03-2018,18-03-2018,epee,women,1
2018,1230,Tournoi satellite,Barcelone,spain,24-02-2018,25-02-2018,foil,women,1
2018,92,Coupe du Monde,Barcelone,spain,09-02-2018,10-02-2018,epee,women,1
2018,129,Coupe du Monde de fleuret d'Alger by Ooredoo,Alger,algeria,02-02-2018,03-02-2018,foil,women,1
2018,175,Grand Prix Bratislava Coupe du Monde Tournoi Satel,Bratislava,slovakia,04-02-2018,04-02-2018,epee,women,1
2018,469,Coupe du Monde,Baltimore,usa,26-01-2018,27-01-2018,sabre,women,1
2018,85,Coupe du Monde ,La Havane,cuba,19-01-2018,20-01-2018,epee,women,1
2018,127,The Artus Court PKO BP,Katowice,poland,12-01-2018,13-01-2018,foil,women,1
2018,655,Rehbinder Prize,Stockholm,sweden,14-01-2018,14-01-2018,epee,women,1
2018,152,Sabre Grand Prix,Cancun,mexico,15-12-2017,17-12-2017,sabre,women,1
2018,1218,Tournoi satellite,Antalya,türkiye,09-12-2017,09-12-2017,foil,women,1
2018,79,Grand Prix du Qatar,Doha,qatar,08-12-2017,10-12-2017,epee,women,1
2018,458,Grand Prix,Turin,italy,01-12-2017,03-12-2017,foil,women,1
2018,397,Memorial de Martinengo Tournoi,Bratislava,slovakia,18-11-2017,19-11-2017,foil,women,1
2018,470,Coupe du Monde,Sint-Niklaas ,belgium,17-11-2017,18-11-2017,sabre,women,1
2018,97,Coupe du Monde,Suzhou,china,10-11-2017,11-11-2017,epee,women,1
2018,118,Coupe du Monde,St-Maur,france,03-11-2017,04-11-2017,foil,women,1
2018,170,Tournoi satellite épée féminine,Ulan-Bator,mongolia,04-11-2017,05-11-2017,epee,women,0
2018,467,Trophée BNP Paribas,Orléans,france,27-10-2017,28-10-2017,sabre,women,1
2018,80,Coupe du Monde,Tallin,estonia,20-10-2017,21-10-2017,epee,women,1
2018,125,Coupe du Monde,Cancun,mexico,13-10-2017,14-10-2017,foil,women,1
2018,1319,Tournoi satellite,Gand,belgium,15-10-2017,15-10-2017,sabre,women,1
2018,177,Tournoi Satellite,Genève,switzerland,08-10-2017,08-10-2017,epee,women,1
2018,173,Tournoi Satellite,Belgrade,serbia,23-09-2017,23-09-2017,epee,women,1
