season,competitionId,name,location,country,startDate,endDate,weapon,gender,hasResults
2006,244,Championnats du Monde,Turin,italy,02-10-2006,03-10-2006,foil,men,1
2006,242,Championnats du Monde,Turin,italy,01-10-2006,02-10-2006,epee,men,1
2006,246,Championnats du Monde,Turin,italy,30-09-2006,01-10-2006,sabre,men,1
2006,524,Commonwealth Championships,Belfast,ireland,20-09-2006,25-09-2006,epee,men,0
2006,526,Commonwealth Championships,Belfast,ireland,20-09-2006,25-09-2006,foil,men,0
2006,528,Commonwealth Championships,Belfast,ireland,20-09-2006,25-09-2006,sabre,men,0
2006,629,Championnats d'Afrique,Casablanca,morocco,21-07-2006,23-07-2006,epee,men,0
2006,631,Championnats d'Afrique,Casablanca,morocco,21-07-2006,23-07-2006,foil,men,0
2006,633,Championnats d'Afrique,Casablanca,morocco,21-07-2006,23-07-2006,sabre,men,0
2006,678,Jeux Centraméricains,Cartagena de Indias,colombia,15-07-2006,21-07-2006,epee,men,0
2006,680,Jeux Centraméricains,Cartagena de Indias,colombia,15-07-2006,21-07-2006,foil,men,0
2006,682,Jeux Centraméricains,Cartagena de Indias,colombia,15-07-2006,21-07-2006,sabre,men,0
2006,116,Coupe du Monde,Téhéran,iran,15-07-2006,16-07-2006,epee,men,1
2006,168,Coupe du Monde,Téhéran,iran,14-07-2006,15-07-2006,sabre,men,1
2006,290,Championnats d'Europe seniors,Izmir,türkiye,07-07-2006,07-07-2006,epee,men,0
2006,292,Championnats d'Europe seniors,Izmir,türkiye,04-07-2006,04-07-2006,foil,men,0
2006,294,Championnats d'Europe seniors,Izmir,türkiye,05-07-2006,05-07-2006,sabre,men,0
2006,111,Jockey Club  Argentina,Buenos Aires,argentina,01-07-2006,02-07-2006,epee,men,1
2006,106,Coupe du Monde,Bogota,colombia,23-06-2006,24-06-2006,epee,men,1
2006,147,Copa Villa La Habana,La Havane,cuba,19-06-2006,20-06-2006,foil,men,1
2006,115,Copa Mundial de Puerto Rico,Carolina,puerto rico,16-06-2006,17-06-2006,epee,men,1
2006,186,Cole Cup,Newcastle,great britain,17-06-2006,18-06-2006,sabre,men,1
2006,185,Tournoi satellite sabre masculin,Reykjavik,iceland,10-06-2006,11-06-2006,sabre,men,1
2006,474,Coupe du Monde,Santiago,chile,09-06-2006,10-06-2006,sabre,men,1
2006,105,Coupe du M. Peter Bakonyi,Vancouver,canada,09-06-2006,10-06-2006,epee,men,1
2006,463,Coupe du M. Peter Bakonyi,Vancouver,canada,10-06-2006,11-06-2006,foil,men,1
2006,99,Coupe du Monde Cidade de Lisboa,Lisbonne,portugal,03-06-2006,04-06-2006,epee,men,1
2006,146,Copa Batalla de Carabobo,Valencia-Carabobo,venezuela,02-06-2006,03-06-2006,foil,men,1
2006,476,Copa Batalla de Carabobo,Valencia-Carabobo,venezuela,02-06-2006,03-06-2006,sabre,men,1
2006,184,Tournoi satellite sabre masculin,Helsinki,finland,26-05-2006,26-05-2006,sabre,men,1
2006,162,Glaive D’Asparoukh,Sofia,bulgaria,26-05-2006,27-05-2006,sabre,men,1
2006,521,Challenge Australia,Sydney,australia,27-05-2006,28-05-2006,epee,men,1
2006,163,Trophée Luxardo,Padoue,italy,19-05-2006,20-05-2006,sabre,men,1
2006,98,Glaive de Tallin,Tallin,estonia,20-05-2006,21-05-2006,epee,men,1
2006,143,Coupe du Monde Cidade de Espinho,Espinho,portugal,13-05-2006,14-05-2006,foil,men,1
2006,165,Sabre de Wolodyjowski,Varsovie,poland,13-05-2006,14-05-2006,sabre,men,1
2006,142,Löwe von Bonn,Bonn,germany,06-05-2006,07-05-2006,foil,men,1
2006,109,Trophée Carroccio,Legnano,italy,05-05-2006,06-05-2006,epee,men,1
2006,164,Villa de Madrid,Madrid,spain,05-05-2006,06-05-2006,sabre,men,1
2006,108,Heidenheimer Pokal,Heidenheim,germany,28-04-2006,29-04-2006,epee,men,1
2006,134,Fleuret de St-Petersbourg,St-Petersbourg,russia,28-04-2006,29-04-2006,foil,men,1
2006,398,Tournoi satellite fleuret masculin,Copenhague,denmark,25-03-2006,26-03-2006,foil,men,1
2006,136,Grand Prix,Le Caire,egypt,17-03-2006,18-03-2006,foil,men,1
2006,156,Sabre de Moscou,Moscow,russia,17-03-2006,18-03-2006,sabre,men,1
2006,104,Challenge International C. Martel,Poitiers,france,17-03-2006,18-03-2006,epee,men,1
2006,160,Coupe Akropolis,Athènes,greece,11-03-2006,12-03-2006,sabre,men,1
2006,181,Scottish international,Edinburgh,great britain,11-03-2006,12-03-2006,sabre,men,1
2006,396,Scottish international,Edinburgh,great britain,11-03-2006,12-03-2006,epee,men,1
2006,659,Championnats Centraméricains,Panama,panama,06-03-2006,06-03-2006,epee,men,0
2006,112,Challenge Bernadotte Stockholm GP,Stockholm,sweden,10-03-2006,11-03-2006,epee,men,1
2006,145,Prince Takamado WC,Tokyo,japan,11-03-2006,12-03-2006,foil,men,1
2006,113,Grand Prix de Berne,Berne,switzerland,04-03-2006,05-03-2006,epee,men,1
2006,661,Championnats Centraméricains,Panama,panama,04-03-2006,04-03-2006,foil,men,0
2006,663,Championnats Centraméricains,Panama,panama,05-03-2006,05-03-2006,sabre,men,0
2006,139,Coupe du Monde,Shanghai,china,03-03-2006,04-03-2006,foil,men,1
2006,138,2005 SK Trophée Séoul,Séoul,korea,25-02-2006,26-02-2006,foil,men,1
2006,413,Coupe du Monde,Séoul,korea,24-02-2006,25-02-2006,sabre,men,1
2006,180,Tournoi satellite sabre masculin,Orebro,sweden,18-02-2006,19-02-2006,sabre,men,1
2006,387,Grand Prix du Qatar 2006,Doha,qatar,10-02-2006,11-02-2006,epee,men,1
2006,394,SAF Pokalen,Stockholm,sweden,11-02-2006,12-02-2006,epee,men,1
2006,140,Coupe Ville de Venise,Venise,italy,10-02-2006,11-02-2006,foil,men,1
2006,158,Coupe Gerevich-Kovacs-Karpati,Budapest,hungary,03-02-2006,04-02-2006,sabre,men,1
2006,137,Tournoi Ciudad de A Coruña,La Coruña,spain,03-02-2006,04-02-2006,foil,men,1
2006,385,CM Cheikh Fahed Al-Ahmed Al-Soubah,Koweit City,kuwait,27-01-2006,28-01-2006,epee,men,1
2006,135,C.I.P. Souvenir Rommel Paris,Paris,france,27-01-2006,28-01-2006,foil,men,1
2006,475,Coupe du Monde,Tunis,tunisia,27-01-2006,28-01-2006,sabre,men,1
2006,519,Candidature A,Istanbul,türkiye,21-01-2006,22-01-2006,sabre,men,1
2006,132,Copenhagen Cup,Copenhague,denmark,14-01-2006,15-01-2006,foil,men,1
2006,179,Tournoi satellite sabre masculin,Copenhague,denmark,14-01-2006,15-01-2006,sabre,men,1
2006,554,Tournoi satellite,Belgrade,serbia,26-11-2005,27-11-2005,epee,men,1
2006,172,Tournoi satellite sabre masculin,Amsterdam,netherlands,12-11-2005,13-11-2005,sabre,men,1
2006,392,Tournoi satellite fleuret masculin,Amsterdam,netherlands,12-11-2005,13-11-2005,foil,men,1
2006,176,Tournoi satellite épée masculine,Oslo,norway,12-11-2005,13-11-2005,epee,men,1
2006,178,Tournoi satellite épée masculine,Copenhague,denmark,22-10-2005,23-10-2005,epee,men,1
2006,182,Tournoi satellite sabre masculin,Gand,belgium,22-10-2005,23-10-2005,sabre,men,1
2006,391,Leon Paul satellite fleuret masculin,Londres,great britain,22-10-2005,23-10-2005,foil,men,1
2006,174,Kupittaa tournament,Turku,finland,15-10-2005,15-10-2005,epee,men,1
2006,171,Tournoi satellite épée masculine,Arhus,denmark,10-09-2005,11-09-2005,epee,men,1
2006,241,Championnats du Monde,Turin,italy,02-10-2006,03-10-2006,epee,women,1
2006,243,Championnats du Monde,Turin,italy,30-09-2006,01-10-2006,foil,women,1
2006,245,Championnats du Monde,Turin,italy,01-10-2006,02-10-2006,sabre,women,1
2006,523,Commonwealth Championships,Belfast,ireland,20-09-2006,25-09-2006,epee,women,0
2006,525,Commonwealth Championships,Belfast,ireland,20-09-2006,25-09-2006,foil,women,0
2006,527,Commonwealth Championships,Belfast,ireland,20-09-2006,25-09-2006,sabre,women,0
2006,628,Championnats d'Afrique,Casablanca,morocco,21-07-2006,23-07-2006,epee,women,0
2006,630,Championnats d'Afrique,Casablanca,morocco,21-07-2006,23-07-2006,foil,women,0
2006,632,Championnats d'Afrique,Casablanca,morocco,21-07-2006,23-07-2006,sabre,women,0
2006,677,Jeux Centraméricains,Cartagena de Indias,colombia,15-07-2006,21-07-2006,epee,women,0
2006,679,Jeux Centraméricains,Cartagena de Indias,colombia,15-07-2006,21-07-2006,foil,women,0
2006,681,Jeux Centraméricains,Cartagena de Indias,colombia,15-07-2006,21-07-2006,sabre,women,0
2006,289,Championnats d'Europe seniors,Izmir,türkiye,05-07-2006,05-07-2006,epee,women,0
2006,291,Championnats d'Europe seniors,Izmir,türkiye,07-07-2006,07-07-2006,foil,women,0
2006,293,Championnats d'Europe seniors,Izmir,türkiye,04-07-2006,04-07-2006,sabre,women,0
2006,128,Coupe Buenos Aires,Buenos Aires,argentina,01-07-2006,02-07-2006,foil,women,1
2006,131,Tournoi Nancy Uranga,La Havane,cuba,20-06-2006,21-06-2006,foil,women,1
2006,155,Coupe du Monde,La Havane,cuba,23-06-2006,24-06-2006,sabre,women,1
2006,95,Coupe du Monde,La Havane,cuba,16-06-2006,17-06-2006,epee,women,1
2006,130,World Cup competition,Las Vegas,usa,16-06-2006,17-06-2006,foil,women,1
2006,154,Coupe du Monde,Las Vegas,usa,16-06-2006,17-06-2006,sabre,women,1
2006,485,Cole Cup,Newcastle,great britain,17-06-2006,18-06-2006,sabre,women,1
2006,486,Cole Cup,Newcastle,great britain,17-06-2006,18-06-2006,epee,women,1
2006,555,Cole Cup,Newcastle,great britain,17-06-2006,18-06-2006,foil,women,1
2006,484,Tournoi satellite sabre féminin,Reykjavik,iceland,10-06-2006,11-06-2006,sabre,women,1
2006,451,Coupe du M. Peter Bakonyi,Vancouver,canada,09-06-2006,10-06-2006,epee,women,1
2006,471,Coupe du M. Peter Bakonyi,Vancouver,canada,10-06-2006,11-06-2006,sabre,women,1
2006,469,Coupe du Monde,Klagenfurt,austria,03-06-2006,04-06-2006,sabre,women,1
2006,518,Challenge Jeanty,Marseille,france,02-06-2006,03-06-2006,foil,women,1
2006,125,Cup Eximbank,Budapest,hungary,27-05-2006,28-05-2006,foil,women,1
2006,464,Grand Prix,Hanoi,vietnam,26-05-2006,27-05-2006,sabre,women,1
2006,97,Challenge Australia,Sydney,australia,26-05-2006,27-05-2006,epee,women,1
2006,458,The Artus Court PKO BP,Gdansk,poland,19-05-2006,20-05-2006,foil,women,1
2006,522,Candidature A,Koblenz,germany,20-05-2006,21-05-2006,sabre,women,1
2006,449,Tournoi international,Nankin,china,19-05-2006,20-05-2006,epee,women,1
2006,92,Ciudad de Barcelona,Barcelone,spain,12-05-2006,13-05-2006,epee,women,1
2006,470,Challenge Yves Brasseur,Gand,belgium,13-05-2006,14-05-2006,sabre,women,1
2006,127,Cup der Sparkasse Leipzig,Leipzig,germany,13-05-2006,14-05-2006,foil,women,1
2006,520,Tournoi satellite epee feminine,Split,croatia,06-05-2006,07-05-2006,epee,women,1
2006,118,Fleuret de St-Petersbourg,St-Petersbourg,russia,05-05-2006,06-05-2006,foil,women,1
2006,124,Coupe du Monde,Salzbourg,austria,29-04-2006,30-04-2006,foil,women,1
2006,516,Epee de St-Petersbourg,St-Petersbourg,russia,28-04-2006,29-04-2006,epee,women,1
2006,397,Tournoi satellite fleuret féminin,Copenhague,denmark,25-03-2006,26-03-2006,foil,women,1
2006,85,Challenge J. Nowara,Luxembourg,luxembourg,25-03-2006,26-03-2006,epee,women,1
2006,457,World Cup,Le Caire,egypt,17-03-2006,18-03-2006,foil,women,1
2006,149,Sabre de Moscou,Moscow,russia,17-03-2006,18-03-2006,sabre,women,1
2006,517,Coupe du Monde,Rome,italy,17-03-2006,18-03-2006,epee,women,1
2006,447,Coupe d'Athènes,Athènes,greece,11-03-2006,12-03-2006,epee,women,1
2006,395,Scottish International,Edinburgh,great britain,11-03-2006,12-03-2006,epee,women,1
2006,481,Tournoi satellite sabre féminin,Edinburgh,great britain,11-03-2006,12-03-2006,sabre,women,1
2006,151,Tournoi international,Lamezia Terme,italy,10-03-2006,11-03-2006,sabre,women,1
