season,competitionId,name,location,country,startDate,endDate,weapon,gender,hasResults
2014,1164,Jeux Asiatiques,Incheon,korea,20-09-2014,25-09-2014,epee,men,0
2014,1168,Jeux Asiatiques,Incheon,korea,20-09-2014,25-09-2014,foil,men,0
2014,1170,Jeux Asiatiques,Incheon,korea,20-09-2014,25-09-2014,sabre,men,0
2014,242,Championnats du Monde,Kazan,russia,17-07-2014,20-07-2014,epee,men,1
2014,244,Championnats du Monde,Kazan,russia,16-07-2014,19-07-2014,foil,men,1
2014,246,Championnats du Monde,Kazan,russia,15-07-2014,18-07-2014,sabre,men,1
2014,1010,Championnats asiatiques,Suwon City,korea,02-07-2014,07-07-2014,epee,men,1
2014,1012,Championnats asiatiques,Suwon City,korea,02-07-2014,07-07-2014,foil,men,1
2014,1015,Championnats asiatiques,Suwon City,korea,02-07-2014,07-07-2014,sabre,men,1
2014,585,Championnats d'Afrique,Le Caire,egypt,21-06-2014,21-06-2014,epee,men,1
2014,587,Championnats d'Afrique,Le Caire,egypt,20-06-2014,20-06-2014,foil,men,1
2014,589,Championnats d'Afrique,Le Caire,egypt,22-06-2014,22-06-2014,sabre,men,1
2014,799,Championnats Panaméricains,San José,costa rica,02-06-2014,02-06-2014,epee,men,1
2014,802,Championnats Panaméricains,San José,costa rica,03-06-2014,03-06-2014,sabre,men,1
2014,739,Championnats d'Europe,Strasbourg,france,07-06-2014,14-06-2014,epee,men,1
2014,741,Championnats d'Europe,Strasbourg,france,07-06-2014,14-06-2014,foil,men,1
2014,743,Championnats d'Europe,Strasbourg,france,07-06-2014,14-06-2014,sabre,men,1
2014,798,Championnats Panaméricains,San José,costa rica,01-06-2014,01-06-2014,foil,men,1
2014,111,Jockey Club Argentino,Buenos Aires,argentina,23-05-2014,24-05-2014,epee,men,1
2014,147,Copa Villa La Habana,La Havane,cuba,23-05-2014,24-05-2014,foil,men,1
