Gender,Weapon,Season,Competition,Round,Fencer1 Name,Fencer1 Nation,Fencer1 Score,Fencer1 Winner,Fencer2 Name,Fencer2 Nation,Fencer2 Score,Fencer2 Winner,Referees
men,foil,2023,Coupe du Monde,A128,OWAIDA Ali,QAT,4,False,CHEN Chih Chieh,TPE,15,True,Ref WONG Kam Kau HKG
men,foil,2023,Coupe du Monde,A128,SEMENYUK Grigoriy,AIN,15,True,LONSDALE William,GBR,9,False,Ref ARMATA Gaspare ITA
men,foil,2023,Coupe du Monde,A128,ABOUELKASSEM Alaaeldin,EGY,3,False,KLEIN Luis,GER,15,True,Ref SUH Sangwon KOR
men,foil,2023,Coupe du Monde,A128,ROBSON Samuel Elijah,SGP,14,False,FUNAMOTO Seishiro,JPN,15,True,Ref HUANG Hao Chih TPE
men,foil,2023,Coupe du Monde,A128,KWIATKOWSKI Mateusz,POL,8,False,HAYASHI Shoren,JPN,15,True,Ref CHANTASUVANNASIN Nunta THA
men,foil,2023,Coupe du Monde,A128,BRETEAU Ignacio,ESP,12,False,OURSLER Charles,USA,15,True,Ref WONG Kam Kau HKG
men,foil,2023,Coupe du Monde,A128,DONAGHUE Joe,GBR,8,False,TOLBA Abdelrahman,EGY,15,True,Ref ARMATA Gaspare ITA
men,foil,2023,Coupe du Monde,A128,IIMURA Kazuki,JPN,15,True,BROSZUS Blake,CAN,11,False,Ref SUH Sangwon KOR
men,foil,2023,Coupe du Monde,A128,MARINO Nicolas,ARG,11,False,BORODACHEV Anton,AIN,15,True,Ref HUANG Hao Chih TPE
men,foil,2023,Coupe du Monde,A128,KIM Dongsu,KOR,15,True,MADY Yahia,EGY,3,False,Ref CHANG Jason USA
men,foil,2023,Coupe du Monde,A128,OISHI Riki,JPN,12,False,PADUA Carlos M.,PUR,15,True,Ref DIOP Baytir Sidy SEN
men,foil,2023,Coupe du Monde,A128,RZADKOWSKI Andrzej,POL,15,True,GLASSON Joseph,AUS,6,False,Ref KOVRIJNYKH Andrei RSA
men,foil,2023,Coupe du Monde,A128,HUSSEIN Khaled Aref,QAT,9,False,BABA Shunsuke,JPN,15,True,Ref ACEVEDO Pablo PAN
men,foil,2023,Coupe du Monde,A128,NG Lok Wang Lawrence,HKG,14,False,NAGIMOV Marsel,AIN,15,True,Ref ELSHABOURY  Mohab  EGY
men,foil,2023,Coupe du Monde,A128,FRUHAUF Benjamin,HUN,15,True,RASTEGAR Linus,AUT,9,False,Ref CHANG Jason USA
men,foil,2023,Coupe du Monde,A128,DI TOMMASO Alessio,ITA,8,False,DI VEROLI Damiano,ITA,15,True,Ref DIOP Baytir Sidy SEN
men,foil,2023,Coupe du Monde,A128,BIRD Harry,GBR,13,False,LOISEL Pierre,FRA,15,True,Ref KOVRIJNYKH Andrei RSA
men,foil,2023,Coupe du Monde,A128,ASRANOV Mukhammad Yusuf,UZB,7,False,BEKKAT Thibaud,ALG,15,True,Ref ACEVEDO Pablo PAN
men,foil,2023,Coupe du Monde,A128,ROBIN Noe,SEN,13,False,ALARCON Leopoldo,CHI,15,True,Ref ELSHABOURY  Mohab  EGY
men,foil,2023,Coupe du Monde,A128,ESSAM Mohamed,EGY,14,False,DAVIS James-Andrew,GBR,15,True,Ref CHANG Jason USA
men,foil,2023,Coupe du Monde,A128,JAKUBOWSKI Adam,POL,6,False,SIDO Alexandre,FRA,15,True,Ref DIOP Baytir Sidy SEN
men,foil,2023,Coupe du Monde,A128,MEPSTEAD Marcus,GBR,15,True,SAITO Toshiya,JPN,14,False,Ref KOVRIJNYKH Andrei RSA
men,foil,2023,Coupe du Monde,A128,WELCH Kyle,IRL,4,False,EDIRI Alexandre,FRA,15,True,Ref ACEVEDO Pablo PAN
men,foil,2023,Coupe du Monde,A128,LECHNER Moritz,AUT,15,True,ZHURAVLEV Vladislav,AIN,10,False,Ref ELSHABOURY  Mohab  EGY
men,foil,2023,Coupe du Monde,A128,KONTOCHRISTOPOULOS Nikolaos,GRE,6,False,LUPERI Edoardo,ITA,15,True,Ref CHANG Jason USA
men,foil,2023,Coupe du Monde,A64,VAN CAMPENHOUT Stef,BEL,15,True,PERESSINI TORREGROSA Esteban,ESP,11,False,Ref RABEA Ayman EGY
men,foil,2023,Coupe du Monde,A64,CASTANIE Valerian,FRA,15,True,SHIKINE Takahiro,JPN,12,False,Ref CHANTASUVANNASIN Nunta THA
men,foil,2023,Coupe du Monde,A64,MAO Liwu,CHN,5,False,LEE Kwanghyun,KOR,15,True,Ref CHANG Jason USA
men,foil,2023,Coupe du Monde,A64,SUZUMURA Kenta,JPN,15,True,YOUN Jeonghyun,KOR,11,False,Ref HAMMAMI Anis TUN
men,foil,2023,Coupe du Monde,A64,VAN HAASTER Maximilien,CAN,15,True,CHEN Haiwei,CHN,10,False,Ref DUL Michal POL
men,foil,2023,Coupe du Monde,A64,CHOI Nicholas Edward,HKG,15,True,SZEMES Gergo,HUN,7,False,Ref HUANG Hao Chih TPE
men,foil,2023,Coupe du Monde,A64,IM Cheolwoo,KOR,15,True,AVOLA Giorgio,ITA,13,False,Ref ELASKARY Abdalla EGY
men,foil,2023,Coupe du Monde,A64,POSCHARNIG Johannes,AUT,15,True,WU Bin,CHN,13,False,Ref ARMATA Gaspare ITA
men,foil,2023,Coupe du Monde,A64,KUMBLA Sidarth,USA,15,True,NAGANO Yudai,JPN,14,False,Ref DIOP Baytir Sidy SEN
men,foil,2023,Coupe du Monde,A64,STENBECK-SCHIAVO Dario,GBR,11,False,MIHALYI Andor Istvan,HUN,15,True,Ref WONG Kam Kau HKG
men,foil,2023,Coupe du Monde,A64,YUNES Klod,UKR,10,False,MERTINE Julien,FRA,15,True,Ref SUH Sangwon KOR
men,foil,2023,Coupe du Monde,A64,CHAMLEY-WATSON Miles,USA,15,True,ARCHER Kristjan,GBR,5,False,Ref ACEVEDO Pablo PAN
men,foil,2023,Coupe du Monde,A64,JURKIEWICZ Jan,POL,15,True,EMMER Chase,USA,11,False,Ref CHUA Eugene Wee Hong SGP
men,foil,2023,Coupe du Monde,A64,OLIVARES Marcello,USA,15,True,FILIPPI Davide,ITA,14,False,Ref KOVRIJNYKH Andrei RSA
men,foil,2023,Coupe du Monde,A64,ALVARES DE OLIVEIRA Victor,CPV,10,False,GROETEKE Sebastiano,GER,15,True,Ref SUH Sangwon KOR
men,foil,2023,Coupe du Monde,A64,GU Daniel,CAN,9,False,INGARGIOLA Francesco,ITA,15,True,Ref ACEVEDO Pablo PAN
men,foil,2023,Coupe du Monde,A64,TOLDO Guilherme,BRA,15,True,ZENG Zhaoran,CHN,6,False,Ref HAMANO Tadashi JPN
men,foil,2023,Coupe du Monde,A64,LOUIE Bryce,USA,15,True,CUK Veljko,SRB,12,False,Ref ELSHABOURY  Mohab  EGY
men,foil,2023,Coupe du Monde,A64,HAMILTON Bogdan,CAN,9,False,ITO Takuma,JPN,15,True,Ref WANG Bo CHN
men,foil,2023,Coupe du Monde,A64,CHEN Yi-Tung,TPE,15,True,CHEN Chih Chieh,TPE,13,False,Ref MAMDOUH ALY Ahmed EGY
men,foil,2023,Coupe du Monde,A64,SEMENYUK Grigoriy,AIN,11,False,KLEIN Luis,GER,15,True,Ref HAMANO Tadashi JPN
men,foil,2023,Coupe du Monde,A64,FUNAMOTO Seishiro,JPN,9,False,HAYASHI Shoren,JPN,15,True,Ref ELSHABOURY  Mohab  EGY
men,foil,2023,Coupe du Monde,A64,OURSLER Charles,USA,9,False,TOLBA Abdelrahman,EGY,15,True,Ref WANG Bo CHN
men,foil,2023,Coupe du Monde,A64,IIMURA Kazuki,JPN,15,True,BORODACHEV Anton,AIN,10,False,Ref MAMDOUH ALY Ahmed EGY
men,foil,2023,Coupe du Monde,A64,KIM Dongsu,KOR,15,True,PADUA Carlos M.,PUR,9,False,Ref MAGE Pascal FRA
men,foil,2023,Coupe du Monde,A64,RZADKOWSKI Andrzej,POL,7,False,BABA Shunsuke,JPN,15,True,Ref EL HUSSEINY Rana EGY
men,foil,2023,Coupe du Monde,A64,NAGIMOV Marsel,AIN,15,True,FRUHAUF Benjamin,HUN,7,False,Ref FERJANI Mohamed Ayoub TUN
men,foil,2023,Coupe du Monde,A64,DI VEROLI Damiano,ITA,10,False,LOISEL Pierre,FRA,15,True,Ref KHALED Amr EGY
men,foil,2023,Coupe du Monde,A64,BEKKAT Thibaud,ALG,7,False,ALARCON Leopoldo,CHI,15,True,Ref MAGE Pascal FRA
men,foil,2023,Coupe du Monde,A64,DAVIS James-Andrew,GBR,10,False,SIDO Alexandre,FRA,15,True,Ref EL HUSSEINY Rana EGY
men,foil,2023,Coupe du Monde,A64,MEPSTEAD Marcus,GBR,12,False,EDIRI Alexandre,FRA,15,True,Ref KHALED Amr EGY
men,foil,2023,Coupe du Monde,A64,LECHNER Moritz,AUT,7,False,LUPERI Edoardo,ITA,15,True,Ref FERJANI Mohamed Ayoub TUN
men,epee,2023,Coupe du Monde,A256,JUNG Seungho,KOR,4,False,NAKAJIMA Kou,JPN,15,True,Ref VANDENBERK Florian BEL
men,epee,2023,Coupe du Monde,A256,BANYAI Zsombor,HUN,15,True,SALOKAS Arnas,LTU,12,False,Ref CIVIERO-AIVANO Ambre SUI
men,epee,2023,Coupe du Monde,A256,ZHANG Qinrui,CHN,11,False,CAMPOS ZARATE Andres Felipe,COL,15,True,Ref MUTSENIK Stanislav EST
men,epee,2023,Coupe du Monde,A256,SYCH Yan,UKR,10,True,NURMATOV Javokhirbek,UZB,8,False,
men,epee,2023,Coupe du Monde,A256,DILIBERTO Luca,ITA,11,True,CIMBOREVICS Ernests,LAT,10,False,Ref VANDENBERK Florian BEL
men,epee,2023,Coupe du Monde,A256,NUNEZ Pablo,CHI,15,True,SALZER Matej,CZE,6,False,Ref CIVIERO-AIVANO Ambre SUI
men,epee,2023,Coupe du Monde,A256,ZHANG Nicholas,CAN,13,True,DAGANI Elia,SUI,12,False,Ref MUTSENIK Stanislav EST
men,epee,2023,Coupe du Monde,A256,EAST William,GBR,10,False,DABIJA Adrian,ROU,15,True,Ref BERTA Gertrud HUN
men,epee,2023,Coupe du Monde,A256,MATSUMOTO Ryu,JPN,15,True,WU Hsiang-Ching,TPE,8,False,Ref VANDENBERK Florian BEL
men,epee,2023,Coupe du Monde,A256,LAU Ho Fung,HKG,10,False,HADDAD Justin,USA,15,True,Ref CIVIERO-AIVANO Ambre SUI
men,epee,2023,Coupe du Monde,A256,SOLA Jakov,CRO,13,False,TIMOSHENKO Kirill,GER,15,True,Ref MUTSENIK Stanislav EST
men,epee,2023,Coupe du Monde,A256,HUSSON Geoffroy,BEL,8,False,CASTILLO GUTIERREZ Juan Andres,COL,15,True,
men,epee,2023,Coupe du Monde,A256,SINGH Udaivir,IND,12,False,HUANG Xiaotong,CHN,15,True,Ref VANDENBERK Florian BEL
men,epee,2023,Coupe du Monde,A256,SVYSTIL Vitaliy,UKR,7,False,RUBES Martin,CZE,15,True,Ref CIVIERO-AIVANO Ambre SUI
men,epee,2023,Coupe du Monde,A256,HERZBERG Fabian,GER,15,True,DIABATE Keletigui,MLI,7,False,Ref MUTSENIK Stanislav EST
men,epee,2023,Coupe du Monde,A256,BRUNOLD Bruce,SUI,13,False,KIM Jaewon,KOR,15,True,Ref BERTA Gertrud HUN
men,epee,2023,Coupe du Monde,A256,PIATTI Enrico,ITA,15,True,FUHRIMANN Jonathan,SUI,14,False,Ref VANDENBERK Florian BEL
men,epee,2023,Coupe du Monde,A256,MENCARELLI Simone,ITA,15,True,ZAWROTNIAK Radoslaw,POL,5,False,Ref CIVIERO-AIVANO Ambre SUI
men,epee,2023,Coupe du Monde,A256,PARK Hyunbin,KOR,11,False,ZHULINSKIY Nikita,KAZ,15,True,Ref MUTSENIK Stanislav EST
men,epee,2023,Coupe du Monde,A256,PEREZ  ONDARTS Lucio,ARG,15,True,HO Wai Hang,HKG,12,False,
men,epee,2023,Coupe du Monde,A256,BITSCH Peter,GER,15,True,RUSSELL James,GBR,6,False,Ref VANDENBERK Florian BEL
men,epee,2023,Coupe du Monde,A256,STANGE Jakob,GER,15,True,SIMMONS Ariel,USA,14,False,Ref CIVIERO-AIVANO Ambre SUI
men,epee,2023,Coupe du Monde,A256,LIMARDO Jesus,VEN,12,False,SVENSSON Jonathan,SWE,13,True,Ref MUTSENIK Stanislav EST
men,epee,2023,Coupe du Monde,A256,HOUSIEAUX Marc,BEL,8,False,JURKA Jakub,CZE,15,True,Ref HATZOPOULOS Eleftherios GRE
men,epee,2023,Coupe du Monde,A256,HEINAMAA Akseli,FIN,15,True,ABED Faisal,KSA,6,False,Ref BAKER David AUS
men,epee,2023,Coupe du Monde,A256,ALIMZHANOV Elmir,KAZ,15,True,SON Minseong,KOR,8,False,Ref HAENSCHKE Louis Albert GER
men,epee,2023,Coupe du Monde,A256,ITO Inochi,JPN,10,False,TAURIAINEN Topias,FIN,15,True,Ref AULAR Aleska VEN
men,epee,2023,Coupe du Monde,A256,SITO Jian Tong,SGP,15,True,CACERES CASTELLANOS Mario Estiben,COL,8,False,Ref HATZOPOULOS Eleftherios GRE
men,epee,2023,Coupe du Monde,A256,VINEIS Sven,SUI,15,True,XIU Yuhan,CHN,14,False,Ref BAKER David AUS
men,epee,2023,Coupe du Monde,A256,IYOKI Kent,USA,15,True,LEE Simon Renjie,SGP,11,False,Ref FISCHER Maike GER
men,epee,2023,Coupe du Monde,A256,GAVALDA Eugeni,ESP,15,True,EHRINGHAUS Mika,GER,11,False,Ref AULAR Aleska VEN
men,epee,2023,Coupe du Monde,A256,FRAZAO Filipe,POR,10,False,HAURI Ian,SUI,15,True,Ref HATZOPOULOS Eleftherios GRE
men,epee,2023,Coupe du Monde,A256,FAVRE Hadrien,SUI,15,True,MARKOTA Vedran,CRO,13,False,Ref BAKER David AUS
men,epee,2023,Coupe du Monde,A256,STAHL Gosta,SWE,9,False,ISLAS FLYGARE Linus,SWE,14,True,Ref HAENSCHKE Louis Albert GER
men,epee,2023,Coupe du Monde,A256,FENYVESI Csaba,HUN,15,True,ERBETTA Diego,SUI,4,False,Ref AULAR Aleska VEN
men,epee,2023,Coupe du Monde,A256,GE Yilu,TPE,10,False,UNTERHAUSER Samuel,GER,15,True,Ref HATZOPOULOS Eleftherios GRE
men,epee,2023,Coupe du Monde,A256,SCHUMACHER Cooper,USA,8,False,BIELEC Maciej,POL,15,True,Ref BAKER David AUS
men,epee,2023,Coupe du Monde,A256,PUAH Zee Cher,SGP,4,False,LUBIENIECKI Wojciech,POL,15,True,Ref FISCHER Maike GER
men,epee,2023,Coupe du Monde,A256,FRENCH Dylan,CAN,15,True,ODGERS James,GBR,9,False,Ref AULAR Aleska VEN
men,epee,2023,Coupe du Monde,A256,JENSEN August Lindstroem,DEN,11,False,CROOK Lachlan,AUS,15,True,Ref HATZOPOULOS Eleftherios GRE
men,epee,2023,Coupe du Monde,A256,ESKOV Ruslan,EST,15,True,LIMARDO Francisco,VEN,9,False,Ref BAKER David AUS
men,epee,2023,Coupe du Monde,A256,COHEN Yonatan,ISR,11,False,ROMERO Juan Pedro,ESP,15,True,Ref HAENSCHKE Louis Albert GER
men,epee,2023,Coupe du Monde,A256,NOGANOWICZ Karol,POL,10,False,KELLY Christopher,SWE,15,True,Ref AULAR Aleska VEN
men,epee,2023,Coupe du Monde,A256,BOREL Yannick,FRA,15,True,JOHANIDES Lukas Jakub,SVK,10,False,Ref HATZOPOULOS Eleftherios GRE
men,epee,2023,Coupe du Monde,A256,NORTH Gary,USA,15,True,KULOZIK Julian,GER,11,False,Ref BAKER David AUS
men,epee,2023,Coupe du Monde,A256,DUDUC Alex,SVK,13,False,TULEN Rafael,NED,15,True,Ref FISCHER Maike GER
men,epee,2023,Coupe du Monde,A256,YASSEEN Mohamed,EGY,15,True,VAN DE STEENE Adrian,BEL,13,False,Ref PETKOVA Lazarina BUL
men,epee,2023,Coupe du Monde,A256,MESSIEN Alexis,FRA,12,False,SZAPARY Tristan,USA,15,True,Ref BASTYNS Olivier BEL
men,epee,2023,Coupe du Monde,A256,POPOVIC Milos,MNE,5,False,ROUBAILO Niels,NED,15,True,Ref AMEZ-DROZ Leon SUI
men,epee,2023,Coupe du Monde,A256,LUGONES RUGGERI Jesus Andres,ARG,15,True,IBANEZ Alvaro,ESP,10,False,Ref DRESCHER Tim GER
men,epee,2023,Coupe du Monde,A256,SEUNGJONG Kim,KOR,14,False,BROOKE Alec,GBR,15,True,Ref PETKOVA Lazarina BUL
men,epee,2023,Coupe du Monde,A256,LOPEZ CORAZON Diego,ESP,15,True,POSTMA Randy,NED,12,False,Ref BASTYNS Olivier BEL
men,epee,2023,Coupe du Monde,A256,KWEON Youngjun,KOR,15,True,ALTAWEEL Hussain,KSA,14,False,Ref ECKL Kristin GER
men,epee,2023,Coupe du Monde,A256,BONFERRONI Gabriel,SUI,13,False,JOSE Noelito,PHI,14,True,Ref DRESCHER Tim GER
men,epee,2023,Coupe du Monde,A256,YOO Justin,USA,13,False,MICHALAK Damian,POL,15,True,Ref PETKOVA Lazarina BUL
men,epee,2023,Coupe du Monde,A256,PIETROBELLI Giacomo Patrick,IRL,15,True,PITRA Pavel,CZE,14,False,Ref BASTYNS Olivier BEL
men,epee,2023,Coupe du Monde,A256,SHEUM Bron,SGP,15,True,KHAPERSKIY Fedor,ISR,10,False,Ref AMEZ-DROZ Leon SUI
men,epee,2023,Coupe du Monde,A256,KARDASZEWICZ Jan,POL,8,False,ELKORD Houssam,MAR,15,True,Ref DRESCHER Tim GER
men,epee,2023,Coupe du Monde,A256,BELLMANN Lukas,GER,15,True,SCHMIDT Richard,GER,11,False,Ref PETKOVA Lazarina BUL
men,epee,2023,Coupe du Monde,A256,HASANOV Ruslan,AZE,15,True,OPANASENKO Andrii,UKR,11,False,Ref BASTYNS Olivier BEL
men,epee,2023,Coupe du Monde,A256,DORATI AMEGLIO Arturo Isaac,PAN,15,True,MUMINOV Nodirbek,UZB,11,False,Ref ECKL Kristin GER
men,epee,2023,Coupe du Monde,A256,CHANDRAN Roshan,AUS,12,False,SMOAK Omari,USA,15,True,Ref DRESCHER Tim GER
men,epee,2023,Coupe du Monde,A256,ARMALEO Filippo,ITA,13,True,MA Segeon,KOR,12,False,Ref PETKOVA Lazarina BUL
men,epee,2023,Coupe du Monde,A256,MURAYAMA Kentaro,JPN,13,False,DEHN Julius,GER,15,True,Ref BASTYNS Olivier BEL
men,epee,2023,Coupe du Monde,A256,SERTAY Yerlik,KAZ,15,True,FURUTA Ikuo,JPN,7,False,Ref AMEZ-DROZ Leon SUI
men,epee,2023,Coupe du Monde,A256,ELLIS Yehia,MAR,11,False,YANG Fengming,CHN,15,True,Ref DRESCHER Tim GER
men,epee,2023,Coupe du Monde,A256,STANKEVYCH Volodymyr,UKR,9,False,CALDERON Diego,ESP,15,True,Ref PETKOVA Lazarina BUL
men,epee,2023,Coupe du Monde,A256,PRIINITS Sten,EST,13,False,PAOLINI Giacomo,ITA,14,True,Ref BASTYNS Olivier BEL
men,epee,2023,Coupe du Monde,A256,FAVA Alex,FRA,15,True,KLAUS Robert,CZE,6,False,Ref ECKL Kristin GER
men,epee,2023,Coupe du Monde,A256,CUPR Michal,CZE,14,False,BILLA Gaetan,FRA,15,True,Ref KOVRLIJA Ana SRB
men,epee,2023,Coupe du Monde,A256,ALHUSSAIN Ahmad Abbas I.,KSA,12,False,PAGANELLI Marco,ITA,15,True,Ref TENBERGEN Paul GER
men,epee,2023,Coupe du Monde,A256,NG Ting Hin,HKG,8,False,DERKSEN Ruben,NED,15,True,Ref MAUNZ Florian GER
men,epee,2023,Coupe du Monde,A256,BALCAR Josef,CZE,14,True,BAKER Matthew,NZL,10,False,Ref REISS Daniel GER
men,epee,2023,Coupe du Monde,A256,SCHUHMANN Jan,AUT,15,True,KAVVADIAS Savvas,GRE,11,False,Ref KOVRLIJA Ana SRB
men,epee,2023,Coupe du Monde,A256,GORBACHUK Yevgeniy,UKR,13,False,BROCHARD Theo,SUI,15,True,Ref TENBERGEN Paul GER
men,epee,2023,Coupe du Monde,A256,PAAVOLAINEN Vaino,FIN,6,False,EL HAOUARI Abdelkarim,MAR,10,True,Ref MAUNZ Florian GER
men,epee,2023,Coupe du Monde,A256,VAN GAMEREN Axl,NED,14,False,PETROV Roman,KGZ,15,True,Ref REISS Daniel GER
men,epee,2023,Coupe du Monde,A256,JANSSENS William,BEL,15,True,SOCHA Jan,POL,14,False,Ref KOVRLIJA Ana SRB
men,epee,2023,Coupe du Monde,A256,BUZZACCHINO Gianpaolo,ITA,10,False,SANCHEZ-LETHEM Paul James,GBR,15,True,Ref TENBERGEN Paul GER
men,epee,2023,Coupe du Monde,A256,TSOKAS Nikolaos,GRE,6,False,ELSOKKARY Ahmad,EGY,13,True,Ref MAUNZ Florian GER
men,epee,2023,Coupe du Monde,A256,ALDAWOOD Jawad,KSA,11,False,TAFENAU Kasper,EST,15,True,Ref REISS Daniel GER
men,epee,2023,Coupe du Monde,A256,ROD Max,POR,13,False,ANDREWS Benjamin,GBR,15,True,Ref KOVRLIJA Ana SRB
men,epee,2023,Coupe du Monde,A256,KOVACKI Milos,AUT,12,False,SANER Harry,RSA,13,True,Ref TENBERGEN Paul GER
men,epee,2023,Coupe du Monde,A256,CAIKOVSKIS Glebs,LAT,6,False,HEINZER Max,SUI,15,True,Ref MAUNZ Florian GER
men,epee,2023,Coupe du Monde,A256,CAMARGO Alexandre,BRA,10,False,TAKAHASHI Miraku,JPN,15,True,Ref REISS Daniel GER
men,epee,2023,Coupe du Monde,A256,ALSHATTI Abdulaziz,KUW,15,True,ENGLISH Alexander,AUS,12,False,Ref REISS Daniel GER
men,epee,2023,Coupe du Monde,A256,FAFARD Fynn,CAN,13,False,KESZTHELYI Zsombor,HUN,15,True,Ref TENBERGEN Paul GER
men,epee,2023,Coupe du Monde,A256,KOLANCZYK Wojciech,POL,12,False,GIANNOTTE Flavio,LUX,15,True,Ref MAUNZ Florian GER
men,epee,2023,Coupe du Monde,A256,BARTKO Levente,HUN,12,False,BODOCZI Nikolaus,GER,15,True,Ref KOVRLIJA Ana SRB
men,epee,2023,Coupe du Monde,A256,LAWSON Nicholas,USA,15,True,HOCH Andre,GER,11,False,Ref KOVRLIJA Ana SRB
men,epee,2023,Coupe du Monde,A256,OYA Kensuke,JPN,11,False,NG Ho Tin,HKG,13,True,Ref TENBERGEN Paul GER
men,epee,2023,Coupe du Monde,A256,SHARLAIMOV Vadim,KAZ,15,True,ISKROV Svetlozar,BUL,7,False,Ref MAUNZ Florian GER
men,epee,2023,Coupe du Monde,A128,KOVACS Gergely,HUN,14,False,NAKAJIMA Kou,JPN,15,True,Ref MUTSENIK Stanislav EST
men,epee,2023,Coupe du Monde,A128,BANYAI Zsombor,HUN,15,True,CAMPOS ZARATE Andres Felipe,COL,14,False,Ref HAENSCHKE Louis Albert GER
men,epee,2023,Coupe du Monde,A128,BUTA Levente,HUN,10,False,SYCH Yan,UKR,15,True,Ref VANDENBERK Florian BEL
men,epee,2023,Coupe du Monde,A128,DILIBERTO Luca,ITA,9,False,GONELL Gerard,ESP,15,True,Ref BAKER David AUS
men,epee,2023,Coupe du Monde,A128,TULEN Tristan,NED,15,True,NUNEZ Pablo,CHI,7,False,Ref TENBERGEN Paul GER
men,epee,2023,Coupe du Monde,A128,ZHANG Nicholas,CAN,15,True,DABIJA Adrian,ROU,10,False,Ref HAENSCHKE Louis Albert GER
men,epee,2023,Coupe du Monde,A128,MATSUMOTO Ryu,JPN,15,True,HADDAD Justin,USA,10,False,Ref VANDENBERK Florian BEL
men,epee,2023,Coupe du Monde,A128,TIMOSHENKO Kirill,GER,8,False,TREBIS Michael,GER,15,True,Ref BAKER David AUS
men,epee,2023,Coupe du Monde,A128,YAMADA Masaru,JPN,15,True,CASTILLO GUTIERREZ Juan Andres,COL,4,False,Ref MUTSENIK Stanislav EST
men,epee,2023,Coupe du Monde,A128,HUANG Xiaotong,CHN,13,False,RUBES Martin,CZE,14,True,Ref HAENSCHKE Louis Albert GER
men,epee,2023,Coupe du Monde,A128,HERZBERG Fabian,GER,5,False,KIM Jaewon,KOR,15,True,Ref VANDENBERK Florian BEL
men,epee,2023,Coupe du Monde,A128,PIATTI Enrico,ITA,15,True,JUNG Byeungchan,KOR,9,False,Ref BAKER David AUS
men,epee,2023,Coupe du Monde,A128,SANTARELLI Andrea,ITA,5,False,MENCARELLI Simone,ITA,15,True,Ref TENBERGEN Paul GER
men,epee,2023,Coupe du Monde,A128,ZHULINSKIY Nikita,KAZ,15,True,PEREZ  ONDARTS Lucio,ARG,11,False,Ref HAENSCHKE Louis Albert GER
men,epee,2023,Coupe du Monde,A128,BITSCH Peter,GER,15,True,STANGE Jakob,GER,6,False,Ref VANDENBERK Florian BEL
men,epee,2023,Coupe du Monde,A128,SVENSSON Jonathan,SWE,15,True,KELPE Bendix,GER,11,False,Ref BAKER David AUS
men,epee,2023,Coupe du Monde,A128,PEREIRA Yulen,ESP,15,True,JURKA Jakub,CZE,14,False,Ref AULAR Aleska VEN
men,epee,2023,Coupe du Monde,A128,HEINAMAA Akseli,FIN,13,False,ALIMZHANOV Elmir,KAZ,15,True,
men,epee,2023,Coupe du Monde,A128,TAURIAINEN Topias,FIN,9,False,SITO Jian Tong,SGP,15,True,Ref HATZOPOULOS Eleftherios GRE
men,epee,2023,Coupe du Monde,A128,VINEIS Sven,SUI,15,True,FONG Hoi Sun,HKG,6,False,Ref FISCHER Maike GER
men,epee,2023,Coupe du Monde,A128,MAKIIENKO Ievgen,UKR,14,False,IYOKI Kent,USA,15,True,Ref AULAR Aleska VEN
men,epee,2023,Coupe du Monde,A128,GAVALDA Eugeni,ESP,11,False,HAURI Ian,SUI,15,True,
men,epee,2023,Coupe du Monde,A128,FAVRE Hadrien,SUI,15,True,ISLAS FLYGARE Linus,SWE,11,False,Ref HATZOPOULOS Eleftherios GRE
men,epee,2023,Coupe du Monde,A128,FENYVESI Csaba,HUN,15,True,JORGENSEN Patrick,DEN,9,False,Ref FISCHER Maike GER
men,epee,2023,Coupe du Monde,A128,HANSEN Jonas,USA,15,True,UNTERHAUSER Samuel,GER,12,False,Ref AULAR Aleska VEN
men,epee,2023,Coupe du Monde,A128,BIELEC Maciej,POL,15,True,LUBIENIECKI Wojciech,POL,10,False,
men,epee,2023,Coupe du Monde,A128,FRENCH Dylan,CAN,15,True,CROOK Lachlan,AUS,13,False,Ref HATZOPOULOS Eleftherios GRE
men,epee,2023,Coupe du Monde,A128,ESKOV Ruslan,EST,15,True,FRAZAO Miguel,POR,11,False,Ref FISCHER Maike GER
men,epee,2023,Coupe du Monde,A128,REIZLIN Igor,UKR,9,False,ROMERO Juan Pedro,ESP,15,True,Ref AULAR Aleska VEN
men,epee,2023,Coupe du Monde,A128,KELLY Christopher,SWE,5,False,BERAN Jiri,CZE,15,True,
men,epee,2023,Coupe du Monde,A128,BOREL Yannick,FRA,15,True,NORTH Gary,USA,8,False,Ref HATZOPOULOS Eleftherios GRE
men,epee,2023,Coupe du Monde,A128,TULEN Rafael,NED,10,False,MAHRINGER Josef,AUT,14,True,Ref FISCHER Maike GER
men,epee,2023,Coupe du Monde,A128,GALLY Aymerick,FRA,10,False,YASSEEN Mohamed,EGY,15,True,Ref BASTYNS Olivier BEL
men,epee,2023,Coupe du Monde,A128,SZAPARY Tristan,USA,15,True,ROUBAILO Niels,NED,10,False,Ref CIVIERO-AIVANO Ambre SUI
men,epee,2023,Coupe du Monde,A128,GALABOV Yordan,BUL,14,False,LUGONES RUGGERI Jesus Andres,ARG,15,True,Ref BERTA Gertrud HUN
men,epee,2023,Coupe du Monde,A128,BROOKE Alec,GBR,15,True,MARQUES Leonardo,POR,7,False,Ref REISS Daniel GER
