Gender,Weapon,Season,Competition,Round,Fencer1 Name,Fencer1 Nation,Fencer1 Score,Fencer1 Winner,Fencer2 Name,Fencer2 Nation,Fencer2 Score,Fencer2 Winner,Referees
women,epee,2023,Coupe du Monde,A256,VAINBERG Sophia,ISR,14,True,MATEOS Maria,ESP,13,False,Ref NDIAYE Pape Mamadou SEN
women,epee,2023,Coupe du Monde,A256,KORNEEVA Arina,GEO,13,False,NARITA Ruka,JPN,15,True,Ref COLMAN ORTELLADO Ever Augusto PAR
women,epee,2023,Coupe du Monde,A256,CHEN Chen,CHN,15,True,LUGO Eliana,VEN,10,False,Ref REJAS DEL CAMPO Pablo ESP
women,epee,2023,Coupe du Monde,A256,FEKETE Bosziljka,HUN,13,True,JIANG Huishuang,CHN,12,False,Ref REJAS DEL CAMPO Pablo ESP
women,epee,2023,Coupe du Monde,A256,MAJDANDZIC Andrea,CRO,9,False,CHU Ka Mong,HKG,14,True,Ref REJAS DEL CAMPO Pablo ESP
women,epee,2023,Coupe du Monde,A256,BOTVINNIK Yana,ISR,15,True,JANICKA Weronika,POL,13,False,Ref CHICHON Vanesa ESP
women,epee,2023,Coupe du Monde,A256,FOIETTA Nicol,ITA,15,True,SALMINEN Anna,FIN,6,False,Ref REJAS DEL CAMPO Pablo ESP
women,epee,2023,Coupe du Monde,A256,GOLDMANN Lara,GER,15,True,STAEHLI Laura,SUI,14,False,Ref HERRERA Emilio ESP
women,epee,2023,Coupe du Monde,A256,FAVRE Aurore,SUI,14,True,BATSAIKHAN Amarzaya,MGL,10,False,Ref HERRERA Emilio ESP
women,epee,2023,Coupe du Monde,A256,BULMAN Imogen,GBR,15,True,MURIDOVA Tamila,GEO,12,False,Ref HERRERA Emilio ESP
women,epee,2023,Coupe du Monde,A256,KUNA Jana,CRO,15,True,LABRO Emma,BEL,8,False,Ref HERRERA Emilio ESP
women,epee,2023,Coupe du Monde,A256,SIZOO Isaura,NED,5,False,KLASIK Alicja,POL,15,True,Ref CHICHON Vanesa ESP
women,epee,2023,Coupe du Monde,A256,LEONTE Mihaela,ROU,8,False,PAWLOWSKA Magdalena,POL,15,True,Ref CHICHON Vanesa ESP
women,epee,2023,Coupe du Monde,A256,LARSEN Sarah Schremmer,DEN,3,False,KANG Young Mi,KOR,15,True,Ref BALOGH Reka ROU
women,epee,2023,Coupe du Monde,A256,FREIREICH Maya,ISR,10,False,LIU Charlene Kai Yan,USA,15,True,Ref BALOGH Reka ROU
women,epee,2023,Coupe du Monde,A256,WETZKER Laura Katalin,GER,15,True,VUORINEN Anna,FIN,14,False,Ref CHICHON Vanesa ESP
women,epee,2023,Coupe du Monde,A256,GARCIA RODRIGUEZ Ines,ESP,14,True,ZGRYZNIAK Kinga,POL,13,False,Ref NDIAYE Pape Mamadou SEN
women,epee,2023,Coupe du Monde,A256,HATZ Fiona,SUI,15,True,FALLON Kyle,USA,10,False,Ref BRAVO Daniel ESP
women,epee,2023,Coupe du Monde,A256,FRANSSON Emma,SWE,10,False,LAWSON Danielle,GBR,15,True,Ref BRAVO Daniel ESP
women,epee,2023,Coupe du Monde,A256,REESINCK Sophie,NED,7,False,XIE Yuchen,CHN,15,True,Ref BRAVO Daniel ESP
women,epee,2023,Coupe du Monde,A256,IZZO Iulia,SUI,14,False,GALPER Eva,ISR,15,True,Ref BRAVO Daniel ESP
women,epee,2023,Coupe du Monde,A128,PIRKOWSKI Amanda,USA,14,True,CISNEROS Sofia,ESP,13,False,Ref MAGHAYREH Eyyad JOR
women,epee,2023,Coupe du Monde,A128,YIN Julia,CAN,15,True,SERSOT Jade,FRA,9,False,Ref MAGHAYREH Eyyad JOR
women,epee,2023,Coupe du Monde,A128,FAVRE Angeline,SUI,0,True,SICA Susan Maria,GBR,0,False,Ref MAGHAYREH Eyyad JOR
women,epee,2023,Coupe du Monde,A128,GNAM Tamara,HUN,12,False,TOBY Natalia,USA,15,True,Ref MAGHAYREH Eyyad JOR
women,epee,2023,Coupe du Monde,A128,BOZZA Alessandra,ITA,12,True,LEE Jiyoung,KOR,10,False,Ref SPEAKMAN Adrian GBR
women,epee,2023,Coupe du Monde,A128,TORREGO Alicia,ESP,13,True,KARDOS Edina,HUN,12,False,Ref SPEAKMAN Adrian GBR
women,epee,2023,Coupe du Monde,A128,JONAS Anna,GER,14,False,GUCHMAZOVA Maia,GEO,15,True,Ref SPEAKMAN Adrian GBR
women,epee,2023,Coupe du Monde,A128,NI Qiyao,CHN,3,False,BRUNNER Pauline,SUI,15,True,Ref SPEAKMAN Adrian GBR
women,epee,2023,Coupe du Monde,A128,MACKINNON Leonora,CAN,14,False,FEYGIN Nicole,ISR,15,True,Ref COLMAN ORTELLADO Ever Augusto PAR
women,epee,2023,Coupe du Monde,A128,NAGY Blanka Virag,HUN,13,False,HEINZ Vanessa,GER,15,True,Ref COLMAN ORTELLADO Ever Augusto PAR
women,epee,2023,Coupe du Monde,A128,ZUIKOVA Veronika,EST,15,True,ASIS Lizzie,VEN,14,False,Ref COLMAN ORTELLADO Ever Augusto PAR
women,epee,2023,Coupe du Monde,A128,JACQUES ANDRE COQUIN Josephine,FRA,15,True,PISTSOVA Ulyana,KAZ,9,False,Ref COLMAN ORTELLADO Ever Augusto PAR
women,epee,2023,Coupe du Monde,A128,YU Sihan,CHN,15,True,KOWALCZYK Sara Maria,ITA,7,False,Ref ANDERTON Grant IRL
women,epee,2023,Coupe du Monde,A128,XUAN Nicole,CAN,5,False,EHAB Nardin,EGY,15,True,Ref ANDERTON Grant IRL
women,epee,2023,Coupe du Monde,A128,NIXON Catherine,USA,12,False,VARFOLOMYEYEVA Darja,UKR,15,True,Ref ANDERTON Grant IRL
women,epee,2023,Coupe du Monde,A128,PANTELYEYEVA Kseniya,UKR,0,False,DI TELLA Isabel,ARG,0,True,Ref ANDERTON Grant IRL
women,epee,2023,Coupe du Monde,A128,MOESCHLIN Noemi,SUI,15,True,VIVEROS Montserrat,PAR,14,False,Ref BRAVO Daniel ESP
women,epee,2023,Coupe du Monde,A128,HSIEH Kaylin Sin Yan,HKG,15,True,SOLIMAN Loulwa,EGY,13,False,Ref BRAVO Daniel ESP
women,epee,2023,Coupe du Monde,A128,CHWOJNIK Tamara,ARG,12,False,ZABOLOTNA Daryna,UKR,15,True,Ref BRAVO Daniel ESP
women,epee,2023,Coupe du Monde,A128,ELMER Luise,AUT,14,False,BABA Haruna,JPN,15,True,Ref BRAVO Daniel ESP
women,epee,2023,Coupe du Monde,A128,TRZEBINSKA Ewa,POL,12,True,XIAO Ruien,CAN,2,False,Ref HERNANDEZ ALSTON Carlos Guillermo NCA
women,epee,2023,Coupe du Monde,A128,HESS SANCHO Gala,GER,7,False,SHI Yuexin,CHN,15,True,Ref HERNANDEZ ALSTON Carlos Guillermo NCA
women,epee,2023,Coupe du Monde,A128,HUSISIAN Hadley,USA,15,True,BOS Valentina,SUI,6,False,Ref HERNANDEZ ALSTON Carlos Guillermo NCA
women,epee,2023,Coupe du Monde,A128,SPAS Anastasiia,GEO,10,False,MULTERER Ricarda,GER,13,True,Ref HERNANDEZ ALSTON Carlos Guillermo NCA
women,epee,2023,Coupe du Monde,A128,KRIEGER Angela,SUI,0,False,VANDINGENEN Aube,BEL,0,True,Ref BALOGH Reka ROU
women,epee,2023,Coupe du Monde,A128,LIN Yik Hei Coco,HKG,15,True,SVYSTIL Yuliya,UKR,11,False,Ref BALOGH Reka ROU
women,epee,2023,Coupe du Monde,A128,BELJAJEVA Julia,EST,15,True,AGATH Thordis,AUT,4,False,Ref BALOGH Reka ROU
women,epee,2023,Coupe du Monde,A128,TRADITI Gaia,ITA,11,False,FERNANDEZ CALLEJA Sara,ESP,12,True,Ref BALOGH Reka ROU
women,epee,2023,Coupe du Monde,A128,CONRAD Anastasia,SUI,15,True,KALMAN Gyongyver,HUN,13,False,Ref NDIAYE Pape Mamadou SEN
women,epee,2023,Coupe du Monde,A128,VERES Greta,ROU,15,True,LOZANO Candela,ESP,10,False,Ref NDIAYE Pape Mamadou SEN
women,epee,2023,Coupe du Monde,A128,CISNEROS Alejandra,ESP,0,False,RODOPOULOU Nefeli,GRE,0,True,Ref NDIAYE Pape Mamadou SEN
women,epee,2023,Coupe du Monde,A128,HECHT Dar,ISR,15,True,GRIJAK Jana,SRB,9,False,Ref NDIAYE Pape Mamadou SEN
women,epee,2023,Coupe du Monde,A128,BEZHURA Dzhoan Feybi,UKR,15,True,IVCHENKO Anastasia,UKR,11,False,Ref CIVIERO-AIVANO Ambre SUI
women,epee,2023,Coupe du Monde,A128,GOMEZ LOPEZ Silvia,ESP,11,False,RAPOSO Dana,ESP,15,True,Ref CIVIERO-AIVANO Ambre SUI
women,epee,2023,Coupe du Monde,A128,TEJEDA Sheila Liliana,MEX,13,True,GRADY Miriam,USA,12,False,Ref CIVIERO-AIVANO Ambre SUI
women,epee,2023,Coupe du Monde,A128,WU Amelia,TPE,4,False,WASHINGTON Isis,USA,12,True,Ref CIVIERO-AIVANO Ambre SUI
women,epee,2023,Coupe du Monde,A128,TANG Junyao,CHN,15,True,CARON Julia,GBR,8,False,Ref REJAS DEL CAMPO Pablo ESP
women,epee,2023,Coupe du Monde,A128,MROSZCZAK Anna,POL,8,False,LIM Taehee,KOR,15,True,Ref REJAS DEL CAMPO Pablo ESP
women,epee,2023,Coupe du Monde,A128,SWATOWSKA-WENGLARCZYK Martyna,POL,13,False,MAKSYMENKO Anna,UKR,15,True,Ref REJAS DEL CAMPO Pablo ESP
women,epee,2023,Coupe du Monde,A128,VERRET Alexanne,CAN,15,True,YOSHIMURA Miho,JPN,8,False,Ref REJAS DEL CAMPO Pablo ESP
women,epee,2023,Coupe du Monde,A128,SONT Emma,ROU,7,True,PYTKA Kamila,POL,6,False,Ref CHICHON Vanesa ESP
women,epee,2023,Coupe du Monde,A128,PREDESCU Alexandra,ROU,15,True,PINGGERA Elisabeth,AUT,11,False,Ref CHICHON Vanesa ESP
women,epee,2023,Coupe du Monde,A128,EMBRICH Irina,EST,15,True,KIM Hyangeun,KOR,11,False,Ref CHICHON Vanesa ESP
women,epee,2023,Coupe du Monde,A128,PARK Sohyeong,KOR,15,True,VIZEU Victoria,BRA,8,False,Ref CHICHON Vanesa ESP
women,epee,2023,Coupe du Monde,A128,BIELESZOVA Veronika,CZE,15,True,ZENS Anna,LUX,6,False,Ref STEINBERG Maria ESP
women,epee,2023,Coupe du Monde,A128,ZITTEL Alexandra,GER,12,False,SATO Nozomi,JPN,13,True,Ref STEINBERG Maria ESP
women,epee,2023,Coupe du Monde,A128,ABDUL RAHMAN Kiria Tikanah,SGP,8,False,PAULIS Lucrezia,ITA,15,True,Ref STEINBERG Maria ESP
women,epee,2023,Coupe du Monde,A128,VAINBERG Sophia,ISR,14,False,BOGDANOV Adele,ISR,15,True,Ref STEINBERG Maria ESP
women,epee,2023,Coupe du Monde,A128,ISOLA Federica,ITA,15,True,NARITA Ruka,JPN,8,False,Ref GASSET Agusti ESP
women,epee,2023,Coupe du Monde,A128,CHEN Chen,CHN,15,True,FEKETE Bosziljka,HUN,11,False,Ref GASSET Agusti ESP
women,epee,2023,Coupe du Monde,A128,MESIC Ana,CRO,8,False,CHU Ka Mong,HKG,15,True,Ref GASSET Agusti ESP
women,epee,2023,Coupe du Monde,A128,BOTVINNIK Yana,ISR,15,True,KULESHOVA Polina,UKR,10,False,Ref GASSET Agusti ESP
women,epee,2023,Coupe du Monde,A128,CHAN Wai Ling,HKG,4,False,FOIETTA Nicol,ITA,14,True,Ref PAGHIEV Mihail MDA
women,epee,2023,Coupe du Monde,A128,GOLDMANN Lara,GER,6,False,NABETH Camille,FRA,15,True,Ref PAGHIEV Mihail MDA
women,epee,2023,Coupe du Monde,A128,FAVRE Aurore,SUI,15,True,BULMAN Imogen,GBR,9,False,Ref PAGHIEV Mihail MDA
women,epee,2023,Coupe du Monde,A128,KUNA Jana,CRO,10,False,GUZZI VINCENTI Margherita,USA,15,True,Ref PAGHIEV Mihail MDA
women,epee,2023,Coupe du Monde,A128,CEBULA Anne,USA,15,True,KLASIK Alicja,POL,14,False,Ref HERRERA Emilio ESP
women,epee,2023,Coupe du Monde,A128,PAWLOWSKA Magdalena,POL,11,False,KANG Young Mi,KOR,12,True,Ref HERRERA Emilio ESP
women,epee,2023,Coupe du Monde,A128,CHAN Tsz Ching,HKG,10,False,LIU Charlene Kai Yan,USA,15,True,Ref HERRERA Emilio ESP
women,epee,2023,Coupe du Monde,A128,WETZKER Laura Katalin,GER,9,False,EHLER Alexandra,GER,15,True,Ref HERRERA Emilio ESP
women,epee,2023,Coupe du Monde,A128,YU Danwoo,KOR,9,False,GARCIA RODRIGUEZ Ines,ESP,10,True,Ref KIAVUE Ella FRA
women,epee,2023,Coupe du Monde,A128,HATZ Fiona,SUI,0,False,SUZUKI Honami,JPN,0,True,Ref KIAVUE Ella FRA
women,epee,2023,Coupe du Monde,A128,LAWSON Danielle,GBR,15,True,XIE Yuchen,CHN,6,False,Ref KIAVUE Ella FRA
women,epee,2023,Coupe du Monde,A128,GALPER Eva,ISR,15,True,BRYCH Barbara,POL,13,False,Ref KIAVUE Ella FRA
women,epee,2023,Coupe du Monde,A64,PIRKOWSKI Amanda,USA,14,False,YIN Julia,CAN,15,True,Ref CIVIERO-AIVANO Ambre SUI
women,epee,2023,Coupe du Monde,A64,FAVRE Angeline,SUI,15,True,TOBY Natalia,USA,12,False,Ref MAGHAYREH Eyyad JOR
women,epee,2023,Coupe du Monde,A64,BOZZA Alessandra,ITA,13,True,TORREGO Alicia,ESP,9,False,Ref ANDERTON Grant IRL
women,epee,2023,Coupe du Monde,A64,GUCHMAZOVA Maia,GEO,15,True,BRUNNER Pauline,SUI,14,False,Ref BRAVO Daniel ESP
women,epee,2023,Coupe du Monde,A64,FEYGIN Nicole,ISR,13,False,HEINZ Vanessa,GER,15,True,Ref NDIAYE Pape Mamadou SEN
women,epee,2023,Coupe du Monde,A64,ZUIKOVA Veronika,EST,12,False,JACQUES ANDRE COQUIN Josephine,FRA,15,True,Ref CHICHON Vanesa ESP
women,epee,2023,Coupe du Monde,A64,YU Sihan,CHN,15,True,EHAB Nardin,EGY,10,False,Ref STEINBERG Maria ESP
women,epee,2023,Coupe du Monde,A64,VARFOLOMYEYEVA Darja,UKR,11,False,DI TELLA Isabel,ARG,15,True,Ref BALOGH Reka ROU
women,epee,2023,Coupe du Monde,A64,MOESCHLIN Noemi,SUI,15,True,HSIEH Kaylin Sin Yan,HKG,12,False,Ref REJAS DEL CAMPO Pablo ESP
women,epee,2023,Coupe du Monde,A64,ZABOLOTNA Daryna,UKR,8,False,BABA Haruna,JPN,15,True,Ref KIAVUE Ella FRA
women,epee,2023,Coupe du Monde,A64,TRZEBINSKA Ewa,POL,14,True,SHI Yuexin,CHN,13,False,Ref ARRANZ Fernando ESP
women,epee,2023,Coupe du Monde,A64,HUSISIAN Hadley,USA,15,True,MULTERER Ricarda,GER,10,False,Ref PAGHIEV Mihail MDA
women,epee,2023,Coupe du Monde,A64,VANDINGENEN Aube,BEL,13,False,LIN Yik Hei Coco,HKG,15,True,Ref SPEAKMAN Adrian GBR
women,epee,2023,Coupe du Monde,A64,BELJAJEVA Julia,EST,15,True,FERNANDEZ CALLEJA Sara,ESP,5,False,Ref HERNANDEZ ALSTON Carlos Guillermo NCA
women,epee,2023,Coupe du Monde,A64,CONRAD Anastasia,SUI,4,False,VERES Greta,ROU,15,True,Ref HERRERA Emilio ESP
women,epee,2023,Coupe du Monde,A64,RODOPOULOU Nefeli,GRE,9,False,HECHT Dar,ISR,15,True,Ref CIVIERO-AIVANO Ambre SUI
women,epee,2023,Coupe du Monde,A64,BEZHURA Dzhoan Feybi,UKR,0,True,RAPOSO Dana,ESP,0,False,Ref MAGHAYREH Eyyad JOR
women,epee,2023,Coupe du Monde,A64,TEJEDA Sheila Liliana,MEX,9,False,WASHINGTON Isis,USA,15,True,Ref ANDERTON Grant IRL
women,epee,2023,Coupe du Monde,A64,TANG Junyao,CHN,14,False,LIM Taehee,KOR,15,True,Ref BRAVO Daniel ESP
women,epee,2023,Coupe du Monde,A64,MAKSYMENKO Anna,UKR,10,False,VERRET Alexanne,CAN,15,True,Ref NDIAYE Pape Mamadou SEN
women,epee,2023,Coupe du Monde,A64,SONT Emma,ROU,10,False,PREDESCU Alexandra,ROU,15,True,Ref CHICHON Vanesa ESP
women,epee,2023,Coupe du Monde,A64,EMBRICH Irina,EST,0,False,PARK Sohyeong,KOR,0,True,Ref STEINBERG Maria ESP
women,epee,2023,Coupe du Monde,A64,BIELESZOVA Veronika,CZE,11,False,SATO Nozomi,JPN,14,True,Ref BALOGH Reka ROU
women,epee,2023,Coupe du Monde,A64,PAULIS Lucrezia,ITA,15,True,BOGDANOV Adele,ISR,11,False,Ref REJAS DEL CAMPO Pablo ESP
women,epee,2023,Coupe du Monde,A64,ISOLA Federica,ITA,0,True,CHEN Chen,CHN,0,False,Ref KIAVUE Ella FRA
women,epee,2023,Coupe du Monde,A64,CHU Ka Mong,HKG,12,False,BOTVINNIK Yana,ISR,13,True,Ref ARRANZ Fernando ESP
women,epee,2023,Coupe du Monde,A64,FOIETTA Nicol,ITA,10,False,NABETH Camille,FRA,15,True,Ref PAGHIEV Mihail MDA
women,epee,2023,Coupe du Monde,A64,FAVRE Aurore,SUI,0,True,GUZZI VINCENTI Margherita,USA,0,False,Ref SPEAKMAN Adrian GBR
women,epee,2023,Coupe du Monde,A64,CEBULA Anne,USA,13,False,KANG Young Mi,KOR,15,True,Ref HERNANDEZ ALSTON Carlos Guillermo NCA
women,epee,2023,Coupe du Monde,A64,LIU Charlene Kai Yan,USA,15,True,EHLER Alexandra,GER,14,False,Ref HERRERA Emilio ESP
women,epee,2023,Coupe du Monde,A64,GARCIA RODRIGUEZ Ines,ESP,13,True,SUZUKI Honami,JPN,12,False,Ref MAGHAYREH Eyyad JOR
women,epee,2023,Coupe du Monde,A64,LAWSON Danielle,GBR,9,False,GALPER Eva,ISR,15,True,Ref ANDERTON Grant IRL
women,sabre,2023,Coupe du Monde,A128,CIESLAR Julia,POL,15,True,GREENBAUM Atara,USA,10,False,Ref TSOUROUTAS Georges GRE
women,sabre,2023,Coupe du Monde,A128,LINDER Kara,USA,13,False,AU Sin Ying,HKG,15,True,Ref RODRIGUEZ Joslin VEN
women,sabre,2023,Coupe du Monde,A128,KANEKO Yuina,JPN,13,False,NEIKOVA Emma,BUL,15,True,Ref TSOUROUTAS Georges GRE
women,sabre,2023,Coupe du Monde,A128,KIM Jiyoung,KOR,15,True,KEHLI Zohra Nora,ALG,7,False,Ref TUCKER Matthew USA
women,sabre,2023,Coupe du Monde,A128,WILLIAMS Jadeyn,USA,15,True,TROIS Karina,BRA,9,False,Ref ATTAR COHEN Adriana ARG
women,sabre,2023,Coupe du Monde,A128,GALLARDO Itziar,ESP,15,True,OZAKI Seri,JPN,14,False,Ref MORALES Jacobo MEX
women,sabre,2023,Coupe du Monde,A128,SANO Yui,JPN,10,False,ZHANG Xinyi,CHN,15,True,Ref ATTAR COHEN Adriana ARG
women,sabre,2023,Coupe du Monde,A128,BOLSHAKOVA Valeriya,AZE,15,True,CHU Wing Kiu,HKG,11,False,Ref DECKER Laura USA
women,sabre,2023,Coupe du Monde,A128,KARIMOVA Sabina,AZE,13,False,ATANASOVA Kalina,BUL,15,True,Ref HANCIANU Cosmin ROU
women,sabre,2023,Coupe du Monde,A128,JI Young Kyoung,KOR,15,True,SHTREVENSKY Maria,CAN,13,False,Ref DECKER Laura USA
women,sabre,2023,Coupe du Monde,A128,PONICH Marissa,CAN,15,True,BALDO Zoe Marie,CRO,9,False,Ref HANCIANU Cosmin ROU
women,sabre,2023,Coupe du Monde,A128,MATUSZAK Sylwia,POL,15,True,LANDI Michela,ITA,11,False,Ref FAKHRI Peyman IRI
women,sabre,2023,Coupe du Monde,A128,BRIND'AMOUR Pamela,CAN,15,True,FOX-GITOMER Chloe,USA,7,False,Ref VELLOSO Paulo Juan BRA
women,sabre,2023,Coupe du Monde,A128,BLANCO NARVAEZ Maria Angelica,COL,12,False,GONZALEZ Diana,MEX,15,True,Ref CANTIN Pascal CAN
women,sabre,2023,Coupe du Monde,A64,CHOI Sooyeon,KOR,15,True,CIESLAR Julia,POL,12,False,Ref CANTIN Pascal CAN
women,sabre,2023,Coupe du Monde,A64,TRANQUILLE Lola,FRA,15,True,PANTIS Ilinca,ROU,5,False,Ref VELLOSO Paulo Juan BRA
women,sabre,2023,Coupe du Monde,A64,KOBAYASHI Kanae,JPN,15,True,MAXWELL Caitlin,GBR,14,False,Ref VELLOSO Paulo Juan BRA
women,sabre,2023,Coupe du Monde,A64,VENTURA Maria,ESP,6,False,PASSARO Eloisa,ITA,15,True,Ref CANTIN Pascal CAN
women,sabre,2023,Coupe du Monde,A64,BOUDIAF Saoussen,ALG,15,True,AU Sin Ying,HKG,7,False,Ref CANTIN Pascal CAN
women,sabre,2023,Coupe du Monde,A64,FUSETTI Benedetta,ITA,10,False,BATTISTON Michela,ITA,15,True,Ref ADEL Ali EGY
women,sabre,2023,Coupe du Monde,A64,FUNKE Julika,GER,13,False,LUSINIER Kelly,FRA,15,True,Ref VELLOSO Paulo Juan BRA
women,sabre,2023,Coupe du Monde,A64,NEIKOVA Emma,BUL,10,False,SIT Summer Fay,HKG,15,True,Ref CANTIN Pascal CAN
women,sabre,2023,Coupe du Monde,A64,TAKASHIMA Risa,JPN,15,True,KIM Jiyoung,KOR,14,False,Ref MORALES Jacobo MEX
women,sabre,2023,Coupe du Monde,A64,PEREZ Ainhoa,ESP,10,False,GETTE Elisabeth,GER,15,True,Ref ATTAR COHEN Adriana ARG
women,sabre,2023,Coupe du Monde,A64,FU Ying,CHN,11,False,BATTAI Sugar Katinka,HUN,15,True,Ref ATTAR COHEN Adriana ARG
women,sabre,2023,Coupe du Monde,A64,WILLIAMS Jadeyn,USA,14,False,SKONIECZNA Daria,POL,15,True,Ref RODRIGUEZ Joslin VEN
women,sabre,2023,Coupe du Monde,A64,NOUTCHA Sarah,FRA,15,True,GALLARDO Itziar,ESP,8,False,Ref MORALES Jacobo MEX
women,sabre,2023,Coupe du Monde,A64,KATONA Renata,HUN,15,True,JEON Hayoung,KOR,9,False,Ref ATTAR COHEN Adriana ARG
women,sabre,2023,Coupe du Monde,A64,POSSICK Lola,USA,8,False,RIFKISS Margaux,FRA,15,True,Ref ATTAR COHEN Adriana ARG
women,sabre,2023,Coupe du Monde,A64,ZHANG Xinyi,CHN,15,True,LEUNG Lok Man Laren,HKG,9,False,Ref RODRIGUEZ Joslin VEN
women,sabre,2023,Coupe du Monde,A64,MUKAE Ayaka,JPN,15,True,BOLSHAKOVA Valeriya,AZE,6,False,Ref FAKHRI Peyman IRI
women,sabre,2023,Coupe du Monde,A64,MORALES LINARES Jessica Yolima,COL,15,True,HERNANDEZ Elena,ESP,12,False,Ref DECKER Laura USA
women,sabre,2023,Coupe du Monde,A64,CLAPIER Faustine,FRA,13,False,FUKUSHIMA Shihomi,JPN,15,True,Ref FAKHRI Peyman IRI
women,sabre,2023,Coupe du Monde,A64,ATANASOVA Kalina,BUL,15,True,QUEROLI Caroline,FRA,8,False,Ref DECKER Laura USA
women,sabre,2023,Coupe du Monde,A64,CHADALAVADA ANANDHA SUNDHARARAMAN Bhavani Devi,IND,15,True,JI Young Kyoung,KOR,9,False,Ref GRANDON FICA Miguel Angel CHI
women,sabre,2023,Coupe du Monde,A64,MARTIS Sabina,ROU,14,False,HRAMOVA Olga A.,BUL,15,True,Ref DECKER Laura USA
women,sabre,2023,Coupe du Monde,A64,LIN Kesi,CHN,15,True,KIMURA Marino,JPN,11,False,Ref FAKHRI Peyman IRI
women,sabre,2023,Coupe du Monde,A64,PONICH Marissa,CAN,11,False,PEREZ CUENCA Celia,ESP,15,True,Ref DECKER Laura USA
women,sabre,2023,Coupe du Monde,A64,KRAVATSKA Olena,UKR,15,True,MATUSZAK Sylwia,POL,8,False,Ref TUCKER Matthew USA
women,sabre,2023,Coupe du Monde,A64,SZUCS Luca,HUN,15,True,WAKITA Jumi,JPN,7,False,Ref TSOUROUTAS Georges GRE
women,sabre,2023,Coupe du Monde,A64,VECCHI Irene,ITA,14,False,DAYIBEKOVA Zaynab,UZB,15,True,Ref HANCIANU Cosmin ROU
women,sabre,2023,Coupe du Monde,A64,BRIND'AMOUR Pamela,CAN,14,False,SULLIVAN Siobhan,USA,15,True,Ref TSOUROUTAS Georges GRE
women,sabre,2023,Coupe du Monde,A64,VONGSAVADY Malina,FRA,13,False,KLEIN Louise,FRA,15,True,Ref HANCIANU Cosmin ROU
women,sabre,2023,Coupe du Monde,A64,BOTELLO Natalia,MEX,13,False,BUNYATOVA Sevil,AZE,15,True,Ref TSOUROUTAS Georges GRE
women,sabre,2023,Coupe du Monde,A64,HERBON Felice,GER,15,True,BURKE Nora,USA,12,False,Ref HANCIANU Cosmin ROU
women,sabre,2023,Coupe du Monde,A64,GONZALEZ Diana,MEX,10,False,KOMASHCHUK Alina,UKR,15,True,Ref TSOUROUTAS Georges GRE
women,foil,2023,Grand Prix,A128,ESTEBAN Maxine Isabel,CIV,8,False,CIAMPALINI Vittoria,ITA,15,True,Ref HUANG Hao Chih TPE
women,foil,2023,Grand Prix,A128,CRISTINO Anna,ITA,15,True,NEKIFOR Erika,HUN,8,False,Ref HUANG Hao Chih TPE
women,foil,2023,Grand Prix,A128,BULCAO Ana Beatriz,BRA,6,False,CALUGAREANU Malina,ROU,15,True,Ref WITKOWSKI Andrzej POL
women,foil,2023,Grand Prix,A128,SHINNAKERDCHOKE Chayanutphat,THA,6,False,SYNORADZKA Martyna,POL,15,True,Ref GURINENKO Bogdan UKR
women,foil,2023,Grand Prix,A128,ROSSINI Serena,ITA,6,False,CHAN Nok Sze Daphne,HKG,15,True,Ref GURINENKO Bogdan UKR
women,foil,2023,Grand Prix,A128,CHEUNG Kemei,SGP,15,True,BRETEAU Andrea,ESP,13,False,Ref GURINENKO Bogdan UKR
women,foil,2023,Grand Prix,A128,PISTOIA Mariana,BRA,12,False,SOPIT Olga,UKR,15,True,Ref GORAL Tomasz SWE
women,foil,2023,Grand Prix,A128,MOHAMED Aida,HUN,14,True,AZUMA Rio,JPN,13,False,Ref GORAL Tomasz SWE
women,foil,2023,Grand Prix,A128,LUPKOVICS Dora,HUN,8,False,TUCKER Ariadna,ESP,15,True,Ref GORAL Tomasz SWE
women,foil,2023,Grand Prix,A128,KIRSCHEN Kim,GER,9,False,MASSIALAS Sabrina,USA,15,True,Ref NIGRONE Davide ITA
women,foil,2023,Grand Prix,A128,WANG Yingying,CHN,15,True,CHARLIER Amandine,BEL,6,False,Ref MADR Vilem CZE
women,foil,2023,Grand Prix,A128,KAMALDINOVA Arina,_AIN,10,False,JING Emily,USA,15,True,Ref MADR Vilem CZE
women,foil,2023,Grand Prix,A128,HONG Sena,KOR,15,True,POLTZ Anna,HUN,8,False,Ref ZELJKOVIC Jelena USA
women,foil,2023,Grand Prix,A128,BIKBULATOVA Adelina,_AIN,13,False,BRUGGER Lilli Maria,AUT,14,True,Ref DELATTRE Jeffrey BEL
women,foil,2023,Grand Prix,A128,CAULFIELD Jane,CAN,15,True,MESTERI Viktoria,HUN,7,False,Ref ZELJKOVIC Jelena USA
women,foil,2023,Grand Prix,A128,KONTOCHRISTOPOULOU Aikaterini-Maria,GRE,15,True,GARYFALLOU Stavroula Myrsini,GRE,11,False,Ref DUCARME Florence FRA
women,foil,2023,Grand Prix,A128,ZURAWSKA Karolina,POL,15,True,HUANG Fan,CHN,14,False,Ref DUCARME Florence FRA
women,foil,2023,Grand Prix,A128,MYRONIUK Dariia,UKR,15,True,BEHR Leandra,GER,8,False,Ref PASCUCCI Martina ITA
