season,competitionId,name,location,country,startDate,endDate,weapon,gender,hasResults
2009,242,Championnats du Monde,Antalya,türkiye,01-10-2009,04-10-2009,epee,men,1
2009,244,Championnats du Monde,Antalya,türkiye,30-09-2009,03-10-2009,foil,men,1
2009,246,Championnats du Monde,Antalya,türkiye,02-10-2009,05-10-2009,sabre,men,1
2009,974,IX Juegos Deportivos Centroamericanos,San Pedro Sula,honduras,15-08-2009,21-08-2009,epee,men,0
2009,976,IX Juegos Deportivos Centroamericanos,San Pedro Sula,honduras,15-08-2009,21-08-2009,foil,men,0
2009,978,IX Juegos Deportivos Centroamericanos,San pedro Sula,honduras,15-08-2009,21-08-2009,sabre,men,0
2009,585,Championnats d'Afrique,Dakar,senegal,07-08-2009,07-08-2009,epee,men,1
2009,587,Championnats d'Afrique,Dakar,senegal,06-08-2009,06-08-2009,foil,men,1
2009,589,Championnats d'Afrique,Dakar,senegal,07-08-2009,07-08-2009,sabre,men,1
2009,739,Championnats d'Europe,Plovdiv,bulgaria,13-07-2009,19-07-2009,epee,men,1
2009,741,Championnats d'Europe,Plovdiv,bulgaria,13-07-2009,19-07-2009,foil,men,1
2009,743,Championnats d'Europe,Plovdiv,bulgaria,13-07-2009,19-07-2009,sabre,men,1
2009,905,Universiade,Belgrade,serbia,02-07-2009,07-07-2009,epee,men,0
2009,907,Universiade,Belgrade,serbia,02-07-2009,07-07-2009,foil,men,0
2009,909,Universiade,Belgrade,serbia,02-07-2009,07-07-2009,sabre,men,0
2009,798,Championnats Panaméricains,San Salvador,el salvador,02-07-2009,09-07-2009,foil,men,1
2009,799,Championnats Panaméricains,San Salvador,el salvador,02-07-2009,09-07-2009,epee,men,1
2009,802,Championnats Panaméricains,San Salvador,el salvador,02-07-2009,09-07-2009,sabre,men,1
2009,111,Jockey Club Argentino,Buenos Aires,argentina,20-06-2009,21-06-2009,epee,men,1
2009,474,Coupe du Monde,Dallas,usa,19-06-2009,20-06-2009,sabre,men,1
2009,106,Coupe du Monde,Bogota,colombia,12-06-2009,13-06-2009,epee,men,1
2009,146,Copa del Mundo,Estado Vargas,venezuela,12-06-2009,13-06-2009,foil,men,1
2009,476,Copa del Mundo,Estado Vargas,venezuela,14-06-2009,15-06-2009,sabre,men,1
2009,186,Cole Cup,Newcastle,great britain,13-06-2009,14-06-2009,sabre,men,1
2009,147,Copa Villa La Habana,La Havane,cuba,04-06-2009,05-06-2009,foil,men,1
2009,185,Tournoi satellite sabre masculin,Reykjavik,iceland,06-06-2009,07-06-2009,sabre,men,1
2009,105,Epée internationale,Montréal,canada,29-05-2009,30-05-2009,epee,men,1
2009,463,Epée internationale,Montréal,canada,30-05-2009,31-05-2009,foil,men,1
