season,competitionId,name,location,country,startDate,endDate,weapon,gender,hasResults
2015,1306,Jeux africains,Brazaville,congo,02-09-2015,06-09-2015,epee,men,1
2015,1308,Jeux africains,Brazaville,congo,02-09-2015,06-09-2015,foil,men,1
2015,1310,Jeux africains,Brazaville,congo,02-09-2015,06-09-2015,sabre,men,1
2015,1256,Jeux Panaméricains,Toronto,canada,20-07-2015,25-07-2015,epee,men,0
2015,1258,Jeux Panaméricains,Toronto,canada,20-07-2015,25-07-2015,foil,men,0
2015,1260,Jeux Panaméricains,Toronto,canada,20-07-2015,25-07-2015,sabre,men,0
2015,242,Championnats du Monde,Moscow,russia,14-07-2015,15-07-2015,epee,men,1
2015,244,Championnats du Monde,Moscow,russia,15-07-2015,16-07-2015,foil,men,1
2015,246,Championnats du Monde,Moscow,russia,13-07-2015,14-07-2015,sabre,men,1
2015,1094,2015 Summer Universiade,Gwangju,korea,06-07-2015,06-07-2015,foil,men,0
2015,1092,2015 Summer Universiade,Gwangju,korea,05-07-2015,05-07-2015,epee,men,0
2015,1096,2015 Summer Universiade,Gwangju,korea,04-07-2015,04-07-2015,sabre,men,0
2015,1244,Jeux Européens,Baku,azerbaijan,24-06-2015,24-06-2015,epee,men,1
2015,1246,Jeux Européens,Baku,azerbaijan,25-06-2015,25-06-2015,foil,men,1
2015,1248,Jeux Européens,Baku,azerbaijan,23-06-2015,23-06-2015,sabre,men,1
2015,1010,Championnats asiatiques,Singapore,singapore,25-06-2015,30-06-2015,epee,men,1
2015,1012,Championnats asiatiques,Singapore,singapore,25-06-2015,30-06-2015,foil,men,1
2015,1015,Championnats asiatiques,Singapore,singapore,25-06-2015,30-06-2015,sabre,men,1
2015,585,Championnats d'Afrique,Le Caire,egypt,13-06-2015,13-06-2015,epee,men,1
2015,587,Championnats d'Afrique,Le Caire,egypt,12-06-2015,12-06-2015,foil,men,1
2015,589,Championnats d'Afrique,Le Caire,egypt,14-06-2015,14-06-2015,sabre,men,1
2015,743,Championnats d'Europe,Montreux,switzerland,08-06-2015,08-06-2015,sabre,men,1
2015,739,Championnats d'Europe,Montreux,switzerland,07-06-2015,07-06-2015,epee,men,1
2015,741,Championnats d'Europe,Montreux,switzerland,05-06-2015,06-06-2015,foil,men,1
2015,1042,South East Asian Games,Singapore,singapore,03-06-2015,07-06-2015,epee,men,0
2015,1044,South East Asian Games,Singapore,singapore,03-06-2015,07-06-2015,foil,men,0
2015,1046,South East Asian Games,Singapore,singapore,03-06-2015,07-06-2015,sabre,men,0
2015,162,Moscow saber Grand Prix,Moscow,russia,29-05-2015,31-05-2015,sabre,men,1
2015,185,Tournoi satellite sabre masculin,Reykjavik,iceland,24-05-2015,24-05-2015,sabre,men,1
2015,113,Grand Prix,Rio de Janeiro,brazil,22-05-2015,23-05-2015,epee,men,1
2015,145,Grand Prix,Shanghai,china,15-05-2015,17-05-2015,foil,men,1
2015,1277,Tournoi satellite,Split,croatia,16-05-2015,17-05-2015,epee,men,1
2015,1280,Tournoi satellite fleuret masculin,Copenhague,denmark,09-05-2015,09-05-2015,foil,men,1
2015,474,Villa de Madrid,Madrid,spain,01-05-2015,02-05-2015,sabre,men,1
2015,111,Challenge SNCF Réseau,Paris,france,01-05-2015,02-05-2015,epee,men,1
2015,147,Fleuret de St-Petersbour,St-Petersbourg,russia,01-05-2015,02-05-2015,foil,men,1
2015,186,Cole Cup,Londres,great britain,25-04-2015,25-04-2015,sabre,men,1
2015,798,Championnats Panaméricains,Santiago,chile,17-04-2015,26-04-2015,foil,men,1
