season,competitionId,name,location,country,startDate,endDate,weapon,gender,hasResults
2017,393,Cole Cup,Sheffield,great britain,29-04-2017,29-04-2017,epee,women,1
2017,122,Reinhold-Würth-Cup,Tauberbischofsheim,germany,28-04-2017,29-04-2017,foil,women,1
2017,468,Grand Prix,Seoul,korea,31-03-2017,01-04-2017,sabre,women,1
2017,449,WESTEND Grand Prix,Budapest,hungary,24-03-2017,26-03-2017,epee,women,1
2017,151,Coupe du Monde,Yangzhou,china,24-03-2017,25-03-2017,sabre,women,1
2017,121,Absolute Fencing Gear Long Beach Foil Grand Prix,"Long Beach, California",usa,17-03-2017,18-03-2017,foil,women,1
2017,484,Tournoi satellite,Turku,finland,19-03-2017,19-03-2017,sabre,women,1
2017,553,Tournoi satellite,Turku,finland,19-03-2017,19-03-2017,epee,women,1
2017,469,Coupe du Monde,Athènes,greece,17-02-2017,18-02-2017,sabre,women,1
2017,92,Coupe du Monde,Legnano,italy,10-02-2017,11-02-2017,epee,women,1
2017,485,Tournoi satellite,Cancun,mexico,04-02-2017,05-02-2017,sabre,women,1
2017,129,The Artus Court PKO BP,Gdansk,poland,03-02-2017,04-02-2017,foil,women,1
2017,470,Coupe du Monde,New York,usa,27-01-2017,28-01-2017,sabre,women,1
2017,85,Ciudad de Barcelona,Barcelone,spain,20-01-2017,21-01-2017,epee,women,1
2017,127,Coupe du Monde de fleuret d'Alger by Ooredoo,Alger,algeria,13-01-2017,14-01-2017,foil,women,1
2017,175,Rehbinder Prize,Stockholm,sweden,15-01-2017,15-01-2017,epee,women,1
2017,152,Sabre Grand Prix,Cancun,mexico,16-12-2016,18-12-2016,sabre,women,1
2017,655,Tournoi Satellite,Taipei,chinese taipei,17-12-2016,18-12-2016,epee,women,1
2017,1230,Tournoi satellite,Antalya,türkiye,11-12-2016,11-12-2016,foil,women,1
2017,79,Grand Prix du Qatar,Doha,qatar,09-12-2016,11-12-2016,epee,women,1
2017,458,Grand Prix,Turin,italy,02-12-2016,04-12-2016,foil,women,1
2017,467,Trophée BNP Paribas,Orléans,france,18-11-2016,19-11-2016,sabre,women,1
2017,97,Coupe du Monde,Suzhou,china,11-11-2016,12-11-2016,epee,women,1
2017,118,Coupe du Monde,St-Maur,france,04-11-2016,05-11-2016,foil,women,1
2017,80,Coupe du Monde,Tallin,estonia,21-10-2016,22-10-2016,epee,women,1
2017,170,Tournoi satellite épée féminine,Belgrade,serbia,15-10-2016,15-10-2016,epee,women,1
2017,125,Coupe du Monde,Cancun,mexico,14-10-2016,15-10-2016,foil,women,1
2017,1218,Tournoi satellite,Cancun,mexico,12-10-2016,13-10-2016,foil,women,1
2017,1319,Tournoi satellite,Gand,belgium,16-10-2016,16-10-2016,sabre,women,1
2017,177,Tournoi Satellite,Oslo,norway,09-10-2016,09-10-2016,epee,women,1
2017,173,Tournoi Satellite,Genève,switzerland,02-10-2016,02-10-2016,epee,women,1
2017,397,Tournoi satellite,Amsterdam,netherlands,25-09-2016,25-09-2016,foil,women,1
