season,competitionId,name,location,country,startDate,endDate,weapon,gender,hasResults
2013,242,Championnats du Monde,Budapest,hungary,06-08-2013,08-08-2013,epee,men,1
2013,244,Championnats du Monde,Budapest,hungary,06-08-2013,09-08-2013,foil,men,1
2013,246,Championnats du Monde,Budapest,hungary,05-08-2013,07-08-2013,sabre,men,1
2013,1092,2013 Summer Universiade,Kazan,russia,07-07-2013,12-07-2013,epee,men,0
2013,1094,2013 Summer Universiade,Kazan,russia,07-07-2013,12-07-2013,foil,men,0
2013,1096,2013 Summer Universiade,Kazan,russia,07-07-2013,12-07-2013,sabre,men,0
2013,585,Championnats d'Afrique,Cape Town,south africa,27-06-2013,27-06-2013,epee,men,1
2013,587,Championnats d'Afrique,Cape Town,south africa,26-06-2013,26-06-2013,foil,men,1
2013,589,Championnats d'Afrique,Cape Town,south africa,25-06-2013,25-06-2013,sabre,men,1
2013,798,Championnats Panaméricains,Cartagena,colombia,17-06-2013,17-06-2013,foil,men,1
2013,802,Championnats Panaméricains,Cartagena,colombia,18-06-2013,18-06-2013,sabre,men,1
2013,1139,Jeux méditerranéens,Mersin,türkiye,22-06-2013,22-06-2013,epee,men,0
2013,1143,Jeux méditerranéens,Mersin,türkiye,23-06-2013,23-06-2013,foil,men,0
2013,1144,Jeux méditerranéens,Mersin,türkiye,23-06-2013,23-06-2013,sabre,men,0
2013,799,Championnats Panaméricains,Cartagena,colombia,16-06-2013,16-06-2013,epee,men,1
2013,739,Championnats d'Europe,Zagreb,croatia,16-06-2013,21-06-2013,epee,men,1
2013,741,Championnats d'Europe,Zagreb,croatia,16-06-2013,21-06-2013,foil,men,1
2013,743,Championnats d'Europe,Zagreb,croatia,16-06-2013,21-06-2013,sabre,men,1
2013,1010,Championnats asiatiques,Shanghai,china,04-06-2013,09-06-2013,epee,men,1
2013,1012,Championnats asiatiques,Shanghai,china,04-06-2013,09-06-2013,foil,men,1
2013,1015,Championnats asiatiques,Shanghai,china,04-06-2013,09-06-2013,sabre,men,1
2013,111,Jockey Club Argentino,Buenos Aires,argentina,24-05-2013,25-05-2013,epee,men,1
2013,147,Copa Villa La Habana,La Havane,cuba,24-05-2013,25-05-2013,foil,men,1
2013,793,Tournoi satellite,Split,croatia,18-05-2013,19-05-2013,epee,men,1
2013,165,Sabre de Wolodyjowski,Varsovie,poland,18-05-2013,19-05-2013,sabre,men,1
2013,113,TISSOT Grand Prix de Berne,Berne,switzerland,11-05-2013,12-05-2013,epee,men,1
