season,competitionId,name,location,country,startDate,endDate,weapon,gender,hasResults
2016,242,Jeux Olympiques,Rio de Janeiro,brazil,09-08-2016,09-08-2016,epee,men,1
2016,246,Jeux Olympiques,Rio de Janeiro,brazil,10-08-2016,10-08-2016,sabre,men,1
2016,244,Jeux Olympiques,Rio de Janeiro,brazil,07-08-2016,07-08-2016,foil,men,1
2016,798,Championnats Panaméricains,Panama,panama,21-06-2016,21-06-2016,foil,men,1
2016,799,Championnats Panaméricains,Panama,panama,22-06-2016,22-06-2016,epee,men,1
2016,802,Championnats Panaméricains,Panama,panama,23-06-2016,23-06-2016,sabre,men,1
2016,739,Championnats d'Europe,TORUN,poland,21-06-2016,21-06-2016,epee,men,1
2016,741,Championnats d'Europe,TORUN,poland,20-06-2016,20-06-2016,foil,men,1
2016,743,Championnats d'Europe,TORUN,poland,22-06-2016,22-06-2016,sabre,men,1
2016,145,Grand Prix,Shanghai,china,03-06-2016,05-06-2016,foil,men,1
2016,162,Sabre de Moscou,Moscow,russia,27-05-2016,28-05-2016,sabre,men,1
2016,111,Challenge SNCF Réseau,Paris,france,20-05-2016,21-05-2016,epee,men,1
2016,1317,Tournoi satellite sabre masculin,Reykjavik,iceland,22-05-2016,22-05-2016,sabre,men,1
2016,474,Villa de Madrid,Madrid,spain,13-05-2016,14-05-2016,sabre,men,1
2016,1022,St Duje Cup,Split,croatia,14-05-2016,15-05-2016,epee,men,1
2016,147,Fleuret de St-Petersbourg,St-Petersbourg,russia,13-05-2016,14-05-2016,foil,men,1
2016,1280,Trekanten International,Copenhague,denmark,07-05-2016,07-05-2016,foil,men,1
2016,185,Cole Cup,Londres,great britain,07-05-2016,07-05-2016,sabre,men,1
2016,113,Grand Prix - test event,Rio de Janeiro,brazil,22-04-2016,24-04-2016,epee,men,1
2016,585,Championnats d'Afrique,Alger,algeria,15-04-2016,19-04-2016,epee,men,1
2016,587,Championnats d'Afrique,Alger,algeria,15-04-2016,19-04-2016,foil,men,1
2016,589,Championnats d'Afrique,Alger,algeria,15-04-2016,19-04-2016,sabre,men,1
2016,1060,Championnats de qualification - Afrique,Alger,algeria,14-04-2016,14-04-2016,epee,men,1
2016,1062,Championnats de qualification - Afrique,Alger,algeria,14-04-2016,14-04-2016,foil,men,1
2016,1064,Championnats de qualification- Afrique,Alger,algeria,14-04-2016,14-04-2016,sabre,men,1
2016,1078,Championnats de qualification européens,Prague,czechia,16-04-2016,16-04-2016,epee,men,1
2016,1080,Championnats de qualification européens,Prague,czechia,17-04-2016,17-04-2016,foil,men,1
2016,1082,Championnats de qualification européens,Prague,czechia,16-04-2016,16-04-2016,sabre,men,1
2016,1072,Championnats de qualifications panaméricains,San-Jose,costa rica,16-04-2016,16-04-2016,epee,men,1
2016,1074,Championnats de qualifications panaméricains,San-Jose,costa rica,17-04-2016,17-04-2016,foil,men,1
2016,1076,Championnats de qualification panaméricains,San-Jose,costa rica,15-04-2016,15-04-2016,sabre,men,1
2016,1010,Championnats asiatiques,Wuxi,china,13-04-2016,18-04-2016,epee,men,1
2016,1012,Championnats asiatiques,Wuxi,china,13-04-2016,18-04-2016,foil,men,1
2016,1015,Championnats asiatiques,Wuxi,china,13-04-2016,18-04-2016,sabre,men,1
2016,1066,Championnats de qualification Asie-Océanie,Wuxi,china,12-04-2016,12-04-2016,epee,men,1
2016,1068,Championnats de qualification Asie-Océanie,Wuxi,china,12-04-2016,12-04-2016,foil,men,1
2016,1070,Championnats de qualification Asie-Océanie,Wuxi,china,11-04-2016,11-04-2016,sabre,men,1
2016,165,Grand Prix,Seoul,korea,25-03-2016,26-03-2016,sabre,men,1
2016,112,WESTEND Grand Prix,Budapest,hungary,18-03-2016,20-03-2016,epee,men,1
2016,186,Normann Jørgensen Cup,Copenhague,denmark,12-03-2016,12-03-2016,sabre,men,1
2016,140,Grand Prix,La Havane,cuba,11-03-2016,13-03-2016,foil,men,1
2016,394,Tournoi satellite,Sofia,bulgaria,12-03-2016,13-03-2016,epee,men,1
2016,1219,Tournoi satellite,Cancun,mexico,05-03-2016,06-03-2016,foil,men,1
2016,160,Sabre de Wolodyjowski,Varsovie,poland,19-02-2016,20-02-2016,sabre,men,1
2016,104,Coupe du Monde,Vancouver,canada,12-02-2016,13-02-2016,epee,men,1
2016,138,Löwe von Bonn,Bonn,germany,05-02-2016,06-02-2016,foil,men,1
2016,156,Trophée Luxardo,Padoue,italy,29-01-2016,30-01-2016,sabre,men,1
2016,98,Heidenheimer Pokal,Heidenheim,germany,21-01-2016,22-01-2016,epee,men,1
2016,142,Challenge International de Paris,Paris,france,15-01-2016,16-01-2016,foil,men,1
2016,184,Tournoi satellite sabre masculin,Istanbul,türkiye,09-01-2016,10-01-2016,sabre,men,1
2016,398,Leon Paul satellite fleuret masculin,Londres,great britain,10-01-2016,10-01-2016,foil,men,1
2016,796,SAF-Pokalen,Stockholm,sweden,09-01-2016,09-01-2016,epee,men,1
2016,158,Absolute Fencing Gear Sabre Grand Prix,Boston,usa,12-12-2015,13-12-2015,sabre,men,1
2016,391,Tournoi satellite,Kocaeli,türkiye,12-12-2015,13-12-2015,foil,men,1
2016,387,Grand Prix du Qatar 2015,Doha,qatar,04-12-2015,05-12-2015,epee,men,1
2016,554,Tournoi satellite épée masculine,Dublin,ireland,28-11-2015,28-11-2015,epee,men,1
