Competition ID,Competition Name,Location,Start Date,Weapon,Gender,Season
244,Jeux Olympiques (Paris),Paris,29-07-2024,Foil,Men,2024
245,Jeux Olympiques (Paris),Paris,29-07-2024,Sabre,Women,2024
241,Jeux Olympiques (Paris),Paris,27-07-2024,Epee,Women,2024
242,Jeux Olympiques (Paris),Paris,28-07-2024,Epee,Men,2024
243,Jeux Olympiques (Paris),Paris,28-07-2024,Foil,Women,2024
246,Jeux Olympiques (Paris),Paris,27-07-2024,Sabre,Men,2024
1011,Championnats Asiatiques (Kuweit City),Kuweit City,24-06-2024,Sabre,Women,2024
1012,Championnats Asiatiques (Kuweit City),Kuweit City,24-06-2024,Foil,Men,2024
797,Championnats Panaméricains (Lima),Lima,25-06-2024,Epee,Women,2024
798,Championnats Panaméricains (Lima),Lima,25-06-2024,Foil,Men,2024
799,Championnats Panaméricains (Lima),Lima,26-06-2024,Epee,Men,2024
800,Championnats Panaméricains (Lima),Lima,27-06-2024,Foil,Women,2024
801,Championnats Panaméricains (Lima),Lima,26-06-2024,Sabre,Women,2024
802,Championnats Panaméricains (Lima),Lima,27-06-2024,Sabre,Men,2024
738,Championnats d'Europe (Basel),Basel,18-06-2024,Epee,Women,2024
739,Championnats d'Europe (Basel),Basel,20-06-2024,Epee,Men,2024
740,Championnats d'Europe (Basel),Basel,19-06-2024,Foil,Women,2024
741,Championnats d'Europe (Basel),Basel,18-06-2024,Foil,Men,2024
742,Championnats d'Europe (Basel),Basel,20-06-2024,Sabre,Women,2024
743,Championnats d'Europe (Basel),Basel,19-06-2024,Sabre,Men,2024
1010,Championnats Asiatiques (Kuweit City),Kuweit City,23-06-2024,Epee,Men,2024
1013,Championnats Asiatiques (Kuweit City),Kuweit City,22-06-2024,Epee,Women,2024
1014,Championnats Asiatiques (Kuweit City),Kuweit City,23-06-2024,Foil,Women,2024
1015,Championnats Asiatiques (Kuweit City),Kuweit City,22-06-2024,Sabre,Men,2024
584,Championnats d'Afrique (Casablanca),Casablanca,07-06-2024,Epee,Women,2024
585,Championnats d'Afrique (Casablanca),Casablanca,06-06-2024,Epee,Men,2024
586,Championnats d'Afrique (Casablanca),Casablanca,06-06-2024,Foil,Women,2024
587,Championnats d'Afrique (Casablanca),Casablanca,08-06-2024,Foil,Men,2024
588,Championnats d'Afrique (Casablanca),Casablanca,08-06-2024,Sabre,Women,2024
589,Championnats d'Afrique (Casablanca),Casablanca,07-06-2024,Sabre,Men,2024
451,Coupe du Monde (Fujairah),Fujairah,17-05-2024,Epee,Women,2024
474,Villa de Madrid (Madrid),Madrid,17-05-2024,Sabre,Men,2024
471,Coupe du Monde (Plovdiv),Plovdiv,17-05-2024,Sabre,Women,2024
111,Challenge MONAL  (Saint-Maur),Saint-Maur,17-05-2024,Epee,Men,2024
145,Grand Prix (Shanghai),Shanghai,18-05-2024,Foil,Men,2024
