Competition ID,Round,Athlete Name,Athlete ID,Athlete Nation,Opponent Name,Opponent ID,Opponent Nation,Result,Hit,Counter-Hit
245,A64,SKARBONKIEWICZ Magda,51700,USA,,0,,Loss,0,0
245,A64,ERBIL Nisanur,45353,TÜR,,0,,Loss,0,0
245,A64,CRISCIO Martina,26008,ITA,,0,,Loss,0,0
245,A64,SZUCS Luca Virag,42875,HUN,,0,,Loss,0,0
245,A64,TAKASHIMA Risa,31865,JPN,,0,,Loss,0,0
245,A64,ILIEVA Yoana,37754,BUL,,0,,Loss,0,0
245,A64,KHARLAN Olga,13715,UKR,,0,,Loss,0,0
245,A64,FUKUSHIMA Shihomi,35881,JPN,,0,,Loss,0,0
245,A64,BASHTA Anna,31300,AZE,,0,,Loss,0,0
245,A64,YANG Hengyu,34904,CHN,,0,,Loss,0,0
245,A64,PUSZTAI Liza,39147,HUN,,0,,Loss,0,0
245,A64,BATTISTON Michela,31927,ITA,,0,,Loss,0,0
245,A64,MARTON Anna,26354,HUN,PAREDES TORRES Katherine F,35327,VEN,Won,15,10
245,A64,MARTIN-PORTUGUES Lucia,10145,ESP,,0,,Loss,0,0
245,A64,APITHY-BRUNET Manon,30542,FRA,,0,,Loss,0,0
245,A64,BENADOUDA Chaima,42865,ALG,SARYBAY Aigerim,32989,KAZ,Loss,9,15
245,A64,DAYIBEKOVA Zaynab,43131,UZB,,0,,Loss,0,0
245,A64,YOON Jisu,27302,KOR,,0,,Loss,0,0
245,A64,BERDER Cecilia,15536,FRA,,0,,Loss,0,0
245,A64,MORMILE Chiara,26677,ITA,,0,,Loss,0,0
245,A64,BRIND'AMOUR Pamela,23495,CAN,,0,,Loss,0,0
245,A64,GKOUNTOURA Theodora,32856,GRE,,0,,Loss,0,0
245,A64,TARTAKOVSKY Elizabeth,35774,USA,,0,,Loss,0,0
245,A64,HAFEZ Nada,34643,EGY,,0,,Loss,0,0
245,A64,KOMASHCHUK Alina,21499,UKR,,0,,Loss,0,0
245,A64,JEON Hayoung,43610,KOR,,0,,Loss,0,0
245,A64,NAZLYMOV Tatiana,53445,USA,,0,,Loss,0,0
245,A64,CHOI Sebin,48614,KOR,,0,,Loss,0,0
245,A64,BOUDIAF Saoussen,26533,ALG,KRAVATSKA Olena,19403,UKR,Loss,8,15
245,A64,EMURA Misaki,32026,JPN,,0,,Loss,0,0
245,A32,BALZER Sara,29003,FRA,DAGHFOUS Yasmine,37081,TUN,Won,15,9
