Gender,Weapon,Season,Competition,Date of Duel,Athlete Name,Athlete Year End World Ranking,Athlete Hand,Opponent Name,Opponent Year End World Ranking,Opponent Hand,Result,Hit,Counter-Hit
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Hui Min LIN,502.0,R,Laurence EPEE,21.0,R,Loss,14,15
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Marta FERRARI,54.0,R,Nadine STAHLBERG,166.0,R,Loss,12,15
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Kata MIHALY,164.0,R,Myoungsun KIM,,R,Loss,11,15
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Roberta MARZANI,98.0,L,Anna VAN BRUMMEN,209.0,R,Won,15,14
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Kim Jasmin BUECH,291.0,L,Alice CLERICI,67.0,R,Won,15,12
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Asa LINDE,128.0,R,Ulyana BALAGANSKAYA,93.0,R,Won,15,12
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Laura STAEHLI,18.0,R,Violetta KHRAPINA,138.0,L,Won,15,14
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Martyna SWATOWSKA,198.0,L,Dzhoan Feybi BEZHURA,34.0,R,Won,15,14
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Aleksandra ZAMACHOWSKA,55.0,R,Eri SHIRAISHI,,R,Won,15,11
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Hyojoo CHOI,145.0,R,Kamila PYTKA,103.0,L,Loss,8,15
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Nicol FOIETTA,81.0,R,Yik Hei Coco LIN,47.0,R,Won,11,8
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Sera SONG,262.0,L,Pauline BRUNNER,58.0,L,Won,15,9
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Sofia TAURIAINEN,391.0,R,Paula SCHMIDL,125.0,R,Loss,7,15
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Irina OKHOTNIKOVA,82.0,R,Catherine NIXON,73.0,L,Loss,12,15
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Anfisa POCHKALOVA,45.0,R,Kseniya PANTELYEYEVA,52.0,R,Loss,11,15
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Yufen WANG,266.0,R,Marie-Florence CANDASSAMY,31.0,R,Loss,8,15
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Danwoo YU,,L,Laurence EPEE,21.0,R,Won,15,13
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Nadine STAHLBERG,166.0,R,Myoungsun KIM,,R,Loss,9,15
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Roberta MARZANI,98.0,L,Kim Jasmin BUECH,291.0,L,Won,15,8
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Asa LINDE,128.0,R,Laura STAEHLI,18.0,R,Won,15,10
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Martyna SWATOWSKA,198.0,L,Aleksandra ZAMACHOWSKA,55.0,R,Loss,7,15
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Kamila PYTKA,103.0,L,Nicol FOIETTA,81.0,R,Won,9,7
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Sera SONG,262.0,L,Paula SCHMIDL,125.0,R,Won,15,12
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Catherine NIXON,73.0,L,Kseniya PANTELYEYEVA,52.0,R,Loss,9,15
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Marie-Florence CANDASSAMY,31.0,R,Danwoo YU,,L,Loss,5,15
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Myoungsun KIM,,R,Roberta MARZANI,98.0,L,Loss,8,15
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Asa LINDE,128.0,R,Aleksandra ZAMACHOWSKA,55.0,R,Loss,5,15
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Kamila PYTKA,103.0,L,Sera SONG,262.0,L,Won,9,8
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Kseniya PANTELYEYEVA,52.0,R,Danwoo YU,,L,Won,15,9
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Roberta MARZANI,98.0,L,Aleksandra ZAMACHOWSKA,55.0,R,Loss,10,15
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Kamila PYTKA,103.0,L,Kseniya PANTELYEYEVA,52.0,R,Won,14,13
Women,Epee,2017/2018,2017 Summer Universiade (Taipei),20-08-2017,Aleksandra ZAMACHOWSKA,55.0,R,Kamila PYTKA,103.0,L,Won,15,8
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Rafael TULEN,218.0,R,Sandor CHO TAEUN,435.0,R,Won,15,12
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Antoine EL CHOUEIRY,,R,Anton KIMFORS,,R,Loss,7,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Kentaro MURAYAMA,1025.0,R,Nicolas FERREIRA,175.0,R,Loss,10,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Nicolas PONCIN,1054.0,R,Flavio GIANNOTTE,177.0,R,Won,15,14
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Tsung Lin CHEN,163.0,R,Jingjing XU,,R,Won,15,5
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Alexander KORLATH,359.0,R,Max ROD,166.0,L,Loss,8,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Georg KUHN,213.0,R,Vadim SHARLAIMOV,117.0,R,Won,15,12
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Daniel MARCOL,820.0,R,Bradley JOHNSTON LEYER,255.0,R,Loss,11,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Federico VISMARA,102.0,R,Deze YE,,R,Won,15,10
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Ruslan ESKOV,406.0,L,Rafael TULEN,218.0,R,Loss,11,12
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Jan WENGLARCZYK,220.0,R,Virgile MARCHAL,222.0,R,Loss,10,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Michele NIGGELER,320.0,R,Gergely SIKLOSI,174.0,R,Loss,7,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Yan SYCH,143.0,R,Alexandre BARDENET,160.0,R,Loss,12,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Masaru YAMADA,66.0,R,Anton KIMFORS,,R,Won,15,8
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Dmitriy GUSEV,151.0,L,Volodymyr STANKEVYCH,28.0,R,Won,15,9
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Richard POKORNY,223.0,L,Daniel BERTA,35.0,L,Loss,12,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Nicolas FERREIRA,175.0,R,Gabriel CANAUX,247.0,R,Loss,10,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Lukas BELLMANN,39.0,R,Nicolas PONCIN,1054.0,R,Won,15,9
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Dmitriy ALEXANIN,8.0,L,Anatolii HEREY,192.0,R,Loss,12,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Justin YOO,864.0,R,Jacob HOYLE,42.0,L,Won,15,14
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Ivan DERYABIN,245.0,L,Roman SVICHKAR,,,Loss,14,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Tristan TULEN,56.0,L,Amit PARIZAT,361.0,L,Won,15,6
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Jaewon KIM,,L,Zsombor BANYAI,76.0,L,Loss,8,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Lewis WEISS,309.0,R,Rufus PANELIUS,439.0,R,Won,15,14
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Tsung Lin CHEN,163.0,R,Ido HERPE,47.0,R,Loss,9,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Martin RUBES,112.0,R,Max ROD,166.0,L,Won,15,12
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Filip BRONISZEWSKI,369.0,R,Pavel TYCHLER,,R,Won,15,9
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Hyeonil HWANG,,R,Alexis BAYARD,69.0,L,Won,15,8
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Teemu SEEVE,212.0,R,Alexandre PITTET,73.0,L,Loss,9,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Valerio CUOMO,67.0,R,David VAN NUNEN,795.0,R,Won,12,11
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Peeter TURNAU,,,Alan FARDZINOV,137.0,R,Won,12,10
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Ariel DRIZIN,397.0,R,Mathias BIABIANY,176.0,L,Loss,6,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Georg KUHN,213.0,R,Koki KANO,10.0,R,Won,15,12
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Richard SCHMIDT,20.0,L,Bradley JOHNSTON LEYER,255.0,R,Won,15,9
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Hong Kai TING,,R,Zihao SHEN,,L,Won,4,3
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Niko VUORINEN,53.0,L,Gabriele CIMINI,21.0,R,Won,15,12
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Troels Christian ROBL,141.0,R,Ryosuke NARITA,,R,Loss,12,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Yuval Shalom FREILICH,60.0,L,Hyomin JANG,,R,Loss,12,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Lorenzo BUZZI,115.0,R,Ho Tin NG,84.0,L,Won,15,11
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Sergey BIDA,46.0,L,Ruslan KURBANOV,32.0,R,Won,15,12
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Federico VISMARA,102.0,R,Jonathan BONNAIRE,57.0,R,Loss,9,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Rafael TULEN,218.0,R,Virgile MARCHAL,222.0,R,Loss,9,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Gergely SIKLOSI,174.0,R,Alexandre BARDENET,160.0,R,Loss,14,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Masaru YAMADA,66.0,R,Dmitriy GUSEV,151.0,L,Won,15,8
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Daniel BERTA,35.0,L,Gabriel CANAUX,247.0,R,Loss,14,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Lukas BELLMANN,39.0,R,Anatolii HEREY,192.0,R,Loss,13,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Justin YOO,864.0,R,Roman SVICHKAR,,,Loss,11,12
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Tristan TULEN,56.0,L,Zsombor BANYAI,76.0,L,Loss,12,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Lewis WEISS,309.0,R,Ido HERPE,47.0,R,Loss,11,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Martin RUBES,112.0,R,Filip BRONISZEWSKI,369.0,R,Loss,13,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Hyeonil HWANG,,R,Alexandre PITTET,73.0,L,Loss,12,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Valerio CUOMO,67.0,R,Peeter TURNAU,,,Loss,13,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Mathias BIABIANY,176.0,L,Georg KUHN,213.0,R,Loss,10,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Richard SCHMIDT,20.0,L,Hong Kai TING,,R,Loss,14,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Niko VUORINEN,53.0,L,Ryosuke NARITA,,R,Won,15,7
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Hyomin JANG,,R,Lorenzo BUZZI,115.0,R,Won,15,13
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Sergey BIDA,46.0,L,Jonathan BONNAIRE,57.0,R,Won,15,12
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Virgile MARCHAL,222.0,R,Alexandre BARDENET,160.0,R,Won,15,13
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Masaru YAMADA,66.0,R,Gabriel CANAUX,247.0,R,Won,14,11
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Anatolii HEREY,192.0,R,Roman SVICHKAR,,,Won,15,11
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Zsombor BANYAI,76.0,L,Ido HERPE,47.0,R,Won,15,14
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Filip BRONISZEWSKI,369.0,R,Alexandre PITTET,73.0,L,Won,15,13
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Peeter TURNAU,,,Georg KUHN,213.0,R,Won,15,13
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Hong Kai TING,,R,Niko VUORINEN,53.0,L,Loss,10,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Hyomin JANG,,R,Sergey BIDA,46.0,L,Loss,13,14
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Virgile MARCHAL,222.0,R,Masaru YAMADA,66.0,R,Loss,10,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Anatolii HEREY,192.0,R,Zsombor BANYAI,76.0,L,Loss,11,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Filip BRONISZEWSKI,369.0,R,Peeter TURNAU,,,Won,15,8
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Niko VUORINEN,53.0,L,Sergey BIDA,46.0,L,Loss,9,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Masaru YAMADA,66.0,R,Zsombor BANYAI,76.0,L,Loss,11,13
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Filip BRONISZEWSKI,369.0,R,Sergey BIDA,46.0,L,Loss,5,15
Men,Epee,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Zsombor BANYAI,76.0,L,Sergey BIDA,46.0,L,Loss,11,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Solene BUTRUILLE,142.0,R,Olga Rachele CALISSI,,,Loss,10,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Kimberley Vanessa CHEUNG,46.0,R,Bindu Devi SAGOLSEM,388.0,L,Won,15,9
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Giselle VICATOS,,R,Freya CENKER,147.0,R,Loss,8,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Hyo Jin HONG,20.0,R,Francesca PALUMBO,56.0,L,Loss,13,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Leyla PIRIEVA,50.0,R,Ling Yi CHEN,451.0,R,Won,15,6
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Peng I HO,168.0,L,Irina ELESINA,123.0,R,Loss,6,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Chaeyeong KO,129.0,R,Xiao-Qing TSAI,479.0,R,Won,15,13
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Kitti BITTEROVA,139.0,R,Rio AZUMA,148.0,R,Won,15,6
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Maeva RANCUREL,255.0,R,Prakash AWATI,,L,Won,15,4
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Mengxu XU,,R,Rozene CASTANIE,133.0,R,Won,15,4
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Chloe JUBENOT,128.0,R,Angela LI,,L,Won,15,5
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Cheuk Yu LAU,478.0,R,Fanny KREISS,23.0,R,Loss,5,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Melissa REBOLLEDO,105.0,R,Michala CELLEROVA,310.0,R,Loss,14,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Julia CHRZANOWSKA,107.0,R,Lucia ONDARTS,155.0,R,Won,15,7
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Sejoo LEE,,R,Hsin CHENG,77.0,R,Loss,7,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,A Young SONG,504.0,R,Valentina DE COSTANZO,31.0,L,Loss,7,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Eline RENTIER,100.0,R,Erin DIETSCHE,,R,Won,15,13
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Julia WALCZYK,18.0,R,Olga Rachele CALISSI,,,Loss,11,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Kimberley Vanessa CHEUNG,46.0,R,Freya CENKER,147.0,R,Won,15,8
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Karin MIYAWAKI,16.0,R,Francesca PALUMBO,56.0,L,Won,15,9
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Leyla PIRIEVA,50.0,R,Yana ALBOROVA,89.0,R,Loss,13,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Minami KANO,,,Irina ELESINA,123.0,R,Loss,12,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Chaeyeong KO,129.0,R,Olivia WOHLGEMUTH,47.0,R,Loss,13,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Dora LUPKOVICS,79.0,R,Kitti BITTEROVA,139.0,R,Won,15,8
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Maeva RANCUREL,255.0,R,Adelya ABDRAKHMANOVA,64.0,R,Loss,12,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Martyna JELINSKA,43.0,R,Mengxu XU,,R,Loss,8,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Chloe JUBENOT,128.0,R,Kata KONDRICZ,93.0,L,Won,15,14
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Alely HERNANDEZ,83.0,R,Fanny KREISS,23.0,R,Loss,10,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Michala CELLEROVA,310.0,R,Hanna LYCZBINSKA,21.0,R,Loss,3,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Gabriela CECCHINI,86.0,R,Julia CHRZANOWSKA,107.0,R,Loss,11,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Hsin CHENG,77.0,R,Beatrice MONACO,63.0,L,Loss,7,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Maria BOLDOR,175.0,R,Valentina DE COSTANZO,31.0,L,Won,15,14
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Eline RENTIER,100.0,R,Malina CALUGAREANU,90.0,L,Loss,11,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Olga Rachele CALISSI,,,Kimberley Vanessa CHEUNG,46.0,R,Loss,10,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Karin MIYAWAKI,16.0,R,Yana ALBOROVA,89.0,R,Loss,12,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Irina ELESINA,123.0,R,Olivia WOHLGEMUTH,47.0,R,Won,15,5
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Dora LUPKOVICS,79.0,R,Adelya ABDRAKHMANOVA,64.0,R,Loss,10,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Mengxu XU,,R,Chloe JUBENOT,128.0,R,Loss,13,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Fanny KREISS,23.0,R,Hanna LYCZBINSKA,21.0,R,Won,15,9
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Julia CHRZANOWSKA,107.0,R,Beatrice MONACO,63.0,L,Loss,7,15
Women,Foil,2017/2018,2017 Summer Universiades (Taipei),20-08-2017,Maria BOLDOR,175.0,R,Malina CALUGAREANU,90.0,L,Loss,14,15
