athleteId,hand,rank
1427,R,
1613,L,355.0
1903,R,
2224,R,103.0
2427,R,304.0
2635,R,622.0
2667,R,
2860,R,28.0
3039,R,42.0
3204,R,
3516,R,
3652,L,244.0
4057,R,63.0
4121,R,194.0
4212,R,154.0
4289,R,
4388,R,95.0
4461,R,
4585,L,23.0
4687,R,
4900,R,
5112,R,718.0
5245,R,30.0
5355,R,144.0
5452,R,85.0
5505,R,471.0
5596,R,
5773,R,
5835,L,
5898,R,
6023,R,477.0
6194,R,363.0
6240,R,
6398,R,402.0
6433,R,43.0
7222,L,
7470,R,160.0
7739,R,46.0
8196,R,481.0
8296,R,
8558,L,
8640,R,
8746,R,63.0
9109,R,116.0
9180,R,990.0
9283,R,5.0
9377,L,5.0
9467,R,
9599,R,615.0
9667,L,106.0
9723,R,
9764,R,
9908,L,26.0
10109,L,
10222,L,4.0
10335,L,180.0
10398,R,
10529,R,
10688,R,62.0
10773,R,
10798,R,566.0
10861,R,168.0
11021,R,53.0
11122,R,422.0
11491,R,235.0
11652,R,10.0
11924,R,
12125,R,79.0
12211,R,
12287,L,185.0
12402,R,311.0
12507,R,19.0
12562,R,12.0
12611,R,9.0
12678,R,176.0
12780,R,21.0
13010,R,186.0
13191,R,189.0
13354,R,
13415,R,78.0
13436,R,29.0
13503,L,32.0
13709,R,26.0
13829,R,140.0
13948,R,176.0
14148,R,473.0
14473,R,715.0
14560,L,80.0
14714,R,71.0
14861,R,
14940,R,
15010,R,339.0
15098,L,9.0
15196,R,301.0
15299,R,
15351,R,45.0
15375,R,5.0
15405,R,
15536,R,4.0
15592,R,
15728,R,
15780,R,97.0
15804,R,
15860,R,1.0
16021,R,89.0
16063,R,163.0
16289,R,
16374,R,362.0
16393,L,150.0
16435,R,57.0
16461,R,
16681,R,379.0
16753,L,
17033,R,661.0
17054,R,323.0
17159,R,300.0
17204,R,34.0
17406,R,349.0
17458,R,21.0
17514,R,18.0
17576,L,105.0
17630,L,19.0
17748,R,160.0
17770,R,91.0
17890,R,
17966,R,302.0
18023,R,180.0
18135,R,
18311,R,555.0
18351,R,418.0
18410,R,
18515,L,49.0
18605,R,
18683,R,47.0
18732,R,48.0
18814,R,
18846,R,
18900,R,
18949,R,16.0
19054,L,64.0
